Investment, RootNode, Scenario_HighFuelCosts, InvestmentCost, None, 61947185.7172
Investment, RootNode, Scenario_LowFuelCosts, InvestmentCost, None, 61947185.7172
Investment, RootNode, Scenario_MediumFuelCosts, InvestmentCost, None, 61947185.7172
Operation, HighFuelCosts, Scenario_HighFuelCosts, OperationCost, None, 68927639.6461
Operation, LowFuelCosts, Scenario_LowFuelCosts, OperationCost, None, 31278287.3705
Operation, MediumFuelCosts, Scenario_MediumFuelCosts, OperationCost, None, 53111123.484
