GENERATION_PROJECT	build_year	gen_predetermined_cap
10767	2007	1.5
11052	2011	49.5
11049	2011	49.5
11044	2010	1.8
11043	2010	48.0
11042	2010	1.8
11041	2010	48.0
11038	2010	49.5
11037	2009	49.5
11036	2010	49.3
11034	2012	49.5
11027	2011	49.5
11018	2006	48.75
11017	2009	49.5
11007	2012	49.5
10997	2010	42.0
10996	2011	64.5
10981	2009	42.0
10980	2011	49.5
10960	2012	48.0
10956	2010	49.5
10950	2011	49.5
10949	2012	49.5
10944	2006	12.0
10943	2007	42.0
10942	2012	49.5
10940	2011	49.5
10936	2011	1.8
10935	2011	48.0
10934	2010	1.8
10933	2010	48.0
10931	2012	1.8
10930	2012	48.0
10929	2010	1.8
10928	2011	49.5
10927	2007	15.0
10925	2010	48.0
10921	2008	25.5
10919	2006	21.75
10917	2010	46.5
10916	2011	49.5
10914	2011	49.5
10912	2005	27.2
10911	2011	49.5
10910	2008	18.0
10909	2008	30.0
10908	2009	48.0
10898	2012	49.5
10896	2008	49.5
10894	2010	49.5
10891	2010	49.5
10890	2010	49.5
10889	2011	49.5
10887	2011	49.5
10886	2011	36.0
10885	2010	49.5
10884	2012	49.5
10882	2011	48.0
10879	2011	1.8
10923	2011	49.5
10878	2011	48.0
10877	2011	49.5
10876	2011	1.8
10875	2011	48.0
10874	2011	49.5
10873	2010	49.5
10871	2011	49.5
10870	2007	40.5
10869	2010	49.5
10867	2007	48.75
10864	2008	49.5
10860	2010	49.5
10858	2011	49.5
10855	2010	49.5
10854	2007	2.0
10853	2007	28.5
10852	2007	49.5
10851	2012	49.5
10847	2011	49.5
10845	2012	49.5
10844	2010	49.5
10843	2008	49.5
10840	2008	49.5
10837	2011	48.0
10825	2011	1.8
10824	2011	48.0
10823	2012	48.0
10821	2009	49.5
10817	2011	49.3
10816	2011	49.5
10815	2010	49.5
10814	2012	2.0
10813	2012	47.5
10812	2012	48.0
10811	2008	49.5
10810	2012	48.0
10809	2011	49.5
10808	2007	48.0
10807	2011	1.8
10806	2011	48.0
10805	2008	49.5
10804	2010	49.5
10803	2010	49.5
10800	2012	48.0
10799	2009	49.3
10798	2010	38.25
10797	2011	49.5
10796	2012	49.5
10795	2009	20.4
10792	2009	1.5
10791	2009	48.0
10789	2010	49.5
10788	2011	49.5
10787	2007	1.5
10786	2007	48.0
10785	2010	49.5
10784	2008	49.5
10781	2009	49.5
10778	2010	49.5
10777	2012	49.5
10776	2012	49.5
10775	2009	48.0
10773	2011	49.5
10771	2012	49.5
10770	2011	49.5
10769	2011	49.5
10768	2012	49.5
10766	2007	48.0
10765	2010	49.5
10763	2011	48.0
10761	2010	49.5
10759	2009	1.5
10758	2009	48.0
10756	2012	49.5
10750	2006	48.0
10699	2012	49.5
10698	2011	49.5
10696	2011	49.5
10690	2011	49.5
10684	2011	49.5
10754	2010	49.5
10820	2011	48.0
10497	2012	49.5
10454	2008	39.0
11080	2008	49.5
10510	2011	49.5
10509	2010	49.5
10584	2010	49.5
10578	2011	49.5
10571	2010	49.5
10568	2011	49.5
10559	2012	49.5
10558	2009	49.5
10557	2011	49.5
10556	2009	49.5
10554	2010	49.5
10552	2012	48.0
10551	2010	49.5
10550	2011	49.5
10546	2012	49.5
10545	2012	49.5
10544	2010	49.5
10540	2012	49.5
10535	2007	49.5
10534	2012	47.5
10531	2011	48.0
10527	2011	49.5
10525	2008	49.5
10522	2007	48.0
10521	2010	49.5
10520	2012	49.5
10517	2008	49.5
10516	2010	21.0
10508	2009	49.5
10507	2012	48.0
10505	2010	49.5
10503	2009	49.5
10502	2012	9.0
10501	2007	41.25
10500	2007	41.25
10499	2011	49.5
10496	2010	49.5
10495	2012	49.5
10494	2010	49.5
10493	2011	49.5
10490	2011	49.5
10489	2010	49.5
10488	2012	49.5
10487	2012	48.0
10486	2011	49.5
10485	2012	249.0
10484	2010	49.5
10483	2011	199.5
10482	2011	49.5
10481	2011	49.5
10480	2012	49.5
10479	2011	49.5
10478	2012	15.0
10477	2007	33.75
10476	2011	49.5
10475	2012	49.5
10473	2011	49.5
10471	2011	49.5
10470	2010	49.5
10469	2011	49.5
10457	2012	49.5
10451	2012	49.5
10450	2008	10.0
10449	2011	49.5
10474	2010	49.5
10426	2012	49.5
10456	2011	49.5
10447	2012	49.5
10438	2011	49.5
10437	2010	49.5
10431	2011	25.5
10427	2011	49.5
10724	2012	49.5
10826	2011	48.0
10790	2012	48.0
10783	2011	49.5
10782	2012	48.0
10780	2011	49.5
10779	2010	49.5
10774	2011	49.5
10764	2012	49.5
10762	2012	49.5
10729	2012	49.5
10702	2012	48.0
10692	2012	48.0
10691	2012	1.5
10689	2011	49.5
10248	2011	49.5
10247	2012	49.5
10366	2012	49.5
10361	2012	48.0
10360	2012	48.0
10352	2012	49.5
10250	2012	49.5
10246	2010	49.5
10245	2010	49.5
10244	2012	47.5
10243	2011	47.5
10242	2011	49.5
10241	2011	49.5
10239	2011	49.5
10238	2012	49.5
10237	2012	49.5
10236	2011	49.5
10235	2012	49.5
10231	2012	49.5
10230	2011	49.5
10229	2012	49.5
10240	2011	49.5
10286	2010	49.5
10285	2010	49.5
10273	2012	30.0
10209	2012	49.5
10202	2012	47.5
10201	2012	46.0
10200	2010	16.0
10002	2011	9.0
10348	2011	1.5
10346	2012	49.5
10548	2010	1.8
10343	2011	48.0
10252	2012	48.0
10251	2011	49.5
10249	2007	45.0
10234	2010	49.5
10233	2012	1.5
10232	2012	48.0
10228	2011	49.5
10227	2011	48.0
10226	2010	39.0
10225	2010	10.0
10199	2012	48.0
10198	2012	48.0
10197	2012	49.5
10196	2011	49.5
10195	2012	48.0
10192	2012	49.5
10185	2010	49.5
10156	2007	49.5
10154	2012	49.5
10153	2012	48.0
10152	2011	32.5
10151	2006	49.3
10150	2004	45.9
10149	2008	49.5
10148	2009	201.0
10147	2008	49.5
10145	2010	48.0
10144	2010	100.5
10143	2007	49.3
10142	2010	48.0
10141	2012	48.0
10140	2008	201.0
10139	2010	48.0
10138	2012	48.0
10137	2012	49.5
10136	2010	50.0
10135	2010	151.5
10134	2009	201.0
10133	2011	45.0
10132	2009	201.0
10129	2009	201.0
10128	2011	48.0
10127	2009	300.0
10126	2011	48.0
10125	2011	49.5
10123	2009	201.0
10122	2010	201.0
10121	2009	49.5
10120	2008	49.5
10119	2009	201.0
10118	2009	201.0
10117	2009	49.5
10116	2011	47.5
10115	2007	49.5
10114	2011	47.5
10113	2008	49.5
10112	2012	37.5
10111	2009	201.0
10109	2009	199.5
10108	2009	199.5
10106	2009	201.0
10105	2009	201.0
10104	2009	201.0
10103	2009	199.5
10102	2009	201.0
10101	2012	48.0
10090	2010	49.5
10089	2012	49.5
10088	2009	49.5
10038	2007	45.0
10131	2010	100.0
10130	2010	100.5
10146	2010	49.5
10678	2011	48.6
10615	2007	13.6
10597	2009	30.0
10411	2009	49.3
10407	2012	48.0
10547	2010	48.0
11022	2007	102.0
11016	2006	15.0
11015	2010	2.5
11014	2010	7.2
11013	2010	4.0
11012	2009	1.25
11011	2009	13.5
11009	2008	19.5
11006	2010	48.0
10983	2010	20.0
10978	2011	40.0
10422	2012	49.5
10421	2011	49.5
10420	2012	24.0
10417	2011	49.5
10396	2008	49.3
30138	2010	130.0001144
30137	2009	399.9996185
30136	2008	779.999733
30135	2007	840.0001526
30134	2006	739.9997711
30133	2005	1040.000439
30132	2004	419.9995995
30131	2003	486.8721962
30130	2002	580.4405212
30129	2001	372.6873398
30128	2000	280.0002098
30127	1999	279.999733
30126	1998	389.960289
30125	1997	303.6270142
30124	1996	248.7549782
30123	1995	228.2693386
30122	1994	327.0397186
30121	1993	286.0684395
30120	1992	204.8568726
30119	1991	133.8887215
30118	1990	107.5499058
30117	1989	137.5470161
30116	1988	183.6397648
30115	1987	193.8824654
30114	1986	81.94291592
30113	1985	59.99386311
30112	1984	105.3550243
30111	1983	87.79597282
30110	1982	75.35815239
30109	1981	117.7927256
30026	1980	1486.677051
35028	2008	1000.0
35005	2010	1092.401142
30409	2008	1000.0
30408	2005	10.00000536
30407	2003	37.19162941
30406	2002	44.33920979
30405	2001	28.46916206
30012	1980	9.369811974
35022	2002	100.0
30319	2008	69.99999285
30318	2007	19.99998093
30317	2005	10.00005007
30316	1998	64.72027302
30315	1997	50.39191246
30314	1996	41.28491879
30313	1995	37.88506985
30312	1994	54.27759886
30311	1993	47.47772217
30310	1992	33.99938345
30309	1991	22.2210288
30308	1990	17.84968376
30307	1989	22.82813191
30306	1988	30.47806025
30305	1987	32.17795491
30304	1986	13.59978318
30303	1984	17.48540998
30302	1983	14.57116008
30301	1982	12.50693202
30300	1981	19.54963803
30008	1980	246.738404
35016	1997	90.0
30716	2005	19.99998093
30715	2004	90.00000358
30714	2000	20.00001073
30713	1999	19.99998093
30712	1998	20.48109472
30711	1997	15.94680548
30710	1996	13.0648613
30709	1995	11.98893785
30708	1994	17.1764493
30707	1993	15.02460241
30706	1992	10.75929403
30717	2007	49.99998212
30718	2008	40.00002146
30705	1987	10.18290222
30001	1980	78.08177173
30404	2010	1529.999733
30403	2009	810.0004196
30402	2008	1429.999352
30401	2007	570.0006485
30400	2006	799.9997139
30399	2005	400.0000954
30398	2004	849.9999046
30397	2003	250.1983643
30396	2002	298.2816696
30395	2001	191.5197372
30394	2000	380.0001144
30393	1999	380.0001144
30392	1998	417.8142548
30391	1997	325.3149986
30390	1996	266.5228844
30389	1995	244.5745468
30388	1994	350.3994942
30387	1993	306.5018654
30386	1992	219.4895744
30385	1991	143.4524059
30384	1990	115.2319908
30383	1989	147.3715305
30382	1988	196.7570782
30381	1987	207.7310085
30380	1986	87.79597282
30379	1985	64.27931786
30378	1984	112.8803492
30377	1983	94.06709671
30376	1982	80.74080944
30375	1981	126.2066364
30011	1980	1592.86809
30022	1980	3.123270813
30108	2006	73.52940738
30107	2003	17.89970696
30106	2002	21.33972943
30105	2001	13.70172948
30104	2000	52.94117332
30103	1999	52.94118077
30028	1980	4.593045451
35032	2010	1200.0
30491	2009	30.0000906
30490	2008	19.99998093
30489	2003	50.7158041
30488	2002	60.46259403
30487	2001	38.82157803
30486	2000	14.99998569
30485	1999	14.99998569
30484	1998	99.94769096
30483	1997	77.82042027
30482	1996	63.75658512
30481	1995	58.50601196
30480	1994	83.82105827
30479	1993	73.32009077
30478	1992	52.50531435
30477	1991	34.31606293
30476	1990	27.56530046
30475	1989	35.25358438
30474	1988	47.06734419
30473	1987	49.69257116
30472	1986	21.00220323
30471	1985	15.37656784
30470	1984	27.00278163
30469	1983	22.50233293
30468	1982	19.31446791
30467	1981	30.19058704
30015	1980	381.0390532
35031	2009	2400.0
35014	1994	1200.0
35007	2010	2625.570776
35004	2010	1285.177854
30197	2010	1340.000153
30196	2009	980.0004959
30195	2008	170.0000763
30194	2007	789.9999619
30193	2006	279.999733
30192	2005	460.0000381
30191	2004	470.000267
30190	2003	368.5350418
30189	2002	439.3610954
30188	2001	282.1035385
30187	2000	754.9996376
30186	1999	755.0001144
30185	1998	451.403141
30184	1997	351.4676094
30183	1996	287.9495621
30182	1995	264.2364502
30181	1994	378.5688877
30180	1993	331.1421871
30179	1992	237.1349335
30178	1991	154.9847126
30177	1990	124.4957447
30176	1989	159.219265
30175	1988	212.5747204
30174	1987	224.4310379
30173	1986	94.85411644
30172	1985	69.44680214
30171	1984	121.9549179
30170	1983	101.6294956
30169	1982	87.23175526
30168	1981	136.3525391
30024	1980	1720.922351
35019	2000	1200.0
30502	2005	60.00000238
30501	2004	60.00000238
30500	1998	25.39655566
30499	1997	19.77404952
30498	1996	16.20042324
30497	1995	14.86627758
30496	1994	21.29879594
30495	1993	18.63050461
30494	1992	13.34153116
30493	1988	11.95973158
30492	1987	12.62679696
30016	1980	96.82139754
30532	2010	1940.000534
30531	2009	2829.999924
30530	2008	79.99992371
30529	2007	409.9998474
30528	2006	599.9999046
30527	2005	769.9999809
30526	2004	710.0002766
30525	2003	77.76427269
30524	2002	92.7093029
30523	2001	59.52644348
30522	2000	224.9999046
30521	1999	224.9999046
30520	1998	217.9188728
30519	1997	169.6739197
30518	1996	139.010191
30517	1995	127.5622845
30516	1994	182.7574968
30515	1993	159.8616838
30514	1992	114.4789457
30513	1991	74.82028008
30512	1990	60.10138988
30511	1989	76.86436176
30510	1988	102.6222706
30509	1987	108.3461046
30508	1986	45.79162598
30507	1985	33.52594376
30506	1984	58.87490511
30505	1983	49.06249046
30504	1982	42.11187363
30503	1981	65.82534313
30017	1980	830.7901025
35015	1997	800.0
30074	1998	87.65906096
30073	1997	68.25238466
30072	1996	55.91756105
30071	1995	51.31268501
30070	1994	73.51517677
30069	1993	64.30530548
30068	1992	46.04977369
30067	1991	30.09688854
30066	1990	24.17612076
30065	1989	30.91913462
30064	1988	41.28038883
30063	1987	43.58282685
30062	1986	18.4199512
30061	1985	13.48602772
30060	1984	23.68274331
30059	1983	19.73563433
30058	1982	16.93975925
30057	1981	26.47861838
30029	1980	334.190011
35011	1975	22.0
30644	2010	559.9999428
30643	2009	240.0000095
30642	2008	49.99995232
30641	2007	370.000124
30640	2006	409.9999666
30639	2005	389.9999857
30638	2003	40.57270288
30637	2002	48.3700037
30636	2001	31.05729818
30635	2000	39.99996185
30634	1999	40.00002146
30633	1998	64.72027302
30632	1997	50.39191246
30631	1996	41.28491879
30630	1995	37.88506985
30629	1994	54.27759886
30628	1993	47.47772217
30627	1992	33.99938345
30626	1991	22.2210288
30625	1990	17.84968376
30624	1989	22.82813191
30623	1988	30.47806025
30622	1987	32.17795491
30621	1986	13.59978318
30620	1984	17.48540998
30619	1983	14.57116008
30618	1982	12.50693202
30617	1981	19.54963803
30023	1980	246.738404
35017	1998	80.0
30700	2006	1420.000076
35006	2010	642.5890411
30704	2010	129.9991608
30703	2009	600.0003815
30702	2008	439.9995804
30701	2007	150.0005722
30684	1990	86.53688431
30683	1989	110.6731892
30682	1988	147.7606297
30679	1985	48.27237129
30678	1984	84.77091789
30677	1983	70.64259052
30676	1982	60.63473225
30675	1981	94.77865696
30681	1987	156.0020447
30680	1986	65.93310833
30699	2005	529.999733
30698	2004	369.9998856
30697	2003	213.0064964
30696	2002	253.9429665
30695	2001	163.0506516
30694	2000	795.0000763
30693	1999	795.0000763
30692	1998	313.7702942
30691	1997	244.3051338
30690	1996	200.1535892
30689	1995	183.6705208
30688	1994	263.143301
30687	1993	230.1769257
30686	1992	164.8323536
30685	1991	107.7299118
30002	1980	1196.212769
35023	2006	1200.0
35018	2000	1800.0
35001	2010	1285.177854
30616	2010	14.11765814
30615	2006	176.4705777
30614	2003	42.95930266
30613	2002	51.21535063
30612	2001	32.88415074
30611	2000	127.0588189
30610	1999	127.0588189
30027	1980	11.02330908
30466	2010	369.9998856
30465	2007	20.00021935
30464	2006	149.9998569
30463	2005	120.000124
30462	2003	16.90530777
30461	2002	20.15423775
30460	2001	12.9404068
30459	2000	34.99984741
30458	1999	35.00008583
30457	1998	284.2776775
30456	1997	221.34161
30455	1996	181.3402176
30454	1995	166.4063931
30453	1994	238.4092808
30452	1993	208.5413933
30451	1992	149.3389606
30450	1991	97.60391712
30449	1990	78.40299606
30448	1989	100.2703905
30447	1988	133.871913
30446	1987	141.338706
30445	1986	59.73565578
30444	1985	43.73502731
30443	1984	76.80296898
30442	1983	64.00251389
30441	1982	54.93545532
30440	1981	85.86990833
30014	1980	1083.775043
35024	2006	300.0
30654	1990	96.70448303
30653	1989	123.6765385
30652	1988	165.1215553
30651	1987	174.3313074
30650	1986	73.6798048
30649	1985	53.94411087
30648	1984	94.73097324
30647	1983	78.94253731
30646	1982	67.75903702
30645	1981	105.9144735
30724	2014	5850.0
30674	2010	3450.000763
30673	2009	5170.000076
30669	2005	940.0000572
30668	2004	519.9999809
30663	1999	334.9995613
30662	1998	350.6362438
30661	1997	273.0095387
30667	2003	537.5881195
30723	2014	6400.0
30672	2008	4149.999619
30666	2002	640.9029961
30657	1993	257.2212219
30671	2007	1880.000114
30664	2000	335.0000381
30660	1996	223.6702442
30659	1995	205.2507401
30658	1994	294.0607071
30656	1992	184.1990948
30655	1991	120.3875542
30003	1980	1336.760044
30670	2006	1699.999809
30665	2001	411.509037
30274	2010	50.00001192
30273	2009	289.9999917
30272	2007	19.99998093
30271	1998	43.41992736
30270	1997	33.80721807
30269	1996	27.69750357
30268	1995	25.41655302
30267	1994	36.41405702
30266	1993	31.85215592
30265	1992	22.80971408
30264	1991	14.90777731
30263	1990	11.97510958
30262	1989	15.31508565
30261	1988	20.44728398
30260	1987	21.58774436
30259	1984	11.73070073
30258	1981	13.11558485
30006	1980	165.5333489
30439	2010	269.9999809
30438	2009	59.99994278
30437	2008	140.0001049
30436	2007	279.9999714
30435	2006	269.9999809
30434	2005	470.0000286
30433	2004	240.0000095
30432	2003	155.5285454
30431	2002	185.4184866
30430	2001	119.052887
30429	2000	70.00005245
30428	1999	69.99993324
30427	1998	140.090704
30426	1997	109.0761423
30425	1996	89.36369419
30424	1995	82.0043087
30423	1994	117.4869537
30422	1993	102.7681828
30421	1992	73.59361649
30420	1991	48.09874296
30419	1990	38.63662481
30418	1989	49.41278696
30417	1988	65.97143412
30416	1987	69.65106726
30415	1986	29.43748236
30414	1985	21.5524435
30413	1984	37.84811497
30412	1983	31.54015541
30411	1982	27.07195282
30410	1981	42.31631756
30013	1980	534.0793133
30558	2010	290.0000811
30557	2009	110.0000143
30556	2008	19.99998093
30555	2006	190.0000572
30554	2005	100.0000238
30553	2004	419.9999571
30552	2000	100.0000238
30551	1999	100.0000238
30550	1998	102.4054289
30549	1997	79.73408699
30548	1996	65.32430649
30547	1995	59.94468927
30546	1994	85.88224649
30545	1993	75.12301207
30544	1992	53.79647017
30543	1991	35.15988588
30542	1990	28.24312449
30541	1989	36.12047434
30540	1988	48.22474718
30539	1987	50.91452599
30538	1986	21.51858807
30537	1985	15.75472951
30536	1984	27.66674757
30535	1983	23.05567265
30534	1982	19.78942752
30533	1981	30.93296289
30018	1980	390.4088736
30340	2003	307.6763153
30339	2002	366.8061495
30338	2001	235.517621
30344	2009	630.0001144
30343	2008	279.9999714
30342	2007	190.0000572
30341	2005	99.99990463
30337	2000	450.0000477
30336	1999	449.9999285
30335	1998	51.61237717
30334	1997	40.18592834
30333	1996	32.92346001
30332	1995	30.21210432
30331	1994	43.28465462
30330	1993	37.86200285
30329	1992	27.11343765
30328	1991	17.7205801
30327	1990	14.23454285
30326	1989	18.20471883
30325	1988	24.30525422
30324	1987	25.66093206
30323	1986	10.84536314
30322	1984	13.94404471
30321	1983	11.62005961
30320	1981	15.59022069
30009	1980	196.7660636
35025	2005	120.0
35030	2008	1000.0
35008	2010	3858.447489
30299	2009	250.0
30298	2008	759.9999905
30297	2006	10.00005007
30296	2004	19.99998093
30295	2003	10.14316082
30294	2002	12.09247112
30293	2000	14.99998569
30292	1999	15.0000453
30291	1998	57.34705925
30290	1997	44.65103149
30289	1996	36.58163548
30288	1995	33.56903791
30287	1994	48.09403419
30286	1993	42.06889868
30285	1992	30.12603521
30284	1991	19.68953013
30283	1990	15.8161521
30282	1989	20.22746205
30281	1988	27.00585127
30280	1987	28.51215005
30279	1986	12.05042005
30278	1984	15.49339294
30277	1983	12.91117072
30276	1982	11.08208299
30275	1981	17.32246578
30007	1980	218.6289579
35012	1992	270.0
35010	1968	11.0
30562	2010	10.00010967
30561	2007	499.9999404
30560	2006	50.00001192
30559	2005	449.9999881
30019	1980	21.86289616
35026	2007	1000.0
35029	2008	1200.0
35003	2010	1285.177854
30579	2010	210.0000381
30578	2009	819.9999928
30577	2006	10.00005007
30576	2000	269.9999809
30575	1999	270.0000405
30574	1998	36.04671359
30573	1997	28.06639671
30572	1996	22.99416065
30571	1995	21.10052109
30570	1994	30.23055196
30569	1993	26.44330263
30568	1992	18.93636584
30567	1991	12.37626374
30566	1989	12.71440089
30565	1988	16.97511971
30564	1987	17.92189479
30563	1981	10.88841259
30020	1980	137.4239177
30227	2010	189.9995804
30226	2009	779.999733
30225	2008	3530.000687
30224	2007	2819.999695
30223	2006	179.9998283
30222	2005	2400.000095
30221	2004	509.999752
30220	2003	125.0991821
30219	2002	149.1413116
30218	2001	95.75986862
30217	2000	204.9999237
30216	1999	204.9999237
30215	1998	307.2164059
30214	1997	239.2020226
30213	1996	195.9729195
30212	1995	179.8341274
30211	1994	257.6467991
30210	1993	225.3689766
30209	1992	161.3893509
30208	1991	105.4797173
30207	1990	84.72943306
30206	1989	108.3614826
30205	1988	144.6741819
30204	1987	152.743578
30203	1986	64.55588341
30202	1985	47.26409912
30201	1984	83.00018311
30200	1983	69.16701794
30199	1982	59.36825275
30198	1981	92.79894829
30004	1980	1171.226621
30034	1984	12.83738017
30033	1983	10.69782674
30032	1981	14.35290277
30056	2010	70.00005245
30055	2009	60.00006199
30054	2008	49.99995232
30053	2007	509.9999905
30052	2006	259.9999905
30051	2005	50.00001192
30050	2004	40.00002146
30049	2003	33.81055593
30048	2002	40.30835629
30047	2001	25.88105202
30046	1998	47.51616716
30045	1997	36.99657321
30044	1996	30.31045198
30043	1995	27.81435847
30042	1994	39.84934092
30041	1993	34.85709429
30040	1992	24.96156096
30039	1991	16.31417871
30038	1990	13.10482621
30037	1989	16.75990224
30036	1988	22.3762691
30035	1987	23.62433076
30025	1980	181.1497062
35027	2007	600.0
35020	2000	80.0
30257	2010	2939.99958
30256	2009	4139.99939
30255	2008	1260.000229
30254	2007	679.9998283
30253	2006	300.0001907
30252	2005	329.9999237
30251	2004	3190.000057
30250	2003	456.4428329
30249	2002	544.1629887
30248	2001	349.3943214
30247	2000	59.99994278
30246	1999	59.99994278
30245	1998	183.5105419
30244	1997	142.88342
30243	1996	117.0611382
30242	1995	107.4209213
30241	1994	153.9009809
30240	1993	134.6204281
30239	1992	96.40324116
30238	1991	63.00652027
30237	1990	50.61173439
30236	1989	64.72790241
30235	1988	86.4187479
30234	1987	91.23885632
30233	1986	38.56134415
30232	1985	28.23239565
30231	1984	49.5788455
30230	1983	41.31579399
30229	1982	35.46261787
30228	1981	55.43190241
30005	1980	699.6126771
30725	2014	4800.0
35013	1992	2.0
30609	2010	4890.001297
30608	2009	3569.999695
30607	2008	2379.999161
30606	2007	2130.001068
30605	2006	309.9994659
30604	2005	4039.999962
30603	2004	1039.999962
30602	2003	449.6803284
30601	2002	536.1013412
30600	2001	344.2182541
30599	2000	1649.999619
30598	1999	1650.000572
30597	1998	631.6370964
30596	1997	491.7993546
30595	1996	402.9202461
30594	1995	369.7390556
30593	1994	529.7217369
30592	1993	463.3584023
30591	1992	331.8166733
30590	1991	216.8664932
30589	1990	174.2033958
30588	1989	222.7911949
30587	1988	297.450304
30586	1987	314.0406609
30585	1986	132.7269077
30584	1985	97.17488289
30583	1984	170.6485748
30582	1983	142.2073841
30581	1982	122.0612526
30580	1981	190.7944679
30021	1980	2408.041954
30167	2010	170.0000763
30166	2009	500.0
30165	2008	1039.999962
30164	2007	110.0001335
30163	2006	279.999733
30162	2004	289.9999619
30161	2003	111.5748882
30160	2002	133.01754
30159	2001	85.4074955
30158	2000	69.99993324
30157	1999	70.00017166
30156	1998	230.2074432
30155	1997	179.2421341
30154	1996	146.8491554
30153	1995	134.7556114
30152	1994	193.0632591
30151	1993	168.8765287
30150	1992	120.9344864
30149	1991	79.03933525
30148	1990	63.4906292
30147	1989	81.19881153
30146	1988	108.4092855
30145	1987	114.4558191
30144	1986	48.3738184
30143	1985	35.41660309
30142	1984	62.19482422
30141	1983	51.82915926
30140	1982	44.48658228
30139	1981	69.53734159
30102	2005	440.0002956
30030	1980	877.6391149
35002	2010	1310.881507
30374	2010	840.0001526
30373	2009	960.0009918
30372	2008	5029.998779
30371	2007	5700.000763
30370	2006	430.0003052
30369	2005	2769.999504
30368	2004	3579.999924
30367	2003	1511.332512
30366	2002	1801.784515
30365	2001	1156.882763
30364	2000	269.9999809
30363	1999	269.9999809
30362	1998	534.965992
30361	1997	416.5306091
30360	1996	341.2542343
30359	1995	313.1513596
30358	1994	448.6489296
30357	1993	392.4422264
30356	1992	281.0330391
30355	1991	183.6750507
30354	1990	147.5422382
30353	1989	188.6935234
30352	1988	251.9259453
30351	1987	265.9773827
30350	1986	112.4134064
30349	1985	82.30257034
30348	1984	144.5310116
30347	1983	120.4428673
30346	1982	103.3799648
30345	1981	161.593914
30010	1980	2039.495945
35021	2001	70.0
30101	2010	349.9999046
30100	2009	470.000267
30099	2008	1819.999933
30098	2007	259.9999905
30097	2006	70.00005245
30096	2005	500.0
30095	2004	79.99992371
30094	2000	245.0000048
30093	1999	245.0000644
30092	1998	68.81648302
30091	1997	53.58123779
30090	1996	43.89792681
30089	1995	40.2828455
30088	1994	57.71285295
30087	1993	50.48269033
30086	1992	36.15123034
30085	1991	23.6274302
30084	1990	18.9794004
30083	1989	24.2729485
30082	1988	32.40704536
30081	1987	34.21455622
30080	1986	14.46050406
30079	1985	10.58715582
30078	1984	18.59205961
30077	1983	15.49342275
30076	1982	13.2984817
30075	1981	20.78697085
30031	1980	262.3547316
30719	2010	6.540470274
11376	2007	3.563110627
11375	2010	22.17046184
11374	2010	9.501626124
11373	2007	3.167208593
11377	2000	0.294036253
