GENERATION_PROJECT	build_year	gen_predetermined_cap
81505	2007	690.0009155
81504	2006	3169.998932
81503	2005	1600.000381
81502	2004	1450.000572
70043	2010	15.58985089
70001	2010	49.51319564
80739	2010	660.0
80738	2010	660.0
80735	2008	600.0
80734	2007	600.0
80719	2005	600.0
80718	2004	600.0
80674	2008	600.0
80673	2008	600.0
80672	2009	600.0
80671	2009	600.0
80670	2005	300.0
80669	2005	300.0
80623	2010	300.0
80622	2011	300.0
80567	2004	300.0
80518	2004	300.0
80328	2010	330.0
80327	2009	330.0
80326	2006	600.0
80325	2006	600.0
80324	2005	600.0
80323	2009	660.0
80322	2009	660.0
80321	2005	600.0
80189	2007	600.0
80188	2007	600.0
80185	2009	300.0
80184	2009	300.0
80183	2007	600.0
80182	2007	600.0
80181	2001	350.0
80180	2001	350.0
80179	2001	350.0
80178	2002	350.0
80177	2002	350.0
80176	2001	350.0
80083	2007	300.0
80082	2007	300.0
80044	2005	300.0
80043	2005	300.0
80042	2000	350.0
80041	2000	350.0
81490	1992	615.1027679
81489	1991	589.5152092
81488	1990	490.6778336
81487	1989	464.5876884
81486	1988	506.7327023
81485	1987	322.1011162
81483	1985	306.548357
81481	1983	144.4938183
81480	1982	110.3775501
81484	1986	283.4689617
81500	2002	501.0183334
81020	2009	500.0
81019	2008	960.0000381
81017	2006	200.0
81016	2005	229.9997139
81015	2004	870.0000572
80656	2005	320.0
80655	2004	320.0
80252	2007	320.0
80230	2006	300.0
80229	2007	300.0
81014	2000	455.0001621
81013	1999	454.9999237
81012	1998	196.9530582
81011	1997	150.3739357
81010	1996	178.2542467
81009	1995	158.9956284
81008	1994	130.1077604
81007	1993	126.188755
81006	1992	137.2736692
81005	1991	131.5631866
81004	1990	109.5055342
81003	1989	103.6829352
81002	1988	113.0884886
81001	1987	71.88391685
81000	1986	63.2622838
80999	1985	68.41295958
80996	1982	24.63316917
80997	1983	32.24694729
80998	1984	25.08097887
80995	1981	18.47487688
60041	2013	1015.0
60042	2014	1015.0
81018	2007	3260.000591
80821	2010	839.9982452
80820	2009	1970.001221
80808	1997	438.9643669
80806	1995	464.1318321
80805	1994	379.8041344
70021	2007	140.482734
80769	2008	630.0
80768	2008	630.0
80737	2000	300.0
80736	2006	300.0
80690	1996	300.0
80689	1996	300.0
80688	2006	300.0
80687	2006	300.0
80678	2005	320.0
80677	2005	320.0
80676	2005	320.0
80675	2005	320.0
80659	2008	600.0
80462	2008	600.0
80461	2008	600.0
80449	2008	660.0
80448	2008	660.0
80437	2007	630.0
80436	2007	630.0
80377	2001	350.0
80336	2008	630.0
80335	2008	630.0
80156	2008	660.0
80155	2008	660.0
80098	1996	300.0
80097	2005	300.0
80096	1999	300.0
80095	1998	300.0
80094	1986	320.0
80093	1986	320.0
80029	2007	630.0
80028	1992	630.0
80027	1989	630.0
80026	2007	640.0
80815	2004	79.99992371
80813	2002	404.0117264
80819	2008	99.99946594
80817	2006	439.9998856
80816	2005	570.0005722
80811	2000	359.9998474
80814	2003	327.4927139
80003	2011	1000.0
80804	1993	368.3638573
80802	1991	384.052515
80801	1990	319.6628094
80799	1988	330.1222324
80798	1987	209.8398209
80796	1985	199.7075081
80794	1983	94.13361549
80793	1982	71.90787792
80795	1984	73.2152462
80792	1981	53.93087864
80810	1999	360.0003242
80809	1998	274.9354362
80002	2006	640.0
80001	2006	640.0
70027	2000	58.1155037
80030	2007	630.0
80025	2007	640.0
80378	2001	350.0
81050	2010	220.0012207
81047	2007	1609.999657
81045	2005	1840.000153
81044	2004	1330.000401
81042	2002	1013.703823
81041	2001	924.5867729
81040	2000	329.9999237
81037	1997	195.1663494
81036	1996	231.3508987
81035	1995	206.3560486
81034	1994	168.8634157
81033	1993	163.7768745
81032	1992	178.1637669
81031	1991	170.7521677
81030	1990	142.124176
81029	1989	134.5672607
81028	1988	146.7744112
81027	1987	93.29611063
81026	1986	82.10641146
81025	1985	88.79125118
81023	1983	41.85241461
81022	1982	31.97067976
80397	2006	300.0
80396	2006	300.0
80256	1999	300.0
80255	1998	300.0
80254	2003	300.0
80253	2003	300.0
80040	2009	600.0
80039	2008	600.0
81024	1984	32.55194426
81021	1981	23.97805452
81048	2008	610.0000381
81046	2006	4110.000038
81043	2003	221.709156
81039	1999	30.00016212
81522	1994	284.5761776
81521	1993	276.0045528
81520	1992	300.2495766
81519	1991	287.7595425
81518	1990	239.5141125
81517	1989	226.7789841
81516	1988	247.3509312
81515	1987	157.2269201
81514	1986	138.369441
81513	1985	149.6351957
81511	1983	70.53160667
81510	1982	53.87842655
81532	2007	1239.99958
81531	2006	240.0004387
81529	2004	200.0001907
81528	2000	175.0003815
81527	1999	174.9999046
80706	2006	300.0
80705	2006	300.0
80395	2006	600.0
80394	1999	300.0
80393	2006	600.0
80392	2004	300.0
80391	2004	300.0
80390	2000	300.0
80330	2007	600.0
80329	2007	600.0
80035	2011	600.0
81534	2010	309.9994659
81533	2008	770.0004578
81530	2005	619.9998856
81526	1998	430.782795
81525	1997	328.9027214
81524	1996	389.8835182
81523	1995	347.7606773
81512	1984	54.85796928
81509	1981	40.40884972
80952	1998	259.8104477
80949	1995	209.7389698
80948	1994	171.6315746
80947	1993	166.4618254
80946	1992	181.0843945
80945	1991	173.5515594
80944	1990	144.4540024
80943	1989	136.7732286
80942	1988	149.1805315
80941	1987	94.82556581
80940	1986	83.45246315
80939	1985	90.24685621
80937	1983	42.53852367
80936	1982	32.4947834
80964	2010	1050.0
80963	2009	1350.000229
80961	2007	440.0003433
80960	2006	84.99977112
80959	2005	105.0000191
80955	2001	85.24460793
80654	1996	320.0
80653	1997	320.0
80652	2007	330.0
80651	2006	330.0
80547	2010	600.0
80546	2010	600.0
80545	2000	300.0
80544	2001	300.0
80543	2003	300.0
80542	2003	300.0
80203	2005	325.0
80202	2006	325.0
80154	2005	300.0
80153	2004	330.0
80106	2009	330.0
80105	2009	330.0
80104	2007	310.0
80103	2007	310.0
80746	1998	330.0
80962	2008	1139.99939
80956	2002	422.3763943
80953	1999	250.0
80938	1984	33.08558464
80935	1981	24.37108755
80747	1999	330.0
80745	1999	300.0
80744	1999	330.0
80743	2007	600.0
80742	2007	600.0
80635	2004	300.0
80634	2004	300.0
80617	2006	600.0
80616	2007	600.0
80454	2010	330.0
80406	2010	680.0
80405	2004	330.0
80404	2004	330.0
80238	1990	330.0
80237	1991	330.0
80236	1997	330.0
80235	1998	330.0
80054	2008	640.0
80053	2008	640.0
81192	2009	1460.000038
81188	2005	19.99950409
81186	2003	38.70391846
81185	2002	47.74665833
81184	2001	43.54953766
81183	2000	699.9998093
81179	1996	503.6625862
81178	1995	449.2473602
81177	1994	367.623806
81176	1993	356.5502167
81175	1992	387.8712654
81172	1989	292.9594517
81171	1988	319.535017
81170	1987	203.1104565
81169	1986	178.7496805
81168	1985	193.3028698
81166	1983	91.11475945
81165	1982	69.60177422
81167	1984	70.86718082
81164	1981	52.20127106
81174	1991	41.73604965
81193	2010	1469.999542
81189	2006	1490.000153
81187	2004	80.00015259
81180	1997	94.88622665
81454	1984	101.7115116
81451	1981	74.92160797
70020	2000	109.8955265
70019	2007	158.6822631
70008	2007	812.3203196
80741	2000	600.0
80740	2001	600.0
80668	2004	900.0
80667	2004	900.0
80666	1999	350.0
80665	1983	350.0
80664	1982	350.0
80563	1992	600.0
80562	1992	600.0
80561	2009	660.0
80560	2009	660.0
80081	1991	300.0
80080	1992	300.0
80079	2010	300.0
80078	2010	300.0
80077	1997	320.0
80076	1995	320.0
80075	1996	320.0
80074	1995	320.0
80073	2010	1000.0
80072	2010	1000.0
81477	2008	2630.001068
81476	2006	1420.000076
81475	2005	1099.999428
81473	2003	145.8835602
81472	2002	179.9688339
81468	1998	798.707962
81464	1994	527.6288986
81463	1993	511.7354393
81460	1990	444.0798759
81459	1989	420.4673767
81458	1988	458.6098194
81457	1987	291.5122509
81456	1986	256.5488815
81455	1985	277.4362564
81469	1999	185.0008011
81467	1997	289.8146439
81466	1996	402.8770256
81465	1995	4.777774811
81461	1991	233.5307121
70029	2000	60.94438498
80874	2009	140.0003433
80873	2008	289.9999619
80868	2003	38.70368004
80867	2002	47.74689674
80866	2001	43.54953766
80865	1998	257.2963238
80864	1997	196.4459419
80863	1996	232.8681946
80862	1995	207.709074
80861	1994	169.9705124
80860	1993	164.8509502
80859	1992	179.3320179
80852	1985	89.37352896
80850	1983	42.12683439
80849	1982	32.1803689
80247	2007	300.0
80246	2006	300.0
80032	2004	300.0
80031	2005	300.0
80858	1991	171.8719006
80857	1990	143.0561543
80856	1989	135.4496479
80855	1988	147.736907
80854	1987	93.9078331
80853	1986	82.64482021
80851	1984	32.76538849
80848	1981	24.13523197
80872	2007	479.999733
80871	2006	1550.000143
80870	2005	170.0000286
70050	2010	3561.643836
70049	2000	156.126855
70048	2000	140.951855
70047	2007	6324.200913
70046	2000	989.5269406
60105	2010	0.0
60104	2000	0.0
60103	2000	0.0
60102	2000	0.0
70036	2000	6.694906279
10881	2011	48.0
10866	2006	100.0
10865	2011	48.0
10850	2008	20.0
10849	2010	28.0
10848	2010	48.0
10846	2011	36.0
10842	2012	48.0
10841	2009	48.45
10839	2008	40.0
10836	2010	35.7
10835	2010	28.0
10834	2008	40.0
10833	2010	30.0
10832	2010	14.0
10831	2011	48.0
10830	2010	48.0
10827	2009	48.0
10822	2012	48.0
10819	2011	22.0
10818	2005	16.15
10794	2011	32.0
10757	2011	48.0
10746	2008	26.0
10744	2004	30.6
10731	2012	19.5
10730	2006	45.0
10726	2006	30.0
10723	2008	49.5
10719	2009	48.0
10543	2008	48.0
10793	2010	36.0
11235	2006	100.5
11019	2007	100.5
11010	2010	94.0
11000	2008	91.5
10974	2009	100.5
10970	2006	49.5
10968	2011	48.0
10967	2011	48.0
10965	2008	70.5
10957	2010	150.0
10955	2012	7.5
10954	2012	42.0
10953	2010	30.0
10952	2011	150.0
10951	2006	100.0
10938	2011	48.0
10926	2006	201.0
10924	2010	200.0
10915	2006	60.75
10880	2008	201.0
10861	2010	100.0
10904	2006	139.5
10772	2012	49.5
11302	2010	37.8
11301	2011	49.5
11300	2007	18.0
11299	2011	49.5
11298	2011	49.5
11297	2011	49.5
11296	2011	49.5
11295	2009	49.5
11294	2009	49.5
11293	2010	49.5
11292	2007	49.5
11291	2005	31.2
11290	2009	49.5
11289	2012	50.0
11288	2011	49.5
11314	2009	45.0
11313	2011	49.5
11312	2011	49.5
11311	2008	30.0
11310	2008	30.0
11309	2006	30.0
11308	2011	49.5
11307	2010	12.0
11306	2010	12.0
11305	2010	37.8
11304	2011	1.8
11303	2011	48.0
11287	2007	49.5
11286	2009	49.3
11285	2010	49.5
11284	2008	49.5
11283	2010	49.5
11282	2010	49.5
11281	2010	43.5
11280	2007	49.5
11279	2007	49.5
11278	2011	49.5
11277	2011	49.5
11276	2008	20.4
11275	2008	20.4
11274	2007	45.05
11273	2007	24.65
11272	2009	49.5
11271	2008	49.5
11270	2006	29.75
11269	2006	29.75
11268	2011	49.5
11267	2007	49.3
11266	2008	24.65
11265	2011	49.5
11264	2011	49.5
11263	2007	20.4
11262	2007	24.65
11261	2008	49.5
11260	2009	49.3
11259	2008	24.65
11258	2010	49.3
11257	2011	49.5
11256	2008	30.0
11255	2007	49.5
11254	2010	49.3
11253	2008	49.5
11252	2010	49.3
11251	2010	49.5
11250	2011	49.5
11249	2008	49.5
11248	2007	20.4
11247	2009	49.5
11246	2009	49.5
11245	2009	49.5
11244	2009	49.5
11243	2007	48.0
11242	2011	37.5
11241	2006	30.6
11240	2008	45.0
11239	2012	49.5
11238	2008	49.5
11237	2006	28.05
11236	2012	49.5
11234	2007	49.3
11233	2007	49.3
11231	2012	1.5
11230	2012	48.0
11229	2011	49.5
11228	2011	49.5
11227	2012	49.5
11226	2011	49.5
11221	2012	49.5
11220	2012	49.5
11219	2012	49.5
11216	2012	49.5
11215	2012	49.5
11214	2012	49.5
11213	2011	48.0
11212	2009	49.5
11211	2012	49.5
11210	2010	49.5
11209	2011	48.0
11205	2011	48.0
11203	2011	48.0
11202	2006	49.5
11191	2007	10.0
11190	2007	39.0
11141	2011	49.5
10975	2011	49.5
11318	2008	49.5
11317	2008	31.5
11316	2008	31.5
11315	2010	49.5
11103	2011	49.5
10530	2009	36.3
10523	2011	48.0
10519	2012	48.0
10512	2011	1.9
10511	2011	48.0
10504	2011	48.0
10443	2012	48.0
10428	2010	48.0
10755	2009	26.0
10732	2010	49.5
10728	2010	49.5
10727	2011	49.5
10725	2011	49.5
11064	2011	48.0
11063	2011	48.0
10971	2007	49.5
11223	2006	24.65
11201	2012	49.5
11200	2011	49.5
11199	2008	49.3
11198	2007	49.3
11197	2007	49.5
11193	2008	49.5
11192	2011	49.5
11187	2011	49.5
11184	2009	49.5
11183	2012	49.5
11181	2011	48.0
11179	2010	48.0
11178	2011	49.5
11174	2012	48.0
11152	2008	49.5
11151	2008	49.3
11147	2009	49.5
11146	2007	49.5
11145	2010	49.5
11144	2010	49.5
11142	2007	22.1
11139	2008	49.5
11095	2008	49.5
11093	2008	49.5
11092	2010	49.5
11088	2010	49.5
11087	2002	24.65
11086	2009	49.5
11084	2009	49.5
11083	2010	49.5
11070	2009	100.5
11067	2012	49.5
11053	2012	48.0
11050	2010	49.5
11046	2010	49.5
11035	2009	49.5
11033	2009	49.5
11032	2012	48.0
11026	2010	49.5
11025	2011	48.0
11024	2008	7.8
11023	2008	25.8
11004	2008	300.0
11003	2006	100.5
11002	2010	49.5
11001	2011	49.5
10999	2007	30.0
10998	2007	30.0
10995	2010	49.5
10993	2010	49.5
10992	2011	48.0
10991	2009	49.5
10990	2008	49.5
10987	2011	49.5
10986	2010	49.5
10984	2010	49.5
10982	2010	49.5
10979	2010	49.5
10977	2011	49.5
10976	2012	49.5
10969	2012	49.5
10966	2008	49.5
10964	2011	49.5
10963	2008	48.0
10961	2010	48.6
10959	2011	49.5
10958	2012	48.0
10947	2011	49.5
10946	2012	49.5
10945	2010	30.0
10939	2011	48.0
10922	2007	49.5
10920	2011	49.5
10918	2007	49.5
10907	2012	48.0
10905	2011	49.5
10903	2011	49.5
10902	2009	30.0
10901	2006	49.5
10900	2007	49.5
10872	2010	49.3
10868	2010	49.5
10863	2011	48.0
10862	2010	49.5
10859	2011	48.3
10857	2011	49.5
10856	2012	49.5
11320	2011	49.5
11195	2008	49.5
10932	2010	49.5
11130	2006	20.4
11125	2007	49.5
11124	2009	49.3
11123	2010	48.0
11122	2011	49.5
11119	2012	49.5
11117	2010	49.5
11116	2010	49.5
11114	2009	49.5
11107	2012	49.5
11105	2009	49.5
11104	2010	49.5
11100	2010	49.5
11099	2010	49.5
11098	2002	24.65
11096	2009	49.5
10498	2012	49.5
10468	2010	49.3
10425	2010	5.4
10713	2011	21.0
10712	2011	19.5
10711	2011	30.0
10710	2005	45.05
10709	2009	15.0
10708	2007	23.25
10704	2011	49.5
10703	2011	28.5
10697	2008	49.5
10695	2004	100.2
10694	2008	49.5
10693	2008	49.5
10688	2010	49.3
10686	2009	46.0
10682	2006	30.6
10673	2008	48.0
10639	2012	49.5
10631	2011	49.5
10542	2006	15.75
10537	2009	49.5
10529	2008	48.45
10528	2008	36.55
10526	2011	29.75
10524	2010	39.95
10518	2010	47.6
10515	2011	1.8
10514	2011	48.0
10513	2010	42.75
10506	2010	35.7
10492	2011	49.5
10491	2011	49.5
10472	2011	47.6
10467	2010	49.3
10464	2008	49.5
10458	2011	49.5
10455	2011	49.5
10453	2011	49.5
10445	2011	49.5
10442	2007	49.5
10440	2012	1.5
10439	2012	48.0
10436	2010	49.5
10434	2010	49.5
10433	2011	1.5
10432	2011	48.0
10430	2012	1.5
10429	2012	48.0
10424	2010	44.0
10448	2010	32.3
10444	2010	34.85
10263	2011	49.0
10262	2012	49.5
10393	2012	49.5
10392	2011	49.5
10391	2011	49.5
10390	2011	2.5
10389	2011	47.0
10388	2012	49.98
10387	2011	2.5
10386	2011	47.0
10385	2010	45.0
10384	2012	44.0
10383	2012	44.0
10382	2012	5.4
10381	2012	44.0
10380	2011	49.5
10379	2011	5.4
10378	2011	44.0
10377	2011	5.4
10376	2011	44.0
10375	2009	45.0
10374	2012	5.4
10373	2012	44.0
10372	2012	50.0
10371	2010	44.0
10370	2010	49.5
10369	2011	5.4
10368	2011	44.0
10367	2010	44.0
10364	2011	5.4
10363	2011	44.0
10359	2010	44.0
10358	2010	57.6
10357	2010	44.0
10356	2012	5.4
10355	2012	44.0
10354	2012	5.4
10353	2012	44.0
10351	2004	71.4
10349	2004	40.5
10347	2011	49.5
10345	2008	45.0
10344	2007	45.0
10342	2010	49.5
10341	2011	49.5
10340	2009	12.32
10339	2012	49.5
10338	2011	48.0
10337	2011	1.5
10336	2011	49.5
10335	2010	49.5
10334	2012	48.0
10333	2010	30.0
10332	2010	19.5
10331	2012	49.5
10330	2008	45.0
10329	2007	45.0
10328	2010	49.5
10327	2011	48.0
10326	2011	48.0
10325	2010	25.5
10324	2010	24.0
10323	2011	50.0
10322	2011	49.5
10321	2011	49.5
10320	2011	49.5
10319	2009	18.0
10318	2009	31.5
10317	2012	49.5
10316	2012	50.0
10315	2011	49.5
10314	2012	49.5
10313	2011	49.5
10311	2011	49.5
10310	2011	49.5
10309	2012	49.5
10308	2011	49.5
10306	2011	49.5
10305	2011	49.5
10304	2012	49.5
10303	2012	49.5
10302	2012	49.5
10301	2012	49.5
10300	2012	49.5
10299	2012	49.5
10298	2013	49.5
10297	2009	45.0
10296	2011	49.5
10295	2011	49.5
10294	2006	49.5
10293	2010	49.5
10292	2011	49.5
10291	2011	49.5
10290	2010	49.5
10289	2010	49.5
10288	2011	49.5
10287	2011	49.5
10284	2006	49.5
10283	2011	49.5
10282	2012	48.0
10281	2012	49.5
10280	2009	40.5
10279	2012	49.5
10278	2005	50.25
10277	2012	27.5
10276	2012	22.0
10275	2012	49.5
10274	2007	30.0
10272	2008	40.5
10271	2002	30.6
10270	2011	49.5
10269	2012	49.5
10268	2012	49.5
10267	2010	49.5
10266	2011	49.5
10265	2012	49.5
10264	2011	49.5
10261	2012	49.5
10260	2011	49.0
10259	2011	49.5
10258	2011	49.5
10257	2011	48.0
10256	2010	49.5
10255	2011	48.0
10254	2012	49.5
10253	2012	49.5
10312	2010	49.5
10161	2012	24.0
10160	2012	49.5
10157	2012	25.5
10155	2011	49.5
10124	2012	49.5
10110	2011	49.5
10078	2011	49.5
10668	2009	85.5
10657	2006	49.5
10655	2008	15.0
10661	2010	49.5
10053	2010	49.5
10052	2009	49.5
10051	2010	49.5
10077	2011	49.5
10076	2012	49.5
10096	2012	48.0
10094	2012	200.0
10019	2010	49.5
10014	2010	49.5
10013	2012	49.5
10012	2007	49.5
10011	2011	49.5
10010	2011	49.5
10009	2011	49.5
10008	2012	49.5
10007	2010	49.5
10006	2010	49.5
10005	2010	49.5
10004	2009	49.5
10003	2011	49.5
10001	2007	40.5
10107	2012	201.0
10099	2012	201.0
10098	2012	49.5
10097	2012	200.0
10093	2012	201.0
10091	2012	200.0
10087	2009	49.5
10086	2010	49.5
10085	2012	49.5
10084	2013	49.5
10083	2013	49.5
10082	2012	49.5
10081	2013	49.5
10080	2011	49.5
10079	2012	49.5
10075	2012	49.5
10074	2012	49.5
10073	2012	49.5
10072	2012	49.5
10071	2012	49.5
10070	2012	49.5
10069	2012	49.5
10068	2012	49.5
10067	2010	49.5
10066	2011	49.5
10065	2011	49.5
10043	2012	12.0
10042	2012	37.5
10040	2012	49.5
10039	2011	49.5
10037	2010	1.5
10036	2010	48.0
10035	2012	1.5
10034	2012	48.0
10033	2006	30.0
10032	2011	49.5
10031	2008	49.5
10030	2008	49.5
10029	2006	30.0
10028	2006	22.5
10027	2006	7.5
10026	2007	49.5
10025	2010	49.5
10024	2007	40.5
10023	2004	30.0
10022	2011	49.5
10021	2010	49.5
10020	2013	49.5
10018	2012	49.5
10017	2008	49.5
10016	2012	49.5
10015	2011	49.5
10095	2010	500.0
10049	2010	49.5
10041	2010	49.5
10064	2012	49.5
10063	2012	2.0
10062	2012	48.0
10061	2008	49.5
10060	2009	49.5
10059	2007	40.5
10058	2012	49.5
10057	2011	49.5
10056	2012	49.5
10055	2011	49.5
10054	2008	49.5
10050	2007	9.0
10048	2012	49.5
10047	2011	49.5
10046	2011	30.0
10045	2011	19.5
10044	2011	49.5
10092	2012	50.0
11047	2005	40.8
11030	2011	25.5
11029	2010	12.0
11028	2011	30.0
11021	2011	30.0
11020	2009	45.0
11008	2009	25.5
11005	2012	25.5
10989	2012	49.5
10988	2007	40.0
10973	2006	49.5
10948	2008	10.92
10941	2010	45.0
10906	2008	16.0
10899	2008	14.04
10895	2009	15.0
10462	2007	13.5
11065	2007	49.5
11062	2012	49.5
11061	2011	49.5
11060	2011	49.5
11059	2011	49.5
11160	2011	48.0
11118	2008	49.5
11232	2011	49.5
11225	2012	49.5
11224	2012	49.5
11222	2009	49.5
11218	2012	49.5
11217	2011	49.5
11208	2012	49.5
11207	2011	49.5
11206	2011	49.5
11204	2011	30.0
11196	2011	49.5
11194	2012	48.0
11189	2012	49.5
11188	2010	49.5
11186	2009	49.5
11185	2011	48.0
11182	2007	49.5
11180	2008	49.5
11177	2007	49.5
11176	2012	1.5
11175	2012	48.0
11173	2009	49.5
11172	2012	1.5
11171	2012	48.0
11170	2012	49.5
11169	2012	1.5
11168	2012	48.0
11167	2012	48.0
11166	2012	48.0
11165	2011	49.5
11164	2009	49.5
11163	2006	49.3
11162	2009	48.0
11161	2011	49.5
11159	2009	49.5
11158	2012	48.0
11157	2009	49.5
11156	2011	49.5
11155	2012	1.5
11154	2012	48.0
11153	2007	49.5
11150	2008	49.5
11149	2008	49.5
11148	2009	49.5
11143	2008	49.5
11140	2008	49.5
11138	2011	49.5
11137	2009	48.0
11136	2005	9.35
11135	2010	49.5
11134	2012	48.0
11133	2012	48.0
11094	2011	49.5
11091	2007	100.5
11090	2008	49.3
11089	2007	100.3
11085	2011	49.5
11082	2011	49.5
11081	2011	49.5
11079	2012	48.0
11076	2011	49.5
11072	2011	49.5
11071	2011	49.5
11069	2004	49.3
11066	2009	15.0
11058	2012	49.5
11057	2011	49.5
11056	2011	49.5
11055	2011	49.5
11054	2006	100.3
11051	2012	49.5
11048	2012	48.0
11045	2012	48.0
11040	2008	100.5
11039	2011	49.5
10913	2011	49.5
10893	2006	30.0
10892	2010	49.5
11319	2011	49.5
11132	2011	49.5
11131	2009	49.5
11129	2012	1.5
11128	2012	48.0
11127	2011	49.5
11126	2012	48.0
11121	2009	49.5
11120	2009	49.5
11115	2011	49.5
11113	2010	49.5
11112	2007	49.5
11111	2010	49.5
11110	2008	49.5
11109	2012	49.5
11108	2005	49.5
11106	2011	49.5
11102	2004	49.3
11101	2008	57.04
11097	2008	400.5
10179	2011	49.5
10224	2011	49.5
10223	2011	40.5
10222	2012	49.5
10221	2011	49.5
10220	2010	49.5
10219	2010	49.5
10218	2012	48.0
10217	2009	49.5
10216	2011	31.5
10215	2012	49.5
10214	2012	49.5
10213	2011	49.5
10212	2012	49.5
10211	2011	49.5
10210	2012	49.5
10208	2011	48.0
10207	2011	1.5
10206	2011	33.0
10205	2011	40.5
10204	2011	48.0
10203	2012	46.5
10194	2011	49.5
10193	2012	49.5
10191	2012	49.5
10190	2011	49.5
10189	2011	49.5
10188	2011	49.5
10187	2012	49.5
10186	2011	49.5
10182	2012	49.5
10181	2011	49.5
10178	2007	48.0
10177	2008	30.75
10176	2010	15.0
10175	2011	39.0
10174	2010	49.5
10173	2009	49.5
10172	2012	49.5
10171	2011	49.5
10170	2010	40.5
10169	2012	49.5
10168	2012	33.0
10167	2012	49.5
10166	2011	48.75
10165	2009	48.75
10164	2011	48.75
10163	2012	49.5
10162	2012	49.5
10159	2012	49.5
10158	2012	49.5
10184	2010	49.5
10180	2012	49.5
10410	2011	48.0
10409	2009	49.5
10446	2008	49.5
10423	2012	6.0
10419	2008	49.5
10418	2011	49.5
10408	2008	48.0
10681	2007	30.0
10679	2008	28.75
10677	2012	21.0
10676	2009	19.5
10675	2010	49.5
10441	2012	49.5
10435	2011	48.0
10416	2012	49.5
10415	2012	49.5
10414	2010	49.5
10413	2011	1.5
10412	2011	48.0
10406	2009	47.5
10405	2010	49.5
10404	2012	48.0
10403	2011	49.5
10402	2012	49.5
10401	2012	49.5
10400	2010	49.5
10399	2011	49.5
10398	2012	9.0
10397	2011	9.0
10395	2010	49.5
10394	2011	49.5
10365	2012	49.5
10362	2012	49.5
10644	2010	20.4
10640	2010	29.75
10598	2011	34.85
10549	2010	20.4
10541	2011	44.0
10539	2012	34.0
10538	2011	5.4
10536	2010	46.0
10533	2007	23.25
10532	2011	30.0
10466	2010	30.0
10465	2010	15.0
10463	2010	18.0
10461	2010	12.0
10460	2011	14.0
10459	2011	33.0
10452	2007	25.5
10802	2011	1.5
10716	2011	49.5
10627	2010	100.5
11075	2010	300.0
10637	2009	21.0
10962	2012	48.0
10937	2012	49.5
10829	2008	49.5
10828	2012	48.0
10801	2011	48.0
10753	2007	49.5
10752	2009	49.5
10751	2010	49.5
10749	2009	49.5
10748	2012	2.0
10747	2012	46.0
10745	2012	150.0
10743	2006	49.5
10742	2012	49.5
10741	2009	49.5
10740	2007	49.5
10739	2007	49.5
10738	2010	49.5
10737	2012	49.5
10736	2009	49.5
10735	2007	49.5
10734	2009	49.5
10733	2008	49.5
10722	2009	49.5
10721	2008	48.0
10720	2009	49.5
10718	2008	49.5
10717	2007	45.0
10715	2011	150.0
10714	2011	49.5
10707	2012	199.5
10706	2011	49.5
10705	2009	49.5
10701	2009	150.0
10687	2011	150.0
10685	2009	49.5
10683	2009	48.0
10680	2008	48.0
10674	2012	100.0
10672	2012	49.5
10671	2009	48.75
10670	2011	48.75
10669	2011	49.5
10667	2012	49.5
10666	2009	49.5
10665	2009	49.5
10664	2007	30.6
10663	2010	49.5
10662	2011	49.5
10660	2012	100.5
10659	2011	12.75
10658	2011	36.0
10656	2012	49.5
10654	2007	100.5
10653	2011	49.5
10652	2010	49.5
10651	2008	199.5
10650	2011	49.5
10649	2007	49.3
10648	2010	49.3
10647	2009	49.5
10646	2010	49.5
10645	2008	49.3
10643	2009	49.5
10642	2009	49.5
10641	2011	49.5
10638	2011	49.5
10636	2009	28.5
10635	2011	49.5
10634	2011	49.5
10633	2012	49.5
10632	2011	49.5
10630	2009	40.5
10629	2010	49.5
10628	2011	49.5
10626	2010	49.5
10625	2006	36.0
10624	2009	100.5
10623	2007	36.0
10622	2011	49.5
10621	2009	49.5
10620	2009	49.5
10619	2009	49.5
10618	2011	48.0
10617	2012	102.0
10616	2010	49.5
10614	2011	48.0
10613	2010	49.5
10612	2008	49.5
10611	2009	49.3
10610	2008	100.5
10609	2008	49.5
10608	2004	45.0
10607	2007	49.5
10606	2010	49.5
10605	2009	49.5
10604	2011	49.5
10603	2010	49.5
10602	2008	49.5
10601	2008	49.5
10600	2007	29.6
10599	2008	100.5
10595	2011	49.5
10594	2010	48.0
10593	2010	48.0
10592	2010	1.5
10591	2008	49.5
10590	2007	79.5
10589	2007	80.0
10588	2007	40.5
10587	2007	49.5
10586	2009	25.5
10585	2011	49.5
10583	2010	49.5
10582	2009	49.5
10581	2011	49.5
10580	2010	49.5
10579	2012	49.5
10577	2006	49.5
10576	2008	49.5
10575	2007	49.5
10574	2010	49.5
10573	2008	150.0
10572	2011	49.5
10570	2011	49.5
10569	2011	49.5
10567	2011	49.5
10566	2009	49.5
10565	2010	49.5
10564	2012	48.0
10563	2011	49.5
10562	2008	199.5
10561	2009	1.5
10560	2009	48.0
10555	2012	100.5
10553	2012	49.5
10350	2007	49.5
10888	2011	49.5
10760	2007	48.0
11078	2006	15.0
11077	2005	69.0
11074	2009	49.5
11073	2010	48.0
11031	2010	49.5
10897	2010	48.0
