GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om	gen_storage_energy_overnight_cost
468	2026	1200000.0	24000.0	.
468	2031	1200000.0	24000.0	.
468	2036	1200000.0	24000.0	.
469	2016	1359755.8	27195.2	.
469	2021	1200000.0	24000.0	.
469	2026	1200000.0	24000.0	.
469	2031	1200000.0	24000.0	.
469	2036	1200000.0	24000.0	.
470	2016	1359755.8	27195.2	.
470	2021	1200000.0	24000.0	.
470	2026	1200000.0	24000.0	.
470	2031	1200000.0	24000.0	.
470	2036	1200000.0	24000.0	.
471	2016	1359755.8	27195.2	.
471	2021	1200000.0	24000.0	.
471	2026	1200000.0	24000.0	.
471	2031	1200000.0	24000.0	.
471	2036	1200000.0	24000.0	.
472	2016	1359755.8	27195.2	.
472	2021	1200000.0	24000.0	.
472	2026	1200000.0	24000.0	.
472	2031	1200000.0	24000.0	.
472	2036	1200000.0	24000.0	.
473	2016	1359755.8	27195.2	.
473	2021	1200000.0	24000.0	.
473	2026	1200000.0	24000.0	.
473	2031	1200000.0	24000.0	.
473	2036	1200000.0	24000.0	.
474	2016	1359755.8	27195.2	.
474	2021	1200000.0	24000.0	.
474	2026	1200000.0	24000.0	.
474	2031	1200000.0	24000.0	.
474	2036	1200000.0	24000.0	.
475	2016	1359755.8	27195.2	.
475	2021	1200000.0	24000.0	.
475	2026	1200000.0	24000.0	.
475	2031	1200000.0	24000.0	.
475	2036	1200000.0	24000.0	.
476	2016	1359755.8	27195.2	.
476	2021	1200000.0	24000.0	.
476	2026	1200000.0	24000.0	.
476	2031	1200000.0	24000.0	.
476	2036	1200000.0	24000.0	.
477	2016	1359755.8	27195.2	.
477	2021	1200000.0	24000.0	.
477	2026	1200000.0	24000.0	.
477	2031	1200000.0	24000.0	.
477	2036	1200000.0	24000.0	.
478	2016	1359755.8	27195.2	.
478	2021	1200000.0	24000.0	.
478	2026	1200000.0	24000.0	.
478	2031	1200000.0	24000.0	.
478	2036	1200000.0	24000.0	.
479	2016	1359755.8	27195.2	.
479	2021	1200000.0	24000.0	.
479	2026	1200000.0	24000.0	.
479	2031	1200000.0	24000.0	.
479	2036	1200000.0	24000.0	.
480	2016	1359755.8	27195.2	.
480	2021	1200000.0	24000.0	.
480	2026	1200000.0	24000.0	.
480	2031	1200000.0	24000.0	.
480	2036	1200000.0	24000.0	.
481	2016	1359755.8	27195.2	.
481	2021	1200000.0	24000.0	.
481	2026	1200000.0	24000.0	.
481	2031	1200000.0	24000.0	.
481	2036	1200000.0	24000.0	.
482	2016	1359755.8	27195.2	.
482	2021	1200000.0	24000.0	.
482	2026	1200000.0	24000.0	.
482	2031	1200000.0	24000.0	.
482	2036	1200000.0	24000.0	.
483	2016	1359755.8	27195.2	.
483	2021	1200000.0	24000.0	.
483	2026	1200000.0	24000.0	.
483	2031	1200000.0	24000.0	.
483	2036	1200000.0	24000.0	.
484	2016	1359755.8	27195.2	.
484	2021	1200000.0	24000.0	.
484	2026	1200000.0	24000.0	.
484	2031	1200000.0	24000.0	.
484	2036	1200000.0	24000.0	.
485	2016	1359755.8	27195.2	.
485	2021	1200000.0	24000.0	.
485	2026	1200000.0	24000.0	.
485	2031	1200000.0	24000.0	.
485	2036	1200000.0	24000.0	.
486	2016	1359755.8	27195.2	.
486	2021	1200000.0	24000.0	.
486	2026	1200000.0	24000.0	.
486	2031	1200000.0	24000.0	.
486	2036	1200000.0	24000.0	.
487	2016	1359755.8	27195.2	.
487	2021	1200000.0	24000.0	.
487	2026	1200000.0	24000.0	.
487	2031	1200000.0	24000.0	.
487	2036	1200000.0	24000.0	.
488	2016	1359755.8	27195.2	.
488	2021	1200000.0	24000.0	.
488	2026	1200000.0	24000.0	.
488	2031	1200000.0	24000.0	.
488	2036	1200000.0	24000.0	.
489	2016	1359755.8	27195.2	.
489	2021	1200000.0	24000.0	.
489	2026	1200000.0	24000.0	.
489	2031	1200000.0	24000.0	.
489	2036	1200000.0	24000.0	.
490	2016	1359755.8	27195.2	.
490	2021	1200000.0	24000.0	.
490	2026	1200000.0	24000.0	.
490	2031	1200000.0	24000.0	.
490	2036	1200000.0	24000.0	.
491	2016	1359755.8	27195.2	.
491	2021	1200000.0	24000.0	.
491	2026	1200000.0	24000.0	.
491	2031	1200000.0	24000.0	.
491	2036	1200000.0	24000.0	.
492	2016	1359755.8	27195.2	.
492	2021	1200000.0	24000.0	.
492	2026	1200000.0	24000.0	.
492	2031	1200000.0	24000.0	.
492	2036	1200000.0	24000.0	.
493	2016	1359755.8	27195.2	.
493	2021	1200000.0	24000.0	.
493	2026	1200000.0	24000.0	.
493	2031	1200000.0	24000.0	.
493	2036	1200000.0	24000.0	.
494	2016	1359755.8	27195.2	.
494	2021	1200000.0	24000.0	.
494	2026	1200000.0	24000.0	.
494	2031	1200000.0	24000.0	.
494	2036	1200000.0	24000.0	.
495	2016	1359755.8	27195.2	.
495	2021	1200000.0	24000.0	.
495	2026	1200000.0	24000.0	.
495	2031	1200000.0	24000.0	.
495	2036	1200000.0	24000.0	.
496	2016	1359755.8	27195.2	.
496	2021	1200000.0	24000.0	.
496	2026	1200000.0	24000.0	.
496	2031	1200000.0	24000.0	.
496	2036	1200000.0	24000.0	.
497	2016	1359755.8	27195.2	.
497	2021	1200000.0	24000.0	.
497	2026	1200000.0	24000.0	.
497	2031	1200000.0	24000.0	.
497	2036	1200000.0	24000.0	.
498	2016	1359755.8	27195.2	.
498	2021	1200000.0	24000.0	.
498	2026	1200000.0	24000.0	.
498	2031	1200000.0	24000.0	.
498	2036	1200000.0	24000.0	.
499	2016	1359755.8	27195.2	.
499	2021	1200000.0	24000.0	.
499	2026	1200000.0	24000.0	.
499	2031	1200000.0	24000.0	.
499	2036	1200000.0	24000.0	.
500	2016	1359755.8	27195.2	.
500	2021	1200000.0	24000.0	.
500	2026	1200000.0	24000.0	.
500	2031	1200000.0	24000.0	.
500	2036	1200000.0	24000.0	.
501	2016	1359755.8	27195.2	.
501	2021	1200000.0	24000.0	.
501	2026	1200000.0	24000.0	.
501	2031	1200000.0	24000.0	.
501	2036	1200000.0	24000.0	.
502	2016	1359755.8	27195.2	.
502	2021	1200000.0	24000.0	.
502	2026	1200000.0	24000.0	.
502	2031	1200000.0	24000.0	.
502	2036	1200000.0	24000.0	.
503	2016	1359755.8	27195.2	.
503	2021	1200000.0	24000.0	.
503	2026	1200000.0	24000.0	.
503	2031	1200000.0	24000.0	.
503	2036	1200000.0	24000.0	.
504	2016	1359755.8	27195.2	.
504	2021	1200000.0	24000.0	.
504	2026	1200000.0	24000.0	.
504	2031	1200000.0	24000.0	.
504	2036	1200000.0	24000.0	.
505	2016	1359755.8	27195.2	.
505	2021	1200000.0	24000.0	.
505	2026	1200000.0	24000.0	.
505	2031	1200000.0	24000.0	.
505	2036	1200000.0	24000.0	.
506	2016	1359755.8	27195.2	.
506	2021	1200000.0	24000.0	.
506	2026	1200000.0	24000.0	.
506	2031	1200000.0	24000.0	.
506	2036	1200000.0	24000.0	.
507	2016	1359755.8	27195.2	.
507	2021	1200000.0	24000.0	.
507	2026	1200000.0	24000.0	.
507	2031	1200000.0	24000.0	.
507	2036	1200000.0	24000.0	.
508	2016	1359755.8	27195.2	.
508	2021	1200000.0	24000.0	.
508	2026	1200000.0	24000.0	.
508	2031	1200000.0	24000.0	.
508	2036	1200000.0	24000.0	.
509	2016	1359755.8	27195.2	.
509	2021	1200000.0	24000.0	.
509	2026	1200000.0	24000.0	.
509	2031	1200000.0	24000.0	.
509	2036	1200000.0	24000.0	.
510	2016	1359755.8	27195.2	.
510	2021	1200000.0	24000.0	.
510	2026	1200000.0	24000.0	.
510	2031	1200000.0	24000.0	.
510	2036	1200000.0	24000.0	.
511	2016	1359755.8	27195.2	.
511	2021	1200000.0	24000.0	.
511	2026	1200000.0	24000.0	.
511	2031	1200000.0	24000.0	.
511	2036	1200000.0	24000.0	.
512	2016	1359755.8	27195.2	.
512	2021	1200000.0	24000.0	.
512	2026	1200000.0	24000.0	.
512	2031	1200000.0	24000.0	.
512	2036	1200000.0	24000.0	.
513	2016	1359755.8	27195.2	.
513	2021	1200000.0	24000.0	.
513	2026	1200000.0	24000.0	.
513	2031	1200000.0	24000.0	.
513	2036	1200000.0	24000.0	.
514	2016	1359755.8	27195.2	.
514	2021	1200000.0	24000.0	.
514	2026	1200000.0	24000.0	.
514	2031	1200000.0	24000.0	.
514	2036	1200000.0	24000.0	.
515	2016	1359755.8	27195.2	.
515	2021	1200000.0	24000.0	.
515	2026	1200000.0	24000.0	.
515	2031	1200000.0	24000.0	.
515	2036	1200000.0	24000.0	.
516	2016	1359755.8	27195.2	.
516	2021	1200000.0	24000.0	.
516	2026	1200000.0	24000.0	.
516	2031	1200000.0	24000.0	.
516	2036	1200000.0	24000.0	.
517	2016	1359755.8	27195.2	.
517	2021	1200000.0	24000.0	.
517	2026	1200000.0	24000.0	.
517	2031	1200000.0	24000.0	.
517	2036	1200000.0	24000.0	.
518	2016	1359755.8	27195.2	.
518	2021	1200000.0	24000.0	.
518	2026	1200000.0	24000.0	.
518	2031	1200000.0	24000.0	.
518	2036	1200000.0	24000.0	.
519	2016	1359755.8	27195.2	.
519	2021	1200000.0	24000.0	.
519	2026	1200000.0	24000.0	.
519	2031	1200000.0	24000.0	.
519	2036	1200000.0	24000.0	.
520	2016	1359755.8	27195.2	.
520	2021	1200000.0	24000.0	.
520	2026	1200000.0	24000.0	.
520	2031	1200000.0	24000.0	.
520	2036	1200000.0	24000.0	.
521	2016	1359755.8	27195.2	.
521	2021	1200000.0	24000.0	.
521	2026	1200000.0	24000.0	.
521	2031	1200000.0	24000.0	.
521	2036	1200000.0	24000.0	.
522	2016	1359755.8	27195.2	.
522	2021	1200000.0	24000.0	.
522	2026	1200000.0	24000.0	.
522	2031	1200000.0	24000.0	.
522	2036	1200000.0	24000.0	.
523	2016	1359755.8	27195.2	.
523	2021	1200000.0	24000.0	.
523	2026	1200000.0	24000.0	.
523	2031	1200000.0	24000.0	.
523	2036	1200000.0	24000.0	.
524	2016	1359755.8	27195.2	.
524	2021	1200000.0	24000.0	.
524	2026	1200000.0	24000.0	.
524	2031	1200000.0	24000.0	.
524	2036	1200000.0	24000.0	.
525	2016	1359755.8	27195.2	.
525	2021	1200000.0	24000.0	.
525	2026	1200000.0	24000.0	.
525	2031	1200000.0	24000.0	.
525	2036	1200000.0	24000.0	.
526	2016	1359755.8	27195.2	.
526	2021	1200000.0	24000.0	.
526	2026	1200000.0	24000.0	.
526	2031	1200000.0	24000.0	.
526	2036	1200000.0	24000.0	.
527	2016	1359755.8	27195.2	.
527	2021	1200000.0	24000.0	.
527	2026	1200000.0	24000.0	.
527	2031	1200000.0	24000.0	.
527	2036	1200000.0	24000.0	.
528	2016	1359755.8	27195.2	.
528	2021	1200000.0	24000.0	.
528	2026	1200000.0	24000.0	.
528	2031	1200000.0	24000.0	.
528	2036	1200000.0	24000.0	.
529	2016	1359755.8	27195.2	.
529	2021	1200000.0	24000.0	.
529	2026	1200000.0	24000.0	.
529	2031	1200000.0	24000.0	.
529	2036	1200000.0	24000.0	.
530	2016	1359755.8	27195.2	.
530	2021	1200000.0	24000.0	.
530	2026	1200000.0	24000.0	.
530	2031	1200000.0	24000.0	.
530	2036	1200000.0	24000.0	.
531	2016	1359755.8	27195.2	.
531	2021	1200000.0	24000.0	.
531	2026	1200000.0	24000.0	.
531	2031	1200000.0	24000.0	.
531	2036	1200000.0	24000.0	.
532	2016	1359755.8	27195.2	.
532	2021	1200000.0	24000.0	.
532	2026	1200000.0	24000.0	.
532	2031	1200000.0	24000.0	.
532	2036	1200000.0	24000.0	.
533	2016	1359755.8	27195.2	.
533	2021	1200000.0	24000.0	.
533	2026	1200000.0	24000.0	.
533	2031	1200000.0	24000.0	.
533	2036	1200000.0	24000.0	.
534	2016	1359755.8	27195.2	.
534	2021	1200000.0	24000.0	.
534	2026	1200000.0	24000.0	.
534	2031	1200000.0	24000.0	.
534	2036	1200000.0	24000.0	.
535	2016	1359755.8	27195.2	.
535	2021	1200000.0	24000.0	.
535	2026	1200000.0	24000.0	.
535	2031	1200000.0	24000.0	.
535	2036	1200000.0	24000.0	.
536	2016	1359755.8	27195.2	.
536	2021	1200000.0	24000.0	.
536	2026	1200000.0	24000.0	.
536	2031	1200000.0	24000.0	.
536	2036	1200000.0	24000.0	.
537	2016	1359755.8	27195.2	.
537	2021	1200000.0	24000.0	.
537	2026	1200000.0	24000.0	.
537	2031	1200000.0	24000.0	.
537	2036	1200000.0	24000.0	.
538	2016	1359755.8	27195.2	.
538	2021	1200000.0	24000.0	.
538	2026	1200000.0	24000.0	.
538	2031	1200000.0	24000.0	.
538	2036	1200000.0	24000.0	.
539	2016	1359755.8	27195.2	.
539	2021	1200000.0	24000.0	.
539	2026	1200000.0	24000.0	.
539	2031	1200000.0	24000.0	.
539	2036	1200000.0	24000.0	.
540	2016	1359755.8	27195.2	.
540	2021	1200000.0	24000.0	.
540	2026	1200000.0	24000.0	.
540	2031	1200000.0	24000.0	.
540	2036	1200000.0	24000.0	.
541	2016	1359755.8	27195.2	.
541	2021	1200000.0	24000.0	.
541	2026	1200000.0	24000.0	.
541	2031	1200000.0	24000.0	.
541	2036	1200000.0	24000.0	.
542	2016	1359755.8	27195.2	.
542	2021	1200000.0	24000.0	.
542	2026	1200000.0	24000.0	.
542	2031	1200000.0	24000.0	.
542	2036	1200000.0	24000.0	.
543	2016	1359755.8	27195.2	.
543	2021	1200000.0	24000.0	.
543	2026	1200000.0	24000.0	.
543	2031	1200000.0	24000.0	.
543	2036	1200000.0	24000.0	.
544	2016	1359755.8	27195.2	.
544	2021	1200000.0	24000.0	.
544	2026	1200000.0	24000.0	.
544	2031	1200000.0	24000.0	.
544	2036	1200000.0	24000.0	.
545	2016	1359755.8	27195.2	.
545	2021	1200000.0	24000.0	.
545	2026	1200000.0	24000.0	.
545	2031	1200000.0	24000.0	.
545	2036	1200000.0	24000.0	.
546	2016	1359755.8	27195.2	.
546	2021	1200000.0	24000.0	.
546	2026	1200000.0	24000.0	.
546	2031	1200000.0	24000.0	.
546	2036	1200000.0	24000.0	.
547	2016	1359755.8	27195.2	.
547	2021	1200000.0	24000.0	.
547	2026	1200000.0	24000.0	.
547	2031	1200000.0	24000.0	.
547	2036	1200000.0	24000.0	.
548	2016	1359755.8	27195.2	.
548	2021	1200000.0	24000.0	.
548	2026	1200000.0	24000.0	.
548	2031	1200000.0	24000.0	.
548	2036	1200000.0	24000.0	.
549	2016	1359755.8	27195.2	.
549	2021	1200000.0	24000.0	.
549	2026	1200000.0	24000.0	.
549	2031	1200000.0	24000.0	.
549	2036	1200000.0	24000.0	.
550	2016	1359755.8	27195.2	.
550	2021	1200000.0	24000.0	.
550	2026	1200000.0	24000.0	.
550	2031	1200000.0	24000.0	.
550	2036	1200000.0	24000.0	.
551	2016	1359755.8	27195.2	.
551	2021	1200000.0	24000.0	.
551	2026	1200000.0	24000.0	.
551	2031	1200000.0	24000.0	.
551	2036	1200000.0	24000.0	.
552	2016	1359755.8	27195.2	.
552	2021	1200000.0	24000.0	.
552	2026	1200000.0	24000.0	.
552	2031	1200000.0	24000.0	.
552	2036	1200000.0	24000.0	.
553	2016	1359755.8	27195.2	.
553	2021	1200000.0	24000.0	.
553	2026	1200000.0	24000.0	.
553	2031	1200000.0	24000.0	.
553	2036	1200000.0	24000.0	.
554	2016	1359755.8	27195.2	.
554	2021	1200000.0	24000.0	.
554	2026	1200000.0	24000.0	.
554	2031	1200000.0	24000.0	.
554	2036	1200000.0	24000.0	.
555	2016	1359755.8	27195.2	.
555	2021	1200000.0	24000.0	.
555	2026	1200000.0	24000.0	.
555	2031	1200000.0	24000.0	.
555	2036	1200000.0	24000.0	.
556	2016	1359755.8	27195.2	.
556	2021	1200000.0	24000.0	.
556	2026	1200000.0	24000.0	.
556	2031	1200000.0	24000.0	.
556	2036	1200000.0	24000.0	.
557	2016	1359755.8	27195.2	.
557	2021	1200000.0	24000.0	.
557	2026	1200000.0	24000.0	.
557	2031	1200000.0	24000.0	.
557	2036	1200000.0	24000.0	.
558	2016	1359755.8	27195.2	.
558	2021	1200000.0	24000.0	.
558	2026	1200000.0	24000.0	.
558	2031	1200000.0	24000.0	.
558	2036	1200000.0	24000.0	.
559	2016	1359755.8	27195.2	.
559	2021	1200000.0	24000.0	.
559	2026	1200000.0	24000.0	.
559	2031	1200000.0	24000.0	.
559	2036	1200000.0	24000.0	.
560	2016	1359755.8	27195.2	.
560	2021	1200000.0	24000.0	.
560	2026	1200000.0	24000.0	.
560	2031	1200000.0	24000.0	.
560	2036	1200000.0	24000.0	.
561	2016	1359755.8	27195.2	.
561	2021	1200000.0	24000.0	.
561	2026	1200000.0	24000.0	.
561	2031	1200000.0	24000.0	.
561	2036	1200000.0	24000.0	.
562	2016	1359755.8	27195.2	.
562	2021	1200000.0	24000.0	.
562	2026	1200000.0	24000.0	.
562	2031	1200000.0	24000.0	.
562	2036	1200000.0	24000.0	.
563	2016	1359755.8	27195.2	.
563	2021	1200000.0	24000.0	.
563	2026	1200000.0	24000.0	.
563	2031	1200000.0	24000.0	.
563	2036	1200000.0	24000.0	.
564	2016	1359755.8	27195.2	.
564	2021	1200000.0	24000.0	.
564	2026	1200000.0	24000.0	.
564	2031	1200000.0	24000.0	.
564	2036	1200000.0	24000.0	.
565	2016	1359755.8	27195.2	.
565	2021	1200000.0	24000.0	.
565	2026	1200000.0	24000.0	.
565	2031	1200000.0	24000.0	.
565	2036	1200000.0	24000.0	.
566	2016	1359755.8	27195.2	.
566	2021	1200000.0	24000.0	.
566	2026	1200000.0	24000.0	.
566	2031	1200000.0	24000.0	.
566	2036	1200000.0	24000.0	.
567	2016	1359755.8	27195.2	.
567	2021	1200000.0	24000.0	.
567	2026	1200000.0	24000.0	.
567	2031	1200000.0	24000.0	.
567	2036	1200000.0	24000.0	.
568	2016	1359755.8	27195.2	.
568	2021	1200000.0	24000.0	.
568	2026	1200000.0	24000.0	.
568	2031	1200000.0	24000.0	.
568	2036	1200000.0	24000.0	.
569	2016	1359755.8	27195.2	.
569	2021	1200000.0	24000.0	.
569	2026	1200000.0	24000.0	.
569	2031	1200000.0	24000.0	.
569	2036	1200000.0	24000.0	.
570	2016	1359755.8	27195.2	.
570	2021	1200000.0	24000.0	.
570	2026	1200000.0	24000.0	.
570	2031	1200000.0	24000.0	.
570	2036	1200000.0	24000.0	.
571	2016	1359755.8	27195.2	.
571	2021	1200000.0	24000.0	.
571	2026	1200000.0	24000.0	.
571	2031	1200000.0	24000.0	.
571	2036	1200000.0	24000.0	.
572	2016	1359755.8	27195.2	.
572	2021	1200000.0	24000.0	.
572	2026	1200000.0	24000.0	.
572	2031	1200000.0	24000.0	.
572	2036	1200000.0	24000.0	.
573	2016	1359755.8	27195.2	.
573	2021	1200000.0	24000.0	.
573	2026	1200000.0	24000.0	.
573	2031	1200000.0	24000.0	.
573	2036	1200000.0	24000.0	.
574	2016	1359755.8	27195.2	.
574	2021	1200000.0	24000.0	.
574	2026	1200000.0	24000.0	.
574	2031	1200000.0	24000.0	.
574	2036	1200000.0	24000.0	.
575	2016	1359755.8	27195.2	.
575	2021	1200000.0	24000.0	.
575	2026	1200000.0	24000.0	.
575	2031	1200000.0	24000.0	.
575	2036	1200000.0	24000.0	.
576	2016	1359755.8	27195.2	.
576	2021	1200000.0	24000.0	.
576	2026	1200000.0	24000.0	.
576	2031	1200000.0	24000.0	.
576	2036	1200000.0	24000.0	.
577	2016	1359755.8	27195.2	.
577	2021	1200000.0	24000.0	.
577	2026	1200000.0	24000.0	.
577	2031	1200000.0	24000.0	.
577	2036	1200000.0	24000.0	.
578	2016	1359755.8	27195.2	.
578	2021	1200000.0	24000.0	.
578	2026	1200000.0	24000.0	.
578	2031	1200000.0	24000.0	.
578	2036	1200000.0	24000.0	.
579	2016	1359755.8	27195.2	.
579	2021	1200000.0	24000.0	.
579	2026	1200000.0	24000.0	.
579	2031	1200000.0	24000.0	.
579	2036	1200000.0	24000.0	.
580	2016	1359755.8	27195.2	.
580	2021	1200000.0	24000.0	.
580	2026	1200000.0	24000.0	.
580	2031	1200000.0	24000.0	.
580	2036	1200000.0	24000.0	.
581	2016	1359755.8	27195.2	.
581	2021	1200000.0	24000.0	.
581	2026	1200000.0	24000.0	.
581	2031	1200000.0	24000.0	.
581	2036	1200000.0	24000.0	.
582	2016	1359755.8	27195.2	.
582	2021	1200000.0	24000.0	.
582	2026	1200000.0	24000.0	.
582	2031	1200000.0	24000.0	.
582	2036	1200000.0	24000.0	.
583	2016	1359755.8	27195.2	.
583	2021	1200000.0	24000.0	.
583	2026	1200000.0	24000.0	.
583	2031	1200000.0	24000.0	.
583	2036	1200000.0	24000.0	.
584	2016	1359755.8	27195.2	.
584	2021	1200000.0	24000.0	.
584	2026	1200000.0	24000.0	.
584	2031	1200000.0	24000.0	.
584	2036	1200000.0	24000.0	.
585	2016	1359755.8	27195.2	.
585	2021	1200000.0	24000.0	.
585	2026	1200000.0	24000.0	.
585	2031	1200000.0	24000.0	.
585	2036	1200000.0	24000.0	.
586	2016	1359755.8	27195.2	.
586	2021	1200000.0	24000.0	.
586	2026	1200000.0	24000.0	.
586	2031	1200000.0	24000.0	.
586	2036	1200000.0	24000.0	.
587	2016	1359755.8	27195.2	.
587	2021	1200000.0	24000.0	.
587	2026	1200000.0	24000.0	.
587	2031	1200000.0	24000.0	.
587	2036	1200000.0	24000.0	.
588	2016	1359755.8	27195.2	.
588	2021	1200000.0	24000.0	.
588	2026	1200000.0	24000.0	.
588	2031	1200000.0	24000.0	.
588	2036	1200000.0	24000.0	.
589	2016	1359755.8	27195.2	.
589	2021	1200000.0	24000.0	.
589	2026	1200000.0	24000.0	.
589	2031	1200000.0	24000.0	.
589	2036	1200000.0	24000.0	.
590	2016	1359755.8	27195.2	.
590	2021	1200000.0	24000.0	.
590	2026	1200000.0	24000.0	.
590	2031	1200000.0	24000.0	.
590	2036	1200000.0	24000.0	.
591	2016	1359755.8	27195.2	.
591	2021	1200000.0	24000.0	.
591	2026	1200000.0	24000.0	.
591	2031	1200000.0	24000.0	.
591	2036	1200000.0	24000.0	.
592	2016	1359755.8	27195.2	.
592	2021	1200000.0	24000.0	.
592	2026	1200000.0	24000.0	.
592	2031	1200000.0	24000.0	.
592	2036	1200000.0	24000.0	.
593	2016	1359755.8	27195.2	.
593	2021	1200000.0	24000.0	.
593	2026	1200000.0	24000.0	.
593	2031	1200000.0	24000.0	.
593	2036	1200000.0	24000.0	.
594	2016	1359755.8	27195.2	.
594	2021	1200000.0	24000.0	.
594	2026	1200000.0	24000.0	.
594	2031	1200000.0	24000.0	.
594	2036	1200000.0	24000.0	.
595	2016	1359755.8	27195.2	.
595	2021	1200000.0	24000.0	.
595	2026	1200000.0	24000.0	.
595	2031	1200000.0	24000.0	.
595	2036	1200000.0	24000.0	.
596	2016	1359755.8	27195.2	.
596	2021	1200000.0	24000.0	.
596	2026	1200000.0	24000.0	.
596	2031	1200000.0	24000.0	.
596	2036	1200000.0	24000.0	.
597	2016	1359755.8	27195.2	.
597	2021	1200000.0	24000.0	.
597	2026	1200000.0	24000.0	.
597	2031	1200000.0	24000.0	.
597	2036	1200000.0	24000.0	.
598	2016	1359755.8	27195.2	.
598	2021	1200000.0	24000.0	.
598	2026	1200000.0	24000.0	.
598	2031	1200000.0	24000.0	.
598	2036	1200000.0	24000.0	.
599	2016	1359755.8	27195.2	.
599	2021	1200000.0	24000.0	.
599	2026	1200000.0	24000.0	.
599	2031	1200000.0	24000.0	.
599	2036	1200000.0	24000.0	.
600	2016	1359755.8	27195.2	.
600	2021	1200000.0	24000.0	.
600	2026	1200000.0	24000.0	.
600	2031	1200000.0	24000.0	.
600	2036	1200000.0	24000.0	.
601	2016	5103594.4	25517.8	.
601	2021	4611842.6	23059.2	.
601	2026	4313508.2	21567.4	.
601	2031	4138661.8	20693.4	.
601	2036	4038517.6	20192.6	.
602	2016	5103594.4	25517.8	.
602	2021	4611842.6	23059.2	.
602	2026	4313508.2	21567.4	.
602	2031	4138661.8	20693.4	.
602	2036	4038517.6	20192.6	.
603	2016	5103594.4	25517.8	.
603	2021	4611842.6	23059.2	.
603	2026	4313508.2	21567.4	.
603	2031	4138661.8	20693.4	.
603	2036	4038517.6	20192.6	.
604	2016	5103594.4	25517.8	.
604	2021	4611842.6	23059.2	.
604	2026	4313508.2	21567.4	.
604	2031	4138661.8	20693.4	.
604	2036	4038517.6	20192.6	.
605	2016	5103594.4	25517.8	.
605	2021	4611842.6	23059.2	.
605	2026	4313508.2	21567.4	.
605	2031	4138661.8	20693.4	.
605	2036	4038517.6	20192.6	.
606	2016	5103594.4	25517.8	.
606	2021	4611842.6	23059.2	.
606	2026	4313508.2	21567.4	.
606	2031	4138661.8	20693.4	.
606	2036	4038517.6	20192.6	.
607	2016	5103594.4	25517.8	.
607	2021	4611842.6	23059.2	.
607	2026	4313508.2	21567.4	.
607	2031	4138661.8	20693.4	.
607	2036	4038517.6	20192.6	.
608	2016	5103594.4	25517.8	.
608	2021	4611842.6	23059.2	.
608	2026	4313508.2	21567.4	.
608	2031	4138661.8	20693.4	.
608	2036	4038517.6	20192.6	.
609	2016	5103594.4	25517.8	.
609	2021	4611842.6	23059.2	.
609	2026	4313508.2	21567.4	.
609	2031	4138661.8	20693.4	.
609	2036	4038517.6	20192.6	.
610	2016	5103594.4	25517.8	.
610	2021	4611842.6	23059.2	.
610	2026	4313508.2	21567.4	.
610	2031	4138661.8	20693.4	.
610	2036	4038517.6	20192.6	.
611	2016	5103594.4	25517.8	.
611	2021	4611842.6	23059.2	.
611	2026	4313508.2	21567.4	.
611	2031	4138661.8	20693.4	.
611	2036	4038517.6	20192.6	.
612	2016	5103594.4	25517.8	.
612	2021	4611842.6	23059.2	.
612	2026	4313508.2	21567.4	.
612	2031	4138661.8	20693.4	.
612	2036	4038517.6	20192.6	.
613	2016	5103594.4	25517.8	.
613	2021	4611842.6	23059.2	.
613	2026	4313508.2	21567.4	.
613	2031	4138661.8	20693.4	.
613	2036	4038517.6	20192.6	.
614	2016	5103594.4	25517.8	.
614	2021	4611842.6	23059.2	.
614	2026	4313508.2	21567.4	.
614	2031	4138661.8	20693.4	.
614	2036	4038517.6	20192.6	.
615	2016	5103594.4	25517.8	.
615	2021	4611842.6	23059.2	.
615	2026	4313508.2	21567.4	.
615	2031	4138661.8	20693.4	.
615	2036	4038517.6	20192.6	.
616	2016	5103594.4	25517.8	.
616	2021	4611842.6	23059.2	.
616	2026	4313508.2	21567.4	.
616	2031	4138661.8	20693.4	.
616	2036	4038517.6	20192.6	.
617	2016	5103594.4	25517.8	.
617	2021	4611842.6	23059.2	.
617	2026	4313508.2	21567.4	.
617	2031	4138661.8	20693.4	.
617	2036	4038517.6	20192.6	.
618	2016	5103594.4	25517.8	.
618	2021	4611842.6	23059.2	.
618	2026	4313508.2	21567.4	.
618	2031	4138661.8	20693.4	.
618	2036	4038517.6	20192.6	.
619	2016	5103594.4	25517.8	.
619	2021	4611842.6	23059.2	.
619	2026	4313508.2	21567.4	.
619	2031	4138661.8	20693.4	.
619	2036	4038517.6	20192.6	.
620	2016	5103594.4	25517.8	.
620	2021	4611842.6	23059.2	.
620	2026	4313508.2	21567.4	.
620	2031	4138661.8	20693.4	.
620	2036	4038517.6	20192.6	.
621	2016	5103594.4	25517.8	.
621	2021	4611842.6	23059.2	.
621	2026	4313508.2	21567.4	.
621	2031	4138661.8	20693.4	.
621	2036	4038517.6	20192.6	.
622	2016	5103594.4	25517.8	.
622	2021	4611842.6	23059.2	.
622	2026	4313508.2	21567.4	.
622	2031	4138661.8	20693.4	.
622	2036	4038517.6	20192.6	.
623	2016	5103594.4	25517.8	.
