load_zone	fuel	period_temp	fuel_cost
Hainan	ResidualFuelOil	2031	16.762
Hainan	ResidualFuelOil	2036	18.857248678
Hainan	ResidualFuelOil_CCS	2016	14.346
Hainan	ResidualFuelOil_CCS	2021	15.704
Hainan	ResidualFuelOil_CCS	2026	16.756
Hainan	ResidualFuelOil_CCS	2031	16.762
Hainan	ResidualFuelOil_CCS	2036	18.857248678
Hainan	Uranium	2016	2.198
Hainan	Uranium	2021	2.202
Hainan	Uranium	2026	2.202
Hainan	Uranium	2031	2.2
Hainan	Uranium	2036	2.591611722
Hebei	Bio_Solid	2016	2.028500431
Hebei	Bio_Solid	2021	2.028500431
Hebei	Bio_Solid	2026	2.028500431
Hebei	Bio_Solid	2031	2.028500431
Hebei	Bio_Solid	2036	2.028500431
Hebei	Bio_Solid_CCS	2016	2.028500431
Hebei	Bio_Solid_CCS	2021	2.028500431
Hebei	Bio_Solid_CCS	2026	2.028500431
Hebei	Bio_Solid_CCS	2031	2.028500431
Hebei	Bio_Solid_CCS	2036	2.028500431
Hebei	Coal	2016	4.833528463
Hebei	Coal	2021	5.0808072972
Hebei	Coal	2026	5.3396773268
Hebei	Coal	2031	5.6114264624
Hebei	Coal	2036	5.8944501884
Hebei	Coal_CCS	2016	4.833528463
Hebei	Coal_CCS	2021	5.0808072972
Hebei	Coal_CCS	2026	5.3396773268
Hebei	Coal_CCS	2031	5.6114264624
Hebei	Coal_CCS	2036	5.8944501884
Hebei	DistillateFuelOil	2016	18.804
Hebei	DistillateFuelOil	2021	20.612
Hebei	DistillateFuelOil	2026	21.892
Hebei	DistillateFuelOil	2031	22.568
Hebei	DistillateFuelOil	2036	24.73028897
Hebei	DistillateFuelOil_CCS	2016	18.804
Hebei	DistillateFuelOil_CCS	2021	20.612
Hebei	DistillateFuelOil_CCS	2026	21.892
Hebei	DistillateFuelOil_CCS	2031	22.568
Hebei	DistillateFuelOil_CCS	2036	24.73028897
Hebei	Gas	2016	13.148208292
Hebei	Gas	2021	14.831222524
Hebei	Gas	2026	16.525130052
Hebei	Gas	2031	17.766965796
Hebei	Gas	2036	18.67264782
Hebei	Gas_CCS	2016	13.148208292
Hebei	Gas_CCS	2021	14.831222524
Hebei	Gas_CCS	2026	16.525130052
Hebei	Gas_CCS	2031	17.766965796
Hebei	Gas_CCS	2036	18.67264782
Hebei	ResidualFuelOil	2016	14.346
Hebei	ResidualFuelOil	2021	15.704
Hebei	ResidualFuelOil	2026	16.756
Hebei	ResidualFuelOil	2031	16.762
Hebei	ResidualFuelOil	2036	18.857248678
