load_zone	fuel	period_temp	fuel_cost
Hebei	ResidualFuelOil_CCS	2016	14.346
Hebei	ResidualFuelOil_CCS	2021	15.704
Hebei	ResidualFuelOil_CCS	2026	16.756
Hebei	ResidualFuelOil_CCS	2031	16.762
Hebei	ResidualFuelOil_CCS	2036	18.857248678
Hebei	Uranium	2016	2.198
Hebei	Uranium	2021	2.202
Hebei	Uranium	2026	2.202
Hebei	Uranium	2031	2.2
Hebei	Uranium	2036	2.591611722
Heilongjiang	Bio_Solid	2016	2.028500431
Heilongjiang	Bio_Solid	2021	2.028500431
Heilongjiang	Bio_Solid	2026	2.028500431
Heilongjiang	Bio_Solid	2031	2.028500431
Heilongjiang	Bio_Solid	2036	2.028500431
Heilongjiang	Bio_Solid_CCS	2016	2.028500431
Heilongjiang	Bio_Solid_CCS	2021	2.028500431
Heilongjiang	Bio_Solid_CCS	2026	2.028500431
Heilongjiang	Bio_Solid_CCS	2031	2.028500431
Heilongjiang	Bio_Solid_CCS	2036	2.028500431
Heilongjiang	Coal	2016	4.1483600266
Heilongjiang	Coal	2021	4.3608652746
Heilongjiang	Coal	2026	4.5810979862
Heilongjiang	Coal	2031	4.8154977146
Heilongjiang	Coal	2036	5.0511124924
Heilongjiang	Coal_CCS	2016	4.1483600266
Heilongjiang	Coal_CCS	2021	4.3608652746
Heilongjiang	Coal_CCS	2026	4.5810979862
Heilongjiang	Coal_CCS	2031	4.8154977146
Heilongjiang	Coal_CCS	2036	5.0511124924
Heilongjiang	DistillateFuelOil	2016	18.804
Heilongjiang	DistillateFuelOil	2021	20.612
Heilongjiang	DistillateFuelOil	2026	21.892
Heilongjiang	DistillateFuelOil	2031	22.568
Heilongjiang	DistillateFuelOil	2036	24.73028897
Heilongjiang	DistillateFuelOil_CCS	2016	18.804
Heilongjiang	DistillateFuelOil_CCS	2021	20.612
Heilongjiang	DistillateFuelOil_CCS	2026	21.892
Heilongjiang	DistillateFuelOil_CCS	2031	22.568
Heilongjiang	DistillateFuelOil_CCS	2036	24.73028897
Heilongjiang	Gas	2016	13.148208292
Heilongjiang	Gas	2021	14.831222524
Heilongjiang	Gas	2026	16.525130052
Heilongjiang	Gas	2031	17.766965796
Heilongjiang	Gas	2036	18.67264782
Heilongjiang	Gas_CCS	2016	13.148208292
Heilongjiang	Gas_CCS	2021	14.831222524
Heilongjiang	Gas_CCS	2026	16.525130052
Heilongjiang	Gas_CCS	2031	17.766965796
Heilongjiang	Gas_CCS	2036	18.67264782
Heilongjiang	ResidualFuelOil	2016	14.346
Heilongjiang	ResidualFuelOil	2021	15.704
Heilongjiang	ResidualFuelOil	2026	16.756
Heilongjiang	ResidualFuelOil	2031	16.762
Heilongjiang	ResidualFuelOil	2036	18.857248678
Heilongjiang	ResidualFuelOil_CCS	2016	14.346
Heilongjiang	ResidualFuelOil_CCS	2021	15.704
Heilongjiang	ResidualFuelOil_CCS	2026	16.756
Heilongjiang	ResidualFuelOil_CCS	2031	16.762
Heilongjiang	ResidualFuelOil_CCS	2036	18.857248678
Heilongjiang	Uranium	2016	2.198
Heilongjiang	Uranium	2021	2.202
Heilongjiang	Uranium	2026	2.202
Heilongjiang	Uranium	2031	2.2
Heilongjiang	Uranium	2036	2.591611722
Henan	Bio_Solid	2016	2.028500431
Henan	Bio_Solid	2021	2.028500431
Henan	Bio_Solid	2026	2.028500431
Henan	Bio_Solid	2031	2.028500431
Henan	Bio_Solid	2036	2.028500431
Henan	Bio_Solid_CCS	2016	2.028500431
Henan	Bio_Solid_CCS	2021	2.028500431
Henan	Bio_Solid_CCS	2026	2.028500431
Henan	Bio_Solid_CCS	2031	2.028500431
Henan	Bio_Solid_CCS	2036	2.028500431
Henan	Coal	2016	4.7704208438
Henan	Coal	2021	5.0125480356
Henan	Coal	2026	5.268842244
Henan	Coal	2031	5.5367276478
Henan	Coal	2036	5.810974502
Henan	Coal_CCS	2016	4.7704208438
Henan	Coal_CCS	2021	5.0125480356
Henan	Coal_CCS	2026	5.268842244
Henan	Coal_CCS	2031	5.5367276478
Henan	Coal_CCS	2036	5.810974502
Henan	DistillateFuelOil	2016	18.804
Henan	DistillateFuelOil	2021	20.612
Henan	DistillateFuelOil	2026	21.892
Henan	DistillateFuelOil	2031	22.568
Henan	DistillateFuelOil	2036	24.73028897
Henan	DistillateFuelOil_CCS	2016	18.804
Henan	DistillateFuelOil_CCS	2021	20.612
Henan	DistillateFuelOil_CCS	2026	21.892
Henan	DistillateFuelOil_CCS	2031	22.568
Henan	DistillateFuelOil_CCS	2036	24.73028897
Henan	Gas	2016	13.148208292
Henan	Gas	2021	14.831222524
Henan	Gas	2026	16.525130052
Henan	Gas	2031	17.766965796
Henan	Gas	2036	18.67264782
Henan	Gas_CCS	2016	13.148208292
Henan	Gas_CCS	2021	14.831222524
Henan	Gas_CCS	2026	16.525130052
Henan	Gas_CCS	2031	17.766965796
Henan	Gas_CCS	2036	18.67264782
Henan	ResidualFuelOil	2016	14.346
Henan	ResidualFuelOil	2021	15.704
Henan	ResidualFuelOil	2026	16.756
Henan	ResidualFuelOil	2031	16.762
Henan	ResidualFuelOil	2036	18.857248678
Henan	ResidualFuelOil_CCS	2016	14.346
Henan	ResidualFuelOil_CCS	2021	15.704
Henan	ResidualFuelOil_CCS	2026	16.756
Henan	ResidualFuelOil_CCS	2031	16.762
Henan	ResidualFuelOil_CCS	2036	18.857248678
Henan	Uranium	2016	2.198
Henan	Uranium	2021	2.202
Henan	Uranium	2026	2.202
Henan	Uranium	2031	2.2
Henan	Uranium	2036	2.591611722
Hubei	Bio_Solid	2016	2.028500431
Hubei	Bio_Solid	2021	2.028500431
Hubei	Bio_Solid	2026	2.028500431
Hubei	Bio_Solid	2031	2.028500431
Hubei	Bio_Solid	2036	2.028500431
Hubei	Bio_Solid_CCS	2016	2.028500431
Hubei	Bio_Solid_CCS	2021	2.028500431
Hubei	Bio_Solid_CCS	2026	2.028500431
Hubei	Bio_Solid_CCS	2031	2.028500431
Hubei	Bio_Solid_CCS	2036	2.028500431
Hubei	Coal	2016	4.3222279566
Hubei	Coal	2021	4.5398848472
Hubei	Coal	2026	4.7742845756
Hubei	Coal	2031	5.017699678
Hubei	Coal	2036	5.2562399052
Hubei	Coal_CCS	2016	4.3222279566
Hubei	Coal_CCS	2021	4.5398848472
Hubei	Coal_CCS	2026	4.7742845756
Hubei	Coal_CCS	2031	5.017699678
Hubei	Coal_CCS	2036	5.2562399052
Hubei	DistillateFuelOil	2016	18.804
Hubei	DistillateFuelOil	2021	20.612
Hubei	DistillateFuelOil	2026	21.892
Hubei	DistillateFuelOil	2031	22.568
Hubei	DistillateFuelOil	2036	24.73028897
Hubei	DistillateFuelOil_CCS	2016	18.804
Hubei	DistillateFuelOil_CCS	2021	20.612
Hubei	DistillateFuelOil_CCS	2026	21.892
Hubei	DistillateFuelOil_CCS	2031	22.568
Hubei	DistillateFuelOil_CCS	2036	24.73028897
Hubei	Gas	2016	13.148208292
Hubei	Gas	2021	14.831222524
Hubei	Gas	2026	16.525130052
Hubei	Gas	2031	17.766965796
Hubei	Gas	2036	18.67264782
Hubei	Gas_CCS	2016	13.148208292
Hubei	Gas_CCS	2021	14.831222524
Hubei	Gas_CCS	2026	16.525130052
Hubei	Gas_CCS	2031	17.766965796
Hubei	Gas_CCS	2036	18.67264782
Hubei	ResidualFuelOil	2016	14.346
Hubei	ResidualFuelOil	2021	15.704
Hubei	ResidualFuelOil	2026	16.756
Hubei	ResidualFuelOil	2031	16.762
Hubei	ResidualFuelOil	2036	18.857248678
Hubei	ResidualFuelOil_CCS	2016	14.346
Hubei	ResidualFuelOil_CCS	2021	15.704
Hubei	ResidualFuelOil_CCS	2026	16.756
Hubei	ResidualFuelOil_CCS	2031	16.762
Hubei	ResidualFuelOil_CCS	2036	18.857248678
Hubei	Uranium	2016	2.198
Hubei	Uranium	2021	2.202
Hubei	Uranium	2026	2.202
Hubei	Uranium	2031	2.2
Hubei	Uranium	2036	2.591611722
Hunan	Bio_Solid	2016	2.028500431
Hunan	Bio_Solid	2021	2.028500431
Hunan	Bio_Solid	2026	2.028500431
Hunan	Bio_Solid	2031	2.028500431
Hunan	Bio_Solid	2036	2.028500431
Hunan	Bio_Solid_CCS	2016	2.028500431
Hunan	Bio_Solid_CCS	2021	2.028500431
Hunan	Bio_Solid_CCS	2026	2.028500431
Hunan	Bio_Solid_CCS	2031	2.028500431
Hunan	Bio_Solid_CCS	2036	2.028500431
Hunan	Coal	2016	4.623599036
Hunan	Coal	2021	4.8579987642
Hunan	Coal	2026	5.106565509
Hunan	Coal	2031	5.3667234492
Hunan	Coal	2036	5.621121698
Hunan	Coal_CCS	2016	4.623599036
Hunan	Coal_CCS	2021	4.8579987642
Hunan	Coal_CCS	2026	5.106565509
Hunan	Coal_CCS	2031	5.3667234492
Hunan	Coal_CCS	2036	5.621121698
Hunan	DistillateFuelOil	2016	18.804
Hunan	DistillateFuelOil	2021	20.612
Hunan	DistillateFuelOil	2026	21.892
Hunan	DistillateFuelOil	2031	22.568
Hunan	DistillateFuelOil	2036	24.73028897
Hunan	DistillateFuelOil_CCS	2016	18.804
Hunan	DistillateFuelOil_CCS	2021	20.612
Hunan	DistillateFuelOil_CCS	2026	21.892
Hunan	DistillateFuelOil_CCS	2031	22.568
Hunan	DistillateFuelOil_CCS	2036	24.73028897
Hunan	Gas	2016	13.148208292
Hunan	Gas	2021	14.831222524
Hunan	Gas	2026	16.525130052
Hunan	Gas	2031	17.766965796
Hunan	Gas	2036	18.67264782
Hunan	Gas_CCS	2016	13.148208292
Hunan	Gas_CCS	2021	14.831222524
Hunan	Gas_CCS	2026	16.525130052
Hunan	Gas_CCS	2031	17.766965796
Hunan	Gas_CCS	2036	18.67264782
Hunan	ResidualFuelOil	2016	14.346
Hunan	ResidualFuelOil	2021	15.704
Hunan	ResidualFuelOil	2026	16.756
Hunan	ResidualFuelOil	2031	16.762
Hunan	ResidualFuelOil	2036	18.857248678
Hunan	ResidualFuelOil_CCS	2016	14.346
Hunan	ResidualFuelOil_CCS	2021	15.704
Hunan	ResidualFuelOil_CCS	2026	16.756
Hunan	ResidualFuelOil_CCS	2031	16.762
Hunan	ResidualFuelOil_CCS	2036	18.857248678
Hunan	Uranium	2016	2.198
Hunan	Uranium	2021	2.202
Hunan	Uranium	2026	2.202
Hunan	Uranium	2031	2.2
Hunan	Uranium	2036	2.591611722
Jiangsu	Bio_Solid	2016	2.028500431
Jiangsu	Bio_Solid	2021	2.028500431
Jiangsu	Bio_Solid	2026	2.028500431
Jiangsu	Bio_Solid	2031	2.028500431
Jiangsu	Bio_Solid	2036	2.028500431
Jiangsu	Bio_Solid_CCS	2016	2.028500431
Jiangsu	Bio_Solid_CCS	2021	2.028500431
Jiangsu	Bio_Solid_CCS	2026	2.028500431
Jiangsu	Bio_Solid_CCS	2031	2.028500431
Jiangsu	Bio_Solid_CCS	2036	2.028500431
Jiangsu	Coal	2016	5.656503333
Jiangsu	Coal	2021	5.9449953064
Jiangsu	Coal	2026	6.2489422068
Jiangsu	Coal	2031	6.5683440344
Jiangsu	Coal	2036	6.877502858
Jiangsu	Coal_CCS	2016	5.656503333
Jiangsu	Coal_CCS	2021	5.9449953064
Jiangsu	Coal_CCS	2026	6.2489422068
Jiangsu	Coal_CCS	2031	6.5683440344
Jiangsu	Coal_CCS	2036	6.877502858
Jiangsu	DistillateFuelOil	2016	18.804
Jiangsu	DistillateFuelOil	2021	20.612
Jiangsu	DistillateFuelOil	2026	21.892
Jiangsu	DistillateFuelOil	2031	22.568
Jiangsu	DistillateFuelOil	2036	24.73028897
Jiangsu	DistillateFuelOil_CCS	2016	18.804
Jiangsu	DistillateFuelOil_CCS	2021	20.612
Jiangsu	DistillateFuelOil_CCS	2026	21.892
Jiangsu	DistillateFuelOil_CCS	2031	22.568
Jiangsu	DistillateFuelOil_CCS	2036	24.73028897
Jiangsu	Gas	2016	13.148208292
Jiangsu	Gas	2021	14.831222524
Jiangsu	Gas	2026	16.525130052
Jiangsu	Gas	2031	17.766965796
Jiangsu	Gas	2036	18.67264782
Jiangsu	Gas_CCS	2016	13.148208292
Jiangsu	Gas_CCS	2021	14.831222524
Jiangsu	Gas_CCS	2026	16.525130052
Jiangsu	Gas_CCS	2031	17.766965796
Jiangsu	Gas_CCS	2036	18.67264782
Jiangsu	ResidualFuelOil	2016	14.346
Jiangsu	ResidualFuelOil	2021	15.704
Jiangsu	ResidualFuelOil	2026	16.756
Jiangsu	ResidualFuelOil	2031	16.762
Jiangsu	ResidualFuelOil	2036	18.857248678
Jiangsu	ResidualFuelOil_CCS	2016	14.346
Jiangsu	ResidualFuelOil_CCS	2021	15.704
Jiangsu	ResidualFuelOil_CCS	2026	16.756
Jiangsu	ResidualFuelOil_CCS	2031	16.762
Jiangsu	ResidualFuelOil_CCS	2036	18.857248678
Jiangsu	Uranium	2016	2.198
Jiangsu	Uranium	2021	2.202
Jiangsu	Uranium	2026	2.202
Jiangsu	Uranium	2031	2.2
Jiangsu	Uranium	2036	2.591611722
Jiangxi	Bio_Solid	2016	2.028500431
Jiangxi	Bio_Solid	2021	2.028500431
Jiangxi	Bio_Solid	2026	2.028500431
Jiangxi	Bio_Solid	2031	2.028500431
Jiangxi	Bio_Solid	2036	2.028500431
Jiangxi	Bio_Solid_CCS	2016	2.028500431
Jiangxi	Bio_Solid_CCS	2021	2.028500431
Jiangxi	Bio_Solid_CCS	2026	2.028500431
Jiangxi	Bio_Solid_CCS	2031	2.028500431
Jiangxi	Bio_Solid_CCS	2036	2.028500431
Jiangxi	Coal	2016	4.623599036
Jiangxi	Coal	2021	4.8579987642
Jiangxi	Coal	2026	5.106565509
Jiangxi	Coal	2031	5.3667234492
Jiangxi	Coal	2036	5.621121698
Jiangxi	Coal_CCS	2016	4.623599036
Jiangxi	Coal_CCS	2021	4.8579987642
Jiangxi	Coal_CCS	2026	5.106565509
Jiangxi	Coal_CCS	2031	5.3667234492
Jiangxi	Coal_CCS	2036	5.621121698
Jiangxi	DistillateFuelOil	2016	18.804
Jiangxi	DistillateFuelOil	2021	20.612
Jiangxi	DistillateFuelOil	2026	21.892
Jiangxi	DistillateFuelOil	2031	22.568
Jiangxi	DistillateFuelOil	2036	24.73028897
Jiangxi	DistillateFuelOil_CCS	2016	18.804
Jiangxi	DistillateFuelOil_CCS	2021	20.612
Jiangxi	DistillateFuelOil_CCS	2026	21.892
Jiangxi	DistillateFuelOil_CCS	2031	22.568
Jiangxi	DistillateFuelOil_CCS	2036	24.73028897
Jiangxi	Gas	2016	13.148208292
Jiangxi	Gas	2021	14.831222524
Jiangxi	Gas	2026	16.525130052
Jiangxi	Gas	2031	17.766965796
Jiangxi	Gas	2036	18.67264782
Jiangxi	Gas_CCS	2016	13.148208292
Jiangxi	Gas_CCS	2021	14.831222524
Jiangxi	Gas_CCS	2026	16.525130052
Jiangxi	Gas_CCS	2031	17.766965796
Jiangxi	Gas_CCS	2036	18.67264782
Jiangxi	ResidualFuelOil	2016	14.346
Jiangxi	ResidualFuelOil	2021	15.704
Jiangxi	ResidualFuelOil	2026	16.756
Jiangxi	ResidualFuelOil	2031	16.762
Jiangxi	ResidualFuelOil	2036	18.857248678
Jiangxi	ResidualFuelOil_CCS	2016	14.346
Jiangxi	ResidualFuelOil_CCS	2021	15.704
Jiangxi	ResidualFuelOil_CCS	2026	16.756
Jiangxi	ResidualFuelOil_CCS	2031	16.762
Jiangxi	ResidualFuelOil_CCS	2036	18.857248678
Jiangxi	Uranium	2016	2.198
Jiangxi	Uranium	2021	2.202
Jiangxi	Uranium	2026	2.202
Jiangxi	Uranium	2031	2.2
Jiangxi	Uranium	2036	2.591611722
Jilin	Bio_Solid	2016	2.028500431
Jilin	Bio_Solid	2021	2.028500431
Jilin	Bio_Solid	2026	2.028500431
Jilin	Bio_Solid	2031	2.028500431
Jilin	Bio_Solid	2036	2.028500431
Jilin	Bio_Solid_CCS	2016	2.028500431
Jilin	Bio_Solid_CCS	2021	2.028500431
Jilin	Bio_Solid_CCS	2026	2.028500431
Jilin	Bio_Solid_CCS	2031	2.028500431
Jilin	Bio_Solid_CCS	2036	2.028500431
Jilin	Coal	2016	3.0832579644
Jilin	Coal	2021	3.2390951462
Jilin	Coal	2026	3.4052356132
Jilin	Coal	2031	3.5791035434
Jilin	Coal	2036	3.7581304548
Jilin	Coal_CCS	2016	3.0832579644
Jilin	Coal_CCS	2021	3.2390951462
Jilin	Coal_CCS	2026	3.4052356132
Jilin	Coal_CCS	2031	3.5791035434
Jilin	Coal_CCS	2036	3.7581304548
Jilin	DistillateFuelOil	2016	18.804
Jilin	DistillateFuelOil	2021	20.612
Jilin	DistillateFuelOil	2026	21.892
Jilin	DistillateFuelOil	2031	22.568
Jilin	DistillateFuelOil	2036	24.73028897
Jilin	DistillateFuelOil_CCS	2016	18.804
Jilin	DistillateFuelOil_CCS	2021	20.612
Jilin	DistillateFuelOil_CCS	2026	21.892
Jilin	DistillateFuelOil_CCS	2031	22.568
Jilin	DistillateFuelOil_CCS	2036	24.73028897
Jilin	Gas	2016	13.148208292
Jilin	Gas	2021	14.831222524
Jilin	Gas	2026	16.525130052
Jilin	Gas	2031	17.766965796
Jilin	Gas	2036	18.67264782
Jilin	Gas_CCS	2016	13.148208292
Jilin	Gas_CCS	2021	14.831222524
Jilin	Gas_CCS	2026	16.525130052
Jilin	Gas_CCS	2031	17.766965796
Jilin	Gas_CCS	2036	18.67264782
Jilin	ResidualFuelOil	2016	14.346
Jilin	ResidualFuelOil	2021	15.704
Jilin	ResidualFuelOil	2026	16.756
Jilin	ResidualFuelOil	2031	16.762
Jilin	ResidualFuelOil	2036	18.857248678
Jilin	ResidualFuelOil_CCS	2016	14.346
Jilin	ResidualFuelOil_CCS	2021	15.704
Jilin	ResidualFuelOil_CCS	2026	16.756
Jilin	ResidualFuelOil_CCS	2031	16.762
Jilin	ResidualFuelOil_CCS	2036	18.857248678
Jilin	Uranium	2016	2.198
Jilin	Uranium	2021	2.202
Jilin	Uranium	2026	2.202
Jilin	Uranium	2031	2.2
Jilin	Uranium	2036	2.591611722
Liaoning	Bio_Solid	2016	2.028500431
Liaoning	Bio_Solid	2021	2.028500431
Liaoning	Bio_Solid	2026	2.028500431
Liaoning	Bio_Solid	2031	2.028500431
Liaoning	Bio_Solid	2036	2.028500431
Liaoning	Bio_Solid_CCS	2016	2.028500431
Liaoning	Bio_Solid_CCS	2021	2.028500431
Liaoning	Bio_Solid_CCS	2026	2.028500431
Liaoning	Bio_Solid_CCS	2031	2.028500431
Liaoning	Bio_Solid_CCS	2036	2.028500431
Liaoning	Coal	2016	3.3112181396
Liaoning	Coal	2021	3.4799344276
Liaoning	Coal	2026	3.6576660898
Liaoning	Coal	2031	3.844413126
Liaoning	Coal	2036	4.049320383
Liaoning	Coal_CCS	2016	3.3112181396
Liaoning	Coal_CCS	2021	3.4799344276
Liaoning	Coal_CCS	2026	3.6576660898
Liaoning	Coal_CCS	2031	3.844413126
Liaoning	Coal_CCS	2036	4.049320383
Liaoning	DistillateFuelOil	2016	18.804
Liaoning	DistillateFuelOil	2021	20.612
Liaoning	DistillateFuelOil	2026	21.892
Liaoning	DistillateFuelOil	2031	22.568
Liaoning	DistillateFuelOil	2036	24.73028897
Liaoning	DistillateFuelOil_CCS	2016	18.804
Liaoning	DistillateFuelOil_CCS	2021	20.612
Liaoning	DistillateFuelOil_CCS	2026	21.892
Liaoning	DistillateFuelOil_CCS	2031	22.568
Liaoning	DistillateFuelOil_CCS	2036	24.73028897
Liaoning	Gas	2016	13.148208292
Liaoning	Gas	2021	14.831222524
Liaoning	Gas	2026	16.525130052
Liaoning	Gas	2031	17.766965796
Liaoning	Gas	2036	18.67264782
Liaoning	Gas_CCS	2016	13.148208292
Liaoning	Gas_CCS	2021	14.831222524
Liaoning	Gas_CCS	2026	16.525130052
Liaoning	Gas_CCS	2031	17.766965796
Liaoning	Gas_CCS	2036	18.67264782
Liaoning	ResidualFuelOil	2016	14.346
Liaoning	ResidualFuelOil	2021	15.704
Liaoning	ResidualFuelOil	2026	16.756
Liaoning	ResidualFuelOil	2031	16.762
Liaoning	ResidualFuelOil	2036	18.857248678
Liaoning	ResidualFuelOil_CCS	2016	14.346
Liaoning	ResidualFuelOil_CCS	2021	15.704
Liaoning	ResidualFuelOil_CCS	2026	16.756
Liaoning	ResidualFuelOil_CCS	2031	16.762
Liaoning	ResidualFuelOil_CCS	2036	18.857248678
Liaoning	Uranium	2016	2.198
Liaoning	Uranium	2021	2.202
Liaoning	Uranium	2026	2.202
Liaoning	Uranium	2031	2.2
Liaoning	Uranium	2036	2.591611722
Ningxia	Bio_Solid	2016	2.028500431
Ningxia	Bio_Solid	2021	2.028500431
Ningxia	Bio_Solid	2026	2.028500431
Ningxia	Bio_Solid	2031	2.028500431
Ningxia	Bio_Solid	2036	2.028500431
Ningxia	Bio_Solid_CCS	2016	2.028500431
Ningxia	Bio_Solid_CCS	2021	2.028500431
Ningxia	Bio_Solid_CCS	2026	2.028500431
Ningxia	Bio_Solid_CCS	2031	2.028500431
Ningxia	Bio_Solid_CCS	2036	2.028500431
Ningxia	Coal	2016	3.123183193
Ningxia	Coal	2021	3.284172017
Ningxia	Coal	2026	3.450312484
Ningxia	Coal	2031	3.6267562356
Ningxia	Coal	2036	3.8019047378
Ningxia	Coal_CCS	2016	3.123183193
Ningxia	Coal_CCS	2021	3.284172017
Ningxia	Coal_CCS	2026	3.450312484
Ningxia	Coal_CCS	2031	3.6267562356
Ningxia	Coal_CCS	2036	3.8019047378
Ningxia	DistillateFuelOil	2016	18.804
Ningxia	DistillateFuelOil	2021	20.612
Ningxia	DistillateFuelOil	2026	21.892
Ningxia	DistillateFuelOil	2031	22.568
Ningxia	DistillateFuelOil	2036	24.73028897
Ningxia	DistillateFuelOil_CCS	2016	18.804
Ningxia	DistillateFuelOil_CCS	2021	20.612
Ningxia	DistillateFuelOil_CCS	2026	21.892
Ningxia	DistillateFuelOil_CCS	2031	22.568
Ningxia	DistillateFuelOil_CCS	2036	24.73028897
Ningxia	Gas	2016	13.148208292
Ningxia	Gas	2021	14.831222524
Ningxia	Gas	2026	16.525130052
Ningxia	Gas	2031	17.766965796
Ningxia	Gas	2036	18.67264782
Ningxia	Gas_CCS	2016	13.148208292
Ningxia	Gas_CCS	2021	14.831222524
Ningxia	Gas_CCS	2026	16.525130052
Ningxia	Gas_CCS	2031	17.766965796
Ningxia	Gas_CCS	2036	18.67264782
Ningxia	ResidualFuelOil	2016	14.346
Ningxia	ResidualFuelOil	2021	15.704
Ningxia	ResidualFuelOil	2026	16.756
Ningxia	ResidualFuelOil	2031	16.762
Ningxia	ResidualFuelOil	2036	18.857248678
Ningxia	ResidualFuelOil_CCS	2016	14.346
Ningxia	ResidualFuelOil_CCS	2021	15.704
Ningxia	ResidualFuelOil_CCS	2026	16.756
Ningxia	ResidualFuelOil_CCS	2031	16.762
Ningxia	ResidualFuelOil_CCS	2036	18.857248678
Ningxia	Uranium	2016	2.198
Ningxia	Uranium	2021	2.202
Ningxia	Uranium	2026	2.202
Ningxia	Uranium	2031	2.2
Ningxia	Uranium	2036	2.591611722
Qinghai	Bio_Solid	2016	2.028500431
Qinghai	Bio_Solid	2021	2.028500431
Qinghai	Bio_Solid	2026	2.028500431
Qinghai	Bio_Solid	2031	2.028500431
Qinghai	Bio_Solid	2036	2.028500431
Qinghai	Bio_Solid_CCS	2016	2.028500431
Qinghai	Bio_Solid_CCS	2021	2.028500431
Qinghai	Bio_Solid_CCS	2026	2.028500431
Qinghai	Bio_Solid_CCS	2031	2.028500431
Qinghai	Bio_Solid_CCS	2036	2.028500431
Qinghai	Coal	2016	3.0343173616
Qinghai	Coal	2021	3.1875787226
Qinghai	Coal	2026	3.3511433682
Qinghai	Coal	2031	3.5224354772
Qinghai	Coal	2036	3.698801126
Qinghai	Coal_CCS	2016	3.0343173616
Qinghai	Coal_CCS	2021	3.1875787226
Qinghai	Coal_CCS	2026	3.3511433682
Qinghai	Coal_CCS	2031	3.5224354772
Qinghai	Coal_CCS	2036	3.698801126
Qinghai	DistillateFuelOil	2016	18.804
Qinghai	DistillateFuelOil	2021	20.612
Qinghai	DistillateFuelOil	2026	21.892
Qinghai	DistillateFuelOil	2031	22.568
Qinghai	DistillateFuelOil	2036	24.73028897
Qinghai	DistillateFuelOil_CCS	2016	18.804
Qinghai	DistillateFuelOil_CCS	2021	20.612
Qinghai	DistillateFuelOil_CCS	2026	21.892
Qinghai	DistillateFuelOil_CCS	2031	22.568
Qinghai	DistillateFuelOil_CCS	2036	24.73028897
Qinghai	Gas	2016	13.148208292
Qinghai	Gas	2021	14.831222524
Qinghai	Gas	2026	16.525130052
Qinghai	Gas	2031	17.766965796
Qinghai	Gas	2036	18.67264782
Qinghai	Gas_CCS	2016	13.148208292
Qinghai	Gas_CCS	2021	14.831222524
Qinghai	Gas_CCS	2026	16.525130052
Qinghai	Gas_CCS	2031	17.766965796
Qinghai	Gas_CCS	2036	18.67264782
Qinghai	ResidualFuelOil	2016	14.346
Qinghai	ResidualFuelOil	2021	15.704
Qinghai	ResidualFuelOil	2026	16.756
Qinghai	ResidualFuelOil	2031	16.762
Qinghai	ResidualFuelOil	2036	18.857248678
Qinghai	ResidualFuelOil_CCS	2016	14.346
Qinghai	ResidualFuelOil_CCS	2021	15.704
Qinghai	ResidualFuelOil_CCS	2026	16.756
Qinghai	ResidualFuelOil_CCS	2031	16.762
Qinghai	ResidualFuelOil_CCS	2036	18.857248678
Qinghai	Uranium	2016	2.198
Qinghai	Uranium	2021	2.202
Qinghai	Uranium	2026	2.202
Qinghai	Uranium	2031	2.2
Qinghai	Uranium	2036	2.591611722
Shaanxi	Bio_Solid	2016	2.028500431
Shaanxi	Bio_Solid	2021	2.028500431
Shaanxi	Bio_Solid	2026	2.028500431
Shaanxi	Bio_Solid	2031	2.028500431
Shaanxi	Bio_Solid	2036	2.028500431
Shaanxi	Bio_Solid_CCS	2016	2.028500431
Shaanxi	Bio_Solid_CCS	2021	2.028500431
Shaanxi	Bio_Solid_CCS	2026	2.028500431
Shaanxi	Bio_Solid_CCS	2031	2.028500431
Shaanxi	Bio_Solid_CCS	2036	2.028500431
Shaanxi	Coal	2016	3.0832579644
Shaanxi	Coal	2021	3.2390951462
Shaanxi	Coal	2026	3.4052356132
Shaanxi	Coal	2031	3.5791035434
Shaanxi	Coal	2036	3.7492613268
Shaanxi	Coal_CCS	2016	3.0832579644
Shaanxi	Coal_CCS	2021	3.2390951462
Shaanxi	Coal_CCS	2026	3.4052356132
Shaanxi	Coal_CCS	2031	3.5791035434
Shaanxi	Coal_CCS	2036	3.7492613268
Shaanxi	DistillateFuelOil	2016	18.804
Shaanxi	DistillateFuelOil	2021	20.612
Shaanxi	DistillateFuelOil	2026	21.892
Shaanxi	DistillateFuelOil	2031	22.568
Shaanxi	DistillateFuelOil	2036	24.73028897
Shaanxi	DistillateFuelOil_CCS	2016	18.804
Shaanxi	DistillateFuelOil_CCS	2021	20.612
Shaanxi	DistillateFuelOil_CCS	2026	21.892
Shaanxi	DistillateFuelOil_CCS	2031	22.568
Shaanxi	DistillateFuelOil_CCS	2036	24.73028897
Shaanxi	Gas	2016	13.148208292
Shaanxi	Gas	2021	14.831222524
Shaanxi	Gas	2026	16.525130052
Shaanxi	Gas	2031	17.766965796
Shaanxi	Gas	2036	18.67264782
Shaanxi	Gas_CCS	2016	13.148208292
Shaanxi	Gas_CCS	2021	14.831222524
Shaanxi	Gas_CCS	2026	16.525130052
Shaanxi	Gas_CCS	2031	17.766965796
Shaanxi	Gas_CCS	2036	18.67264782
Shaanxi	ResidualFuelOil	2016	14.346
Shaanxi	ResidualFuelOil	2021	15.704
Shaanxi	ResidualFuelOil	2026	16.756
