period_temp	carbon_cap_tco2_per_yr	carbon_cap_tco2_per_yr_CA	carbon_cost_dollar_per_tco2
2016	4754196343.44	.
2021	5491873256.01	.
2026	6172809632.75	.
2031	6427031491.41	.
2036	6284366635.11	.
