GENERATION_PROJECT	gen_tech	gen_energy_source	gen_load_zone	gen_max_age	gen_is_variable	gen_is_baseload	gen_full_load_heat_rate	gen_variable_om	gen_connect_cost_per_mw	gen_dbid	gen_scheduled_outage_rate	gen_forced_outage_rate	gen_capacity_limit_mw	gen_min_build_capacity	gen_is_cogen	gen_storage_efficiency	gen_store_to_release_ratio
653	CSP_Trough_6h_Storage	Solar	Hubei	20	TRUE	FALSE	.	0	3000	653	0.022	0.016	16967.5424	0	FALSE	0	0
654	CSP_Trough_6h_Storage	Solar	Hubei	20	TRUE	FALSE	.	0	3000	654	0.022	0.016	7582.96142	0	FALSE	0	0
655	CSP_Trough_6h_Storage	Solar	Hubei	20	TRUE	FALSE	.	0	3000	655	0.022	0.016	5961.49687	0	FALSE	0	0
656	CSP_Trough_6h_Storage	Solar	Hubei	20	TRUE	FALSE	.	0	3000	656	0.022	0.016	13789.2019	0	FALSE	0	0
657	CSP_Trough_6h_Storage	Solar	Hubei	20	TRUE	FALSE	.	0	3000	657	0.022	0.016	37607.497	0	FALSE	0	0
658	CSP_Trough_6h_Storage	Solar	Hubei	20	TRUE	FALSE	.	0	3000	658	0.022	0.016	29647.7522	0	FALSE	0	0
659	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	659	0.022	0.016	43892.4542	0	FALSE	0	0
660	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	660	0.022	0.016	79193.213	0	FALSE	0	0
661	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	661	0.022	0.016	42301.8776	0	FALSE	0	0
662	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	662	0.022	0.016	10337.0619	0	FALSE	0	0
663	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	663	0.022	0.016	23578.4388	0	FALSE	0	0
664	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	664	0.022	0.016	27407.7057	0	FALSE	0	0
665	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	665	0.022	0.016	111797.383	0	FALSE	0	0
666	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	666	0.022	0.016	793618.214	0	FALSE	0	0
667	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	667	0.022	0.016	870192.914	0	FALSE	0	0
668	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	668	0.022	0.016	130141.729	0	FALSE	0	0
669	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	669	0.022	0.016	685280.935	0	FALSE	0	0
670	CSP_Trough_6h_Storage	Solar	East_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	670	0.022	0.016	445566.966	0	FALSE	0	0
671	CSP_Trough_6h_Storage	Solar	East_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	671	0.022	0.016	1892995.48	0	FALSE	0	0
672	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	672	0.022	0.016	1727722.24	0	FALSE	0	0
673	CSP_Trough_6h_Storage	Solar	East_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	673	0.022	0.016	1941919.93	0	FALSE	0	0
674	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	674	0.022	0.016	12048.9704	0	FALSE	0	0
675	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	675	0.022	0.016	2112.76737	0	FALSE	0	0
676	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	676	0.022	0.016	933.082301	0	FALSE	0	0
677	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	677	0.022	0.016	10147.5825	0	FALSE	0	0
678	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	678	0.022	0.016	7617.33146	0	FALSE	0	0
679	CSP_Trough_6h_Storage	Solar	Jiangxi	20	TRUE	FALSE	.	0	3000	679	0.022	0.016	36538.3166	0	FALSE	0	0
680	CSP_Trough_6h_Storage	Solar	Jiangxi	20	TRUE	FALSE	.	0	3000	680	0.022	0.016	76024.5413	0	FALSE	0	0
681	CSP_Trough_6h_Storage	Solar	Jiangxi	20	TRUE	FALSE	.	0	3000	681	0.022	0.016	24042.8552	0	FALSE	0	0
682	CSP_Trough_6h_Storage	Solar	Jiangxi	20	TRUE	FALSE	.	0	3000	682	0.022	0.016	45763.0656	0	FALSE	0	0
683	CSP_Trough_6h_Storage	Solar	Jiangxi	20	TRUE	FALSE	.	0	3000	683	0.022	0.016	87193.5758	0	FALSE	0	0
684	CSP_Trough_6h_Storage	Solar	Jilin	20	TRUE	FALSE	.	0	3000	684	0.022	0.016	55235.723	0	FALSE	0	0
685	CSP_Trough_6h_Storage	Solar	Jilin	20	TRUE	FALSE	.	0	3000	685	0.022	0.016	72131.677	0	FALSE	0	0
686	CSP_Trough_6h_Storage	Solar	Jilin	20	TRUE	FALSE	.	0	3000	686	0.022	0.016	512412.674	0	FALSE	0	0
687	CSP_Trough_6h_Storage	Solar	Liaoning	20	TRUE	FALSE	.	0	3000	687	0.022	0.016	176961.592	0	FALSE	0	0
688	CSP_Trough_6h_Storage	Solar	Liaoning	20	TRUE	FALSE	.	0	3000	688	0.022	0.016	4600.02132	0	FALSE	0	0
689	CSP_Trough_6h_Storage	Solar	Liaoning	20	TRUE	FALSE	.	0	3000	689	0.022	0.016	17296.8298	0	FALSE	0	0
690	CSP_Trough_6h_Storage	Solar	Liaoning	20	TRUE	FALSE	.	0	3000	690	0.022	0.016	232994.529	0	FALSE	0	0
691	CSP_Trough_6h_Storage	Solar	Chongqing	20	TRUE	FALSE	.	0	3000	691	0.022	0.016	.	0	FALSE	0	0
692	CSP_Trough_6h_Storage	Solar	Ningxia	20	TRUE	FALSE	.	0	3000	692	0.022	0.016	108830.996	0	FALSE	0	0
693	CSP_Trough_6h_Storage	Solar	Ningxia	20	TRUE	FALSE	.	0	3000	693	0.022	0.016	19290.7795	0	FALSE	0	0
694	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	694	0.022	0.016	17259.7223	0	FALSE	0	0
695	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	695	0.022	0.016	370401.069	0	FALSE	0	0
696	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	696	0.022	0.016	24243.0658	0	FALSE	0	0
697	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	697	0.022	0.016	8359.02543	0	FALSE	0	0
698	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	698	0.022	0.016	9724.91488	0	FALSE	0	0
699	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	699	0.022	0.016	39213.3499	0	FALSE	0	0
700	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	700	0.022	0.016	366551.858	0	FALSE	0	0
701	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	701	0.022	0.016	4653.86271	0	FALSE	0	0
702	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	702	0.022	0.016	53866.3244	0	FALSE	0	0
703	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	703	0.022	0.016	15762.4303	0	FALSE	0	0
704	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	704	0.022	0.016	27351.3431	0	FALSE	0	0
705	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	705	0.022	0.016	37911.5956	0	FALSE	0	0
706	CSP_Trough_6h_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	706	0.022	0.016	1098.06863	0	FALSE	0	0
707	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	707	0.022	0.016	7646.98444	0	FALSE	0	0
708	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	708	0.022	0.016	15129.0333	0	FALSE	0	0
709	CSP_Trough_6h_Storage	Solar	Shanghai	20	TRUE	FALSE	.	0	3000	709	0.022	0.016	218.23543	0	FALSE	0	0
710	CSP_Trough_6h_Storage	Solar	Shanxi	20	TRUE	FALSE	.	0	3000	710	0.022	0.016	23384.429	0	FALSE	0	0
711	CSP_Trough_6h_Storage	Solar	Shanxi	20	TRUE	FALSE	.	0	3000	711	0.022	0.016	47624.2354	0	FALSE	0	0
712	CSP_Trough_6h_Storage	Solar	Shanxi	20	TRUE	FALSE	.	0	3000	712	0.022	0.016	10909.9214	0	FALSE	0	0
713	CSP_Trough_6h_Storage	Solar	Shanxi	20	TRUE	FALSE	.	0	3000	713	0.022	0.016	10404.8618	0	FALSE	0	0
714	CSP_Trough_6h_Storage	Solar	Shanxi	20	TRUE	FALSE	.	0	3000	714	0.022	0.016	20996.7526	0	FALSE	0	0
715	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	715	0.022	0.016	32715.8396	0	FALSE	0	0
716	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	716	0.022	0.016	367535.949	0	FALSE	0	0
717	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	717	0.022	0.016	26982.8158	0	FALSE	0	0
718	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	718	0.022	0.016	8653.16691	0	FALSE	0	0
719	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	719	0.022	0.016	35590.4027	0	FALSE	0	0
720	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	720	0.022	0.016	7015.15481	0	FALSE	0	0
721	CSP_Trough_6h_Storage	Solar	Sichuan	20	TRUE	FALSE	.	0	3000	721	0.022	0.016	6565.41297	0	FALSE	0	0
722	CSP_Trough_6h_Storage	Solar	Chongqing	20	TRUE	FALSE	.	0	3000	722	0.022	0.016	1082.85383	0	FALSE	0	0
723	CSP_Trough_6h_Storage	Solar	Chongqing	20	TRUE	FALSE	.	0	3000	723	0.022	0.016	6750.53104	0	FALSE	0	0
724	CSP_Trough_6h_Storage	Solar	Chongqing	20	TRUE	FALSE	.	0	3000	724	0.022	0.016	2877.1425	0	FALSE	0	0
725	CSP_Trough_6h_Storage	Solar	Tianjin	20	TRUE	FALSE	.	0	3000	725	0.022	0.016	10140.6794	0	FALSE	0	0
726	CSP_Trough_6h_Storage	Solar	Tibet	20	TRUE	FALSE	.	0	3000	726	0.022	0.016	124463.618	0	FALSE	0	0
727	CSP_Trough_6h_Storage	Solar	Tibet	20	TRUE	FALSE	.	0	3000	727	0.022	0.016	620685.387	0	FALSE	0	0
728	CSP_Trough_6h_Storage	Solar	Tibet	20	TRUE	FALSE	.	0	3000	728	0.022	0.016	1104137.74	0	FALSE	0	0
729	CSP_Trough_6h_Storage	Solar	Tibet	20	TRUE	FALSE	.	0	3000	729	0.022	0.016	862748.157	0	FALSE	0	0
730	CSP_Trough_6h_Storage	Solar	Tibet	20	TRUE	FALSE	.	0	3000	730	0.022	0.016	112787.519	0	FALSE	0	0
731	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	731	0.022	0.016	364858.465	0	FALSE	0	0
732	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	732	0.022	0.016	1577917.86	0	FALSE	0	0
733	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	733	0.022	0.016	2610944.24	0	FALSE	0	0
734	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	734	0.022	0.016	1752506.41	0	FALSE	0	0
735	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	735	0.022	0.016	4169084.8	0	FALSE	0	0
736	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	736	0.022	0.016	1656027.31	0	FALSE	0	0
737	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	737	0.022	0.016	245806.341	0	FALSE	0	0
738	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	738	0.022	0.016	7802.39354	0	FALSE	0	0
739	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	739	0.022	0.016	50159.4104	0	FALSE	0	0
740	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	740	0.022	0.016	25581.5063	0	FALSE	0	0
741	CSP_Trough_6h_Storage	Solar	Guizhou	20	TRUE	FALSE	.	0	3000	741	0.022	0.016	8491.16632	0	FALSE	0	0
742	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	742	0.022	0.016	13174.589	0	FALSE	0	0
743	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	743	0.022	0.016	3227.89947	0	FALSE	0	0
744	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	744	0.022	0.016	4326.26939	0	FALSE	0	0
745	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	745	0.022	0.016	6827.26631	0	FALSE	0	0
746	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	746	0.022	0.016	2186.79286	0	FALSE	0	0
747	CSP_Trough_6h_Storage	Solar	Zhejiang	20	TRUE	FALSE	.	0	3000	747	0.022	0.016	9579.93423	0	FALSE	0	0
748	CSP_Trough_6h_Storage	Solar	Zhejiang	20	TRUE	FALSE	.	0	3000	748	0.022	0.016	4813.13703	0	FALSE	0	0
749	CSP_Trough_6h_Storage	Solar	Zhejiang	20	TRUE	FALSE	.	0	3000	749	0.022	0.016	3163.87992	0	FALSE	0	0
750	CSP_Trough_6h_Storage	Solar	Zhejiang	20	TRUE	FALSE	.	0	3000	750	0.022	0.016	15140.2516	0	FALSE	0	0
751	CSP_Trough_6h_Storage	Solar	Zhejiang	20	TRUE	FALSE	.	0	3000	751	0.022	0.016	6636.07383	0	FALSE	0	0
752	CSP_Trough_6h_Storage	Solar	Beijing	20	TRUE	FALSE	.	0	3000	752	0.022	0.016	1042.03608	0	FALSE	0	0
753	CSP_Trough_6h_Storage	Solar	Beijing	20	TRUE	FALSE	.	0	3000	753	0.022	0.016	3514.67723	0	FALSE	0	0
754	CSP_Trough_6h_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	754	0.022	0.016	760778.302	0	FALSE	0	0
755	CSP_Trough_6h_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	755	0.022	0.016	1292433.14	0	FALSE	0	0
756	CSP_Trough_6h_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	756	0.022	0.016	771775.045	0	FALSE	0	0
757	CSP_Trough_6h_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	757	0.022	0.016	687238.852	0	FALSE	0	0
758	CSP_Trough_6h_Storage	Solar	Hainan	20	TRUE	FALSE	.	0	3000	758	0.022	0.016	47729.1738	0	FALSE	0	0
759	CSP_Trough_6h_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	759	0.022	0.016	58982.5262	0	FALSE	0	0
760	CSP_Trough_6h_Storage	Solar	Heilongjiang	20	TRUE	FALSE	.	0	3000	760	0.022	0.016	165729.034	0	FALSE	0	0
761	CSP_Trough_6h_Storage	Solar	Hunan	20	TRUE	FALSE	.	0	3000	761	0.022	0.016	34736.2929	0	FALSE	0	0
762	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	762	0.022	0.016	1740346.62	0	FALSE	0	0
763	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	763	0.022	0.016	2155873.53	0	FALSE	0	0
764	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	764	0.022	0.016	646811.924	0	FALSE	0	0
765	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	765	0.022	0.016	1896036.17	0	FALSE	0	0
766	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	766	0.022	0.016	1822258.33	0	FALSE	0	0
767	CSP_Trough_6h_Storage	Solar	East_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	767	0.022	0.016	866903.437	0	FALSE	0	0
768	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	768	0.022	0.016	2214339.2	0	FALSE	0	0
769	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	769	0.022	0.016	1116281.94	0	FALSE	0	0
770	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	770	0.022	0.016	6604.03998	0	FALSE	0	0
771	CSP_Trough_6h_Storage	Solar	Jiangsu	20	TRUE	FALSE	.	0	3000	771	0.022	0.016	.	0	FALSE	0	0
772	CSP_Trough_6h_Storage	Solar	Jilin	20	TRUE	FALSE	.	0	3000	772	0.022	0.016	432427.485	0	FALSE	0	0
773	CSP_Trough_6h_Storage	Solar	Liaoning	20	TRUE	FALSE	.	0	3000	773	0.022	0.016	186309.715	0	FALSE	0	0
774	CSP_Trough_6h_Storage	Solar	Ningxia	20	TRUE	FALSE	.	0	3000	774	0.022	0.016	45965.222	0	FALSE	0	0
775	CSP_Trough_6h_Storage	Solar	Ningxia	20	TRUE	FALSE	.	0	3000	775	0.022	0.016	162530.994	0	FALSE	0	0
776	CSP_Trough_6h_Storage	Solar	Ningxia	20	TRUE	FALSE	.	0	3000	776	0.022	0.016	387617.03	0	FALSE	0	0
777	CSP_Trough_6h_Storage	Solar	Ningxia	20	TRUE	FALSE	.	0	3000	777	0.022	0.016	120734.434	0	FALSE	0	0
778	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	778	0.022	0.016	1433030.01	0	FALSE	0	0
779	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	779	0.022	0.016	790921.131	0	FALSE	0	0
780	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	780	0.022	0.016	241741.268	0	FALSE	0	0
781	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	781	0.022	0.016	216006.745	0	FALSE	0	0
782	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	782	0.022	0.016	2656826.36	0	FALSE	0	0
783	CSP_Trough_6h_Storage	Solar	Qinghai	20	TRUE	FALSE	.	0	3000	783	0.022	0.016	527358.961	0	FALSE	0	0
784	CSP_Trough_6h_Storage	Solar	Shaanxi	20	TRUE	FALSE	.	0	3000	784	0.022	0.016	514991.271	0	FALSE	0	0
785	CSP_Trough_6h_Storage	Solar	Shandong	20	TRUE	FALSE	.	0	3000	785	0.022	0.016	91567.4414	0	FALSE	0	0
786	CSP_Trough_6h_Storage	Solar	Tibet	20	TRUE	FALSE	.	0	3000	786	0.022	0.016	1318261.21	0	FALSE	0	0
787	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	787	0.022	0.016	2628244.18	0	FALSE	0	0
788	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	788	0.022	0.016	2326428.44	0	FALSE	0	0
789	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	789	0.022	0.016	5170506.49	0	FALSE	0	0
790	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	790	0.022	0.016	3331883.1	0	FALSE	0	0
791	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	791	0.022	0.016	4621162.28	0	FALSE	0	0
792	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	792	0.022	0.016	1498073.3	0	FALSE	0	0
793	CSP_Trough_6h_Storage	Solar	Xinjiang	20	TRUE	FALSE	.	0	3000	793	0.022	0.016	3533566.15	0	FALSE	0	0
794	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	794	0.022	0.016	18436.1817	0	FALSE	0	0
795	CSP_Trough_6h_Storage	Solar	Yunnan	20	TRUE	FALSE	.	0	3000	795	0.022	0.016	2902.88309	0	FALSE	0	0
796	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	796	0.022	0.016	3339677.32	0	FALSE	0	0
797	CSP_Trough_6h_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	797	0.022	0.016	22805.3343	0	FALSE	0	0
798	CSP_Trough_6h_Storage	Solar	West_Inner_Mongolia	20	TRUE	FALSE	.	0	3000	798	0.022	0.016	712185.15	0	FALSE	0	0
799	CSP_Trough_6h_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	799	0.022	0.016	46548.6973	0	FALSE	0	0
800	CSP_Trough_6h_Storage	Solar	Fujian	20	TRUE	FALSE	.	0	3000	800	0.022	0.016	3183.55748	0	FALSE	0	0
801	CSP_Trough_No_Storage	Solar	Anhui	20	TRUE	FALSE	.	0	3000	801	0.022	0.016	54365.1329	0	FALSE	0	0
802	CSP_Trough_No_Storage	Solar	Anhui	20	TRUE	FALSE	.	0	3000	802	0.022	0.016	19038.1496	0	FALSE	0	0
803	CSP_Trough_No_Storage	Solar	Anhui	20	TRUE	FALSE	.	0	3000	803	0.022	0.016	26619.4243	0	FALSE	0	0
804	CSP_Trough_No_Storage	Solar	Anhui	20	TRUE	FALSE	.	0	3000	804	0.022	0.016	12857.1298	0	FALSE	0	0
805	CSP_Trough_No_Storage	Solar	Beijing	20	TRUE	FALSE	.	0	3000	805	0.022	0.016	2164.25904	0	FALSE	0	0
806	CSP_Trough_No_Storage	Solar	Chongqing	20	TRUE	FALSE	.	0	3000	806	0.022	0.016	37436.8796	0	FALSE	0	0
807	CSP_Trough_No_Storage	Solar	Fujian	20	TRUE	FALSE	.	0	3000	807	0.022	0.016	9316.51961	0	FALSE	0	0
808	CSP_Trough_No_Storage	Solar	Fujian	20	TRUE	FALSE	.	0	3000	808	0.022	0.016	3932.86286	0	FALSE	0	0
809	CSP_Trough_No_Storage	Solar	Fujian	20	TRUE	FALSE	.	0	3000	809	0.022	0.016	12666.2904	0	FALSE	0	0
810	CSP_Trough_No_Storage	Solar	Fujian	20	TRUE	FALSE	.	0	3000	810	0.022	0.016	10633.5196	0	FALSE	0	0
811	CSP_Trough_No_Storage	Solar	Fujian	20	TRUE	FALSE	.	0	3000	811	0.022	0.016	16549.4132	0	FALSE	0	0
812	CSP_Trough_No_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	812	0.022	0.016	306516.43	0	FALSE	0	0
813	CSP_Trough_No_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	813	0.022	0.016	21854.7661	0	FALSE	0	0
814	CSP_Trough_No_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	814	0.022	0.016	476913.614	0	FALSE	0	0
815	CSP_Trough_No_Storage	Solar	Gansu	20	TRUE	FALSE	.	0	3000	815	0.022	0.016	861337.404	0	FALSE	0	0
816	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	816	0.022	0.016	7606.54014	0	FALSE	0	0
817	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	817	0.022	0.016	38244.3261	0	FALSE	0	0
818	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	818	0.022	0.016	103093.959	0	FALSE	0	0
819	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	819	0.022	0.016	19955.5973	0	FALSE	0	0
820	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	820	0.022	0.016	30241.6324	0	FALSE	0	0
821	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	821	0.022	0.016	39427.6584	0	FALSE	0	0
822	CSP_Trough_No_Storage	Solar	Guangdong	20	TRUE	FALSE	.	0	3000	822	0.022	0.016	44262.1765	0	FALSE	0	0
823	CSP_Trough_No_Storage	Solar	Guangxi	20	TRUE	FALSE	.	0	3000	823	0.022	0.016	56748.5138	0	FALSE	0	0
824	CSP_Trough_No_Storage	Solar	Guangxi	20	TRUE	FALSE	.	0	3000	824	0.022	0.016	32774.6145	0	FALSE	0	0
825	CSP_Trough_No_Storage	Solar	Guangxi	20	TRUE	FALSE	.	0	3000	825	0.022	0.016	77614.4023	0	FALSE	0	0
826	CSP_Trough_No_Storage	Solar	Guangxi	20	TRUE	FALSE	.	0	3000	826	0.022	0.016	89010.2876	0	FALSE	0	0
827	CSP_Trough_No_Storage	Solar	Guangxi	20	TRUE	FALSE	.	0	3000	827	0.022	0.016	106360.85	0	FALSE	0	0
828	CSP_Trough_No_Storage	Solar	Guangxi	20	TRUE	FALSE	.	0	3000	828	0.022	0.016	28255.0811	0	FALSE	0	0
829	CSP_Trough_No_Storage	Solar	Guizhou	20	TRUE	FALSE	.	0	3000	829	0.022	0.016	26731.3362	0	FALSE	0	0
830	CSP_Trough_No_Storage	Solar	Guizhou	20	TRUE	FALSE	.	0	3000	830	0.022	0.016	68714.6258	0	FALSE	0	0
831	CSP_Trough_No_Storage	Solar	Guizhou	20	TRUE	FALSE	.	0	3000	831	0.022	0.016	21354.145	0	FALSE	0	0
832	CSP_Trough_No_Storage	Solar	Guizhou	20	TRUE	FALSE	.	0	3000	832	0.022	0.016	16544.9404	0	FALSE	0	0
833	CSP_Trough_No_Storage	Solar	Guizhou	20	TRUE	FALSE	.	0	3000	833	0.022	0.016	35220.5453	0	FALSE	0	0
834	CSP_Trough_No_Storage	Solar	Hainan	20	TRUE	FALSE	.	0	3000	834	0.022	0.016	31021.7422	0	FALSE	0	0
835	CSP_Trough_No_Storage	Solar	Hainan	20	TRUE	FALSE	.	0	3000	835	0.022	0.016	91861.7755	0	FALSE	0	0
836	CSP_Trough_No_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	836	0.022	0.016	27186.5661	0	FALSE	0	0
837	CSP_Trough_No_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	837	0.022	0.016	11545.8646	0	FALSE	0	0
838	CSP_Trough_No_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	838	0.022	0.016	33280.0096	0	FALSE	0	0
839	CSP_Trough_No_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	839	0.022	0.016	22095.9892	0	FALSE	0	0
840	CSP_Trough_No_Storage	Solar	Hebei	20	TRUE	FALSE	.	0	3000	840	0.022	0.016	8871.8199	0	FALSE	0	0
841	CSP_Trough_No_Storage	Solar	Heilongjiang	20	TRUE	FALSE	.	0	3000	841	0.022	0.016	222947.152	0	FALSE	0	0
