GEN_TP_FUELS_1	GEN_TP_FUELS_2	GEN_TP_FUELS_3	GenFuelUseRate
1447	71073	Gas_CCS	0.0
1447	251298	Gas_CCS	9533.471349806
1447	71077	Gas_CCS	0.0
1447	251302	Gas_CCS	9533.471349806
1447	161649	Gas_CCS	0.0
1447	71081	Gas_CCS	0.0
1447	71085	Gas_CCS	0.0
1447	161501	Gas_CCS	0.0
1447	116913	Gas_CCS	0.0
1447	116917	Gas_CCS	0.0
1447	116921	Gas_CCS	0.0
1447	116925	Gas_CCS	0.0
1447	161653	Gas_CCS	9533.471349806
1447	251510	Gas_CCS	9533.471349806
1447	161505	Gas_CCS	0.0
1447	251282	Gas_CCS	0.0
1447	206162	Gas_CCS	0.0
1447	251514	Gas_CCS	9533.471349806
1447	206166	Gas_CCS	0.0
1447	161657	Gas_CCS	9533.471349806
1447	70873	Gas_CCS	0.0
1447	206170	Gas_CCS	0.0
1447	70877	Gas_CCS	0.0
1447	206174	Gas_CCS	9533.471349806
1447	161509	Gas_CCS	9533.471349806
1447	70881	Gas_CCS	0.0
1447	206178	Gas_CCS	9533.471349806
1447	70885	Gas_CCS	0.0
1447	206182	Gas_CCS	9533.471349806
1447	251518	Gas_CCS	9533.471349806
1447	70889	Gas_CCS	0.0
1447	251498	Gas_CCS	9533.471349806
1447	70893	Gas_CCS	0.0
1447	251502	Gas_CCS	0.0
1447	161661	Gas_CCS	9533.471349806
1447	116977	Gas_CCS	0.0
1447	206450	Gas_CCS	0.0
1447	116981	Gas_CCS	0.0
1447	206454	Gas_CCS	0.0
1447	116905	Gas_CCS	0.0
1447	116985	Gas_CCS	0.0
1447	206458	Gas_CCS	0.0
1447	116989	Gas_CCS	0.0
1447	206462	Gas_CCS	9533.471349806
1448	116993	Gas_CCS	0.0
1448	206466	Gas_CCS	9533.471349806
1448	161517	Gas_CCS	9533.471349806
1448	116997	Gas_CCS	0.0
1448	206470	Gas_CCS	9533.471349806
1448	161645	Gas_CCS	0.0
1448	161513	Gas_CCS	9533.471349806
1448	116909	Gas_CCS	0.0
1448	161641	Gas_CCS	9533.471349806
1448	251506	Gas_CCS	0.0
1448	251286	Gas_CCS	0.0
1448	161497	Gas_CCS	9533.471349806
1448	71065	Gas_CCS	0.0
1448	251290	Gas_CCS	0.0
1448	71069	Gas_CCS	0.0
1448	251294	Gas_CCS	9533.471349806
1448	71073	Gas_CCS	0.0
1448	251298	Gas_CCS	9533.471349806
1448	71077	Gas_CCS	0.0
1448	251302	Gas_CCS	9533.471349806
1448	161649	Gas_CCS	0.0
1448	71081	Gas_CCS	0.0
1448	71085	Gas_CCS	0.0
1448	161501	Gas_CCS	0.0
1448	116913	Gas_CCS	0.0
1448	116917	Gas_CCS	0.0
1448	116921	Gas_CCS	0.0
1448	116925	Gas_CCS	0.0
1448	161653	Gas_CCS	9533.471349806
1448	251510	Gas_CCS	9533.471349806
1448	161505	Gas_CCS	0.0
1448	251282	Gas_CCS	0.0
1448	206162	Gas_CCS	0.0
1448	251514	Gas_CCS	9533.471349806
1448	206166	Gas_CCS	0.0
1448	161657	Gas_CCS	9533.471349806
1448	70873	Gas_CCS	0.0
1448	206170	Gas_CCS	0.0
1448	70877	Gas_CCS	0.0
1448	206174	Gas_CCS	9533.471349806
1448	161509	Gas_CCS	9533.471349806
1448	70881	Gas_CCS	0.0
1448	206178	Gas_CCS	9533.471349806
1448	70885	Gas_CCS	0.0
1448	206182	Gas_CCS	9533.471349806
1448	251518	Gas_CCS	9533.471349806
1448	70889	Gas_CCS	0.0
1448	251498	Gas_CCS	9533.471349806
1448	70893	Gas_CCS	0.0
1448	251502	Gas_CCS	0.0
1448	161661	Gas_CCS	9533.471349806
1448	116977	Gas_CCS	0.0
1448	206450	Gas_CCS	0.0
1448	116981	Gas_CCS	0.0
1448	206454	Gas_CCS	0.0
1448	116905	Gas_CCS	0.0
1448	116985	Gas_CCS	0.0
1448	206458	Gas_CCS	0.0
1448	116989	Gas_CCS	0.0
1448	206462	Gas_CCS	9533.471349806
1449	116993	Gas_CCS	0.0
1449	206466	Gas_CCS	9533.471349806
1449	161517	Gas_CCS	9533.471349806
1449	116997	Gas_CCS	0.0
1449	206470	Gas_CCS	9533.471349806
1449	161645	Gas_CCS	0.0
1449	161513	Gas_CCS	9533.471349806
1449	116909	Gas_CCS	0.0
1449	161641	Gas_CCS	0.0
1449	251506	Gas_CCS	0.0
1449	251286	Gas_CCS	0.0
1449	161497	Gas_CCS	0.0
1449	71065	Gas_CCS	0.0
1449	251290	Gas_CCS	0.0
1449	71069	Gas_CCS	0.0
1449	251294	Gas_CCS	9533.471349806
1449	71073	Gas_CCS	0.0
1449	251298	Gas_CCS	9533.471349806
1449	71077	Gas_CCS	0.0
1449	251302	Gas_CCS	9533.471349806
1449	161649	Gas_CCS	0.0
1449	71081	Gas_CCS	0.0
1449	71085	Gas_CCS	0.0
1449	161501	Gas_CCS	0.0
1449	116913	Gas_CCS	0.0
1449	116917	Gas_CCS	0.0
1449	116921	Gas_CCS	0.0
1449	116925	Gas_CCS	0.0
1449	161653	Gas_CCS	9533.471349806
1449	251510	Gas_CCS	9533.471349806
1449	161505	Gas_CCS	0.0
1449	251282	Gas_CCS	0.0
1449	206162	Gas_CCS	0.0
1449	251514	Gas_CCS	9533.471349806
1449	206166	Gas_CCS	0.0
1449	161657	Gas_CCS	9533.471349806
1449	70873	Gas_CCS	0.0
1449	206170	Gas_CCS	0.0
1449	70877	Gas_CCS	0.0
1449	206174	Gas_CCS	9533.471349806
1449	161509	Gas_CCS	9533.471349806
1449	70881	Gas_CCS	0.0
1449	206178	Gas_CCS	9533.471349806
1449	70885	Gas_CCS	0.0
1449	206182	Gas_CCS	9533.471349806
1449	251518	Gas_CCS	9533.471349806
1449	70889	Gas_CCS	0.0
1449	251498	Gas_CCS	9533.471349806
1449	70893	Gas_CCS	0.0
1449	251502	Gas_CCS	0.0
1449	161661	Gas_CCS	9533.471349806
1449	116977	Gas_CCS	0.0
1449	206450	Gas_CCS	0.0
1449	116981	Gas_CCS	0.0
1449	206454	Gas_CCS	0.0
1449	116905	Gas_CCS	0.0
1449	116985	Gas_CCS	0.0
1449	206458	Gas_CCS	0.0
1449	116989	Gas_CCS	0.0
1449	206462	Gas_CCS	9533.471349806
1450	116993	Gas_CCS	0.0
1450	206466	Gas_CCS	9533.471349806
1450	161517	Gas_CCS	9533.471349806
1450	116997	Gas_CCS	0.0
1450	206470	Gas_CCS	9533.471349806
1450	161645	Gas_CCS	0.0
1450	161513	Gas_CCS	9533.471349806
1450	116909	Gas_CCS	0.0
1450	161641	Gas_CCS	9533.471349806
1450	251506	Gas_CCS	0.0
1450	251286	Gas_CCS	0.0
1450	161497	Gas_CCS	9533.471349806
1450	71065	Gas_CCS	0.0
1450	251290	Gas_CCS	0.0
1450	71069	Gas_CCS	0.0
1450	251294	Gas_CCS	9533.471349806
1450	71073	Gas_CCS	0.0
1450	251298	Gas_CCS	0.0
1450	71077	Gas_CCS	0.0
1450	251302	Gas_CCS	9533.471349806
1450	161649	Gas_CCS	0.0
1450	71081	Gas_CCS	0.0
1450	71085	Gas_CCS	0.0
1450	161501	Gas_CCS	0.0
1450	116913	Gas_CCS	0.0
1450	116917	Gas_CCS	0.0
1450	116921	Gas_CCS	0.0
1450	116925	Gas_CCS	0.0
1450	161653	Gas_CCS	9533.471349806
1450	251510	Gas_CCS	9533.471349806
1450	161505	Gas_CCS	0.0
1450	251282	Gas_CCS	0.0
1450	206162	Gas_CCS	0.0
1450	251514	Gas_CCS	9533.471349806
1450	206166	Gas_CCS	0.0
1450	161657	Gas_CCS	9533.471349806
1450	70873	Gas_CCS	0.0
1450	206170	Gas_CCS	0.0
1450	70877	Gas_CCS	0.0
1450	206174	Gas_CCS	9533.471349806
1450	161509	Gas_CCS	9533.471349806
1450	70881	Gas_CCS	0.0
1450	206178	Gas_CCS	9533.471349806
1450	70885	Gas_CCS	0.0
1450	206182	Gas_CCS	9533.471349806
1450	251518	Gas_CCS	9533.471349806
1450	70889	Gas_CCS	0.0
1450	251498	Gas_CCS	9533.471349806
1450	70893	Gas_CCS	0.0
1450	251502	Gas_CCS	0.0
1450	161661	Gas_CCS	9533.471349806
1450	116977	Gas_CCS	0.0
1450	206450	Gas_CCS	0.0
1450	116981	Gas_CCS	0.0
1450	206454	Gas_CCS	0.0
1450	116905	Gas_CCS	0.0
1450	116985	Gas_CCS	0.0
1450	206458	Gas_CCS	0.0
1450	116989	Gas_CCS	0.0
1450	206462	Gas_CCS	9533.471349806
1451	116993	Gas_CCS	0.0
1451	206466	Gas_CCS	9533.471349806
1451	161517	Gas_CCS	9533.471349806
1451	116997	Gas_CCS	0.0
1451	206470	Gas_CCS	9533.471349806
1451	161645	Gas_CCS	0.0
1451	161513	Gas_CCS	9533.471349806
1451	116909	Gas_CCS	0.0
1451	161641	Gas_CCS	0.0
1451	251506	Gas_CCS	0.0
1451	251286	Gas_CCS	9533.471349806
1451	161497	Gas_CCS	0.0
1451	71065	Gas_CCS	0.0
1451	251290	Gas_CCS	9533.471349806
1451	71069	Gas_CCS	0.0
1451	251294	Gas_CCS	9533.471349806
1451	71073	Gas_CCS	0.0
1451	251298	Gas_CCS	9533.471349806
1451	71077	Gas_CCS	0.0
1451	251302	Gas_CCS	9533.471349806
1451	161649	Gas_CCS	0.0
1451	71081	Gas_CCS	0.0
1451	71085	Gas_CCS	0.0
1451	161501	Gas_CCS	0.0
1451	116913	Gas_CCS	0.0
1451	116917	Gas_CCS	0.0
1451	116921	Gas_CCS	0.0
1451	116925	Gas_CCS	0.0
1451	161653	Gas_CCS	9533.471349806
1451	251510	Gas_CCS	9533.471349806
1451	161505	Gas_CCS	0.0
1451	251282	Gas_CCS	9533.471349806
1451	206162	Gas_CCS	9533.471349806
1451	251514	Gas_CCS	9533.471349806
1451	206166	Gas_CCS	0.0
1451	161657	Gas_CCS	9533.471349806
1451	70873	Gas_CCS	0.0
1451	206170	Gas_CCS	0.0
1451	70877	Gas_CCS	0.0
1451	206174	Gas_CCS	9533.471349806
1451	161509	Gas_CCS	9533.471349806
1451	70881	Gas_CCS	0.0
1451	206178	Gas_CCS	9533.471349806
1451	70885	Gas_CCS	0.0
1451	206182	Gas_CCS	9533.471349806
1451	251518	Gas_CCS	9533.471349806
1451	70889	Gas_CCS	0.0
1451	251498	Gas_CCS	9533.471349806
1451	70893	Gas_CCS	0.0
1451	251502	Gas_CCS	9533.471349806
1451	161661	Gas_CCS	9533.471349806
1451	116977	Gas_CCS	0.0
1451	206450	Gas_CCS	9533.471349806
1451	116981	Gas_CCS	0.0
1451	206454	Gas_CCS	0.0
1451	116905	Gas_CCS	0.0
1451	116985	Gas_CCS	0.0
1451	206458	Gas_CCS	0.0
1451	116989	Gas_CCS	0.0
1451	206462	Gas_CCS	9533.471349806
1452	116993	Gas_CCS	0.0
1452	206466	Gas_CCS	9533.471349806
1452	161517	Gas_CCS	9533.471349806
1452	116997	Gas_CCS	0.0
1452	206470	Gas_CCS	9533.471349806
1452	161645	Gas_CCS	0.0
1452	161513	Gas_CCS	9533.471349806
1452	116909	Gas_CCS	0.0
1452	161641	Gas_CCS	9533.471349806
1452	251506	Gas_CCS	0.0
1452	251286	Gas_CCS	0.0
1452	161497	Gas_CCS	9533.471349806
1452	71065	Gas_CCS	0.0
1452	251290	Gas_CCS	0.0
1452	71069	Gas_CCS	0.0
1452	251294	Gas_CCS	9533.471349806
1452	71073	Gas_CCS	0.0
1452	251298	Gas_CCS	9533.471349806
1452	71077	Gas_CCS	0.0
1452	251302	Gas_CCS	9533.471349806
1452	161649	Gas_CCS	0.0
1452	71081	Gas_CCS	0.0
1452	71085	Gas_CCS	0.0
1452	161501	Gas_CCS	0.0
1452	116913	Gas_CCS	0.0
1452	116917	Gas_CCS	0.0
1452	116921	Gas_CCS	0.0
1452	116925	Gas_CCS	0.0
1452	161653	Gas_CCS	9533.471349806
1452	251510	Gas_CCS	9533.471349806
1452	161505	Gas_CCS	0.0
1452	251282	Gas_CCS	0.0
1452	206162	Gas_CCS	0.0
1452	251514	Gas_CCS	9533.471349806
1452	206166	Gas_CCS	0.0
1452	161657	Gas_CCS	9533.471349806
1452	70873	Gas_CCS	0.0
1452	206170	Gas_CCS	0.0
1452	70877	Gas_CCS	0.0
1452	206174	Gas_CCS	9533.471349806
1452	161509	Gas_CCS	9533.471349806
1452	70881	Gas_CCS	0.0
1452	206178	Gas_CCS	9533.471349806
1452	70885	Gas_CCS	0.0
1452	206182	Gas_CCS	9533.471349806
1452	251518	Gas_CCS	9533.471349806
1452	70889	Gas_CCS	0.0
1452	251498	Gas_CCS	9533.471349806
1452	70893	Gas_CCS	0.0
1452	251502	Gas_CCS	0.0
1452	161661	Gas_CCS	9533.471349806
1452	116977	Gas_CCS	0.0
1452	206450	Gas_CCS	0.0
1452	116981	Gas_CCS	0.0
1452	206454	Gas_CCS	0.0
1452	116905	Gas_CCS	0.0
1452	116985	Gas_CCS	0.0
1452	206458	Gas_CCS	0.0
1452	116989	Gas_CCS	0.0
1452	206462	Gas_CCS	9533.471349806
1453	116993	Gas_CCS	0.0
1453	206466	Gas_CCS	9533.471349806
1453	161517	Gas_CCS	9533.471349806
1453	116997	Gas_CCS	0.0
1453	206470	Gas_CCS	9533.471349806
1453	161645	Gas_CCS	0.0
1453	161513	Gas_CCS	9533.471349806
1453	116909	Gas_CCS	0.0
1453	161641	Gas_CCS	0.0
1453	251506	Gas_CCS	9533.471349806
1453	251286	Gas_CCS	0.0
1453	161497	Gas_CCS	0.0
1453	71065	Gas_CCS	0.0
1453	251290	Gas_CCS	0.0
1453	71069	Gas_CCS	0.0
1453	251294	Gas_CCS	9533.471349806
1453	71073	Gas_CCS	0.0
1453	251298	Gas_CCS	0.0
1453	71077	Gas_CCS	0.0
1453	251302	Gas_CCS	0.0
1453	161649	Gas_CCS	0.0
1453	71081	Gas_CCS	0.0
1453	71085	Gas_CCS	0.0
1453	161501	Gas_CCS	0.0
1453	116913	Gas_CCS	0.0
1453	116917	Gas_CCS	0.0
1453	116921	Gas_CCS	0.0
1453	116925	Gas_CCS	0.0
1453	161653	Gas_CCS	9533.471349806
1453	251510	Gas_CCS	9533.471349806
1453	161505	Gas_CCS	0.0
1453	251282	Gas_CCS	0.0
1453	206162	Gas_CCS	0.0
1453	251514	Gas_CCS	9533.471349806
1453	206166	Gas_CCS	0.0
1453	161657	Gas_CCS	9533.471349806
1453	70873	Gas_CCS	0.0
1453	206170	Gas_CCS	0.0
1453	70877	Gas_CCS	0.0
1453	206174	Gas_CCS	9533.471349806
1453	161509	Gas_CCS	9533.471349806
1453	70881	Gas_CCS	0.0
1453	206178	Gas_CCS	9533.471349806
1453	70885	Gas_CCS	0.0
1453	206182	Gas_CCS	9533.471349806
1453	251518	Gas_CCS	9533.471349806
1453	70889	Gas_CCS	0.0
1453	251498	Gas_CCS	9533.471349806
1453	70893	Gas_CCS	0.0
1453	251502	Gas_CCS	9533.471349806
1453	161661	Gas_CCS	9533.471349806
1453	116977	Gas_CCS	0.0
1453	206450	Gas_CCS	0.0
1453	116981	Gas_CCS	0.0
1453	206454	Gas_CCS	0.0
1453	116905	Gas_CCS	0.0
1453	116985	Gas_CCS	0.0
1453	206458	Gas_CCS	0.0
1453	116989	Gas_CCS	0.0
1453	206462	Gas_CCS	9533.471349806
1454	116993	Gas_CCS	0.0
1454	206466	Gas_CCS	9533.471349806
1454	161517	Gas_CCS	9533.471349806
1454	116997	Gas_CCS	0.0
1454	206470	Gas_CCS	9533.471349806
1454	161645	Gas_CCS	0.0
1454	161513	Gas_CCS	9533.471349806
1454	116909	Gas_CCS	0.0
1454	161641	Gas_CCS	9533.471349806
1454	251506	Gas_CCS	0.0
1454	251286	Gas_CCS	0.0
1454	161497	Gas_CCS	9533.471349806
1454	71065	Gas_CCS	0.0
1454	251290	Gas_CCS	0.0
1454	71069	Gas_CCS	0.0
1454	251294	Gas_CCS	9533.471349806
1454	71073	Gas_CCS	0.0
1454	251298	Gas_CCS	0.0
1454	71077	Gas_CCS	0.0
1454	251302	Gas_CCS	9533.471349806
1454	161649	Gas_CCS	0.0
1454	71081	Gas_CCS	0.0
1454	71085	Gas_CCS	0.0
1454	161501	Gas_CCS	0.0
1454	116913	Gas_CCS	0.0
1454	116917	Gas_CCS	0.0
1454	116921	Gas_CCS	0.0
1454	116925	Gas_CCS	0.0
1454	161653	Gas_CCS	9533.471349806
1454	251510	Gas_CCS	9533.471349806
1454	161505	Gas_CCS	0.0
1454	251282	Gas_CCS	0.0
1454	206162	Gas_CCS	0.0
1454	251514	Gas_CCS	9533.471349806
1454	206166	Gas_CCS	0.0
1454	161657	Gas_CCS	9533.471349806
1454	70873	Gas_CCS	0.0
1454	206170	Gas_CCS	0.0
1454	70877	Gas_CCS	0.0
1454	206174	Gas_CCS	9533.471349806
1454	161509	Gas_CCS	9533.471349806
1454	70881	Gas_CCS	0.0
1454	206178	Gas_CCS	9533.471349806
1454	70885	Gas_CCS	0.0
1454	206182	Gas_CCS	9533.471349806
1454	251518	Gas_CCS	9533.471349806
1454	70889	Gas_CCS	0.0
1454	251498	Gas_CCS	9533.471349806
1454	70893	Gas_CCS	0.0
1454	251502	Gas_CCS	0.0
1454	161661	Gas_CCS	9533.471349806
1454	116977	Gas_CCS	0.0
1454	206450	Gas_CCS	0.0
1454	116981	Gas_CCS	0.0
1454	206454	Gas_CCS	0.0
1454	116905	Gas_CCS	0.0
1454	116985	Gas_CCS	0.0
1454	206458	Gas_CCS	0.0
1454	116989	Gas_CCS	0.0
1454	206462	Gas_CCS	9533.471349806
1455	116993	Gas_CCS	0.0
1455	206466	Gas_CCS	9533.471349806
1455	161517	Gas_CCS	9533.471349806
1455	116997	Gas_CCS	0.0
1455	206470	Gas_CCS	9533.471349806
1455	161645	Gas_CCS	0.0
1455	161513	Gas_CCS	9533.471349806
1455	116909	Gas_CCS	0.0
1455	161641	Gas_CCS	9533.471349806
1455	251506	Gas_CCS	9533.471349806
1455	251286	Gas_CCS	0.0
1455	161497	Gas_CCS	9533.471349806
1455	71065	Gas_CCS	0.0
1455	251290	Gas_CCS	0.0
1455	71069	Gas_CCS	0.0
1455	251294	Gas_CCS	9533.471349806
1455	71073	Gas_CCS	0.0
1455	251298	Gas_CCS	0.0
1455	71077	Gas_CCS	0.0
1455	251302	Gas_CCS	9533.471349806
1455	161649	Gas_CCS	0.0
1455	71081	Gas_CCS	0.0
1455	71085	Gas_CCS	0.0
1455	161501	Gas_CCS	0.0
1455	116913	Gas_CCS	0.0
1455	116917	Gas_CCS	0.0
1455	116921	Gas_CCS	0.0
1455	116925	Gas_CCS	0.0
1455	161653	Gas_CCS	9533.471349806
1455	251510	Gas_CCS	9533.471349806
1455	161505	Gas_CCS	0.0
1455	251282	Gas_CCS	0.0
1455	206162	Gas_CCS	0.0
1455	251514	Gas_CCS	9533.471349806
1455	206166	Gas_CCS	0.0
1455	161657	Gas_CCS	9533.471349806
1455	70873	Gas_CCS	0.0
1455	206170	Gas_CCS	0.0
1455	70877	Gas_CCS	0.0
1455	206174	Gas_CCS	9533.471349806
1455	161509	Gas_CCS	9533.471349806
1455	70881	Gas_CCS	0.0
1455	206178	Gas_CCS	9533.471349806
1455	70885	Gas_CCS	0.0
1455	206182	Gas_CCS	9533.471349806
1455	251518	Gas_CCS	9533.471349806
1455	70889	Gas_CCS	0.0
1455	251498	Gas_CCS	9533.471349806
1455	70893	Gas_CCS	0.0
1455	251502	Gas_CCS	9533.471349806
1455	161661	Gas_CCS	9533.471349806
1455	116977	Gas_CCS	0.0
1455	206450	Gas_CCS	0.0
1455	116981	Gas_CCS	0.0
1455	206454	Gas_CCS	0.0
1455	116905	Gas_CCS	0.0
1455	116985	Gas_CCS	0.0
1455	206458	Gas_CCS	0.0
1455	116989	Gas_CCS	0.0
1455	206462	Gas_CCS	9533.471349806
1456	116993	Gas_CCS	0.0
1456	206466	Gas_CCS	9533.471349806
1456	161517	Gas_CCS	9533.471349806
1456	116997	Gas_CCS	0.0
1456	206470	Gas_CCS	9533.471349806
1456	161645	Gas_CCS	0.0
1456	161513	Gas_CCS	9533.471349806
1456	116909	Gas_CCS	0.0
1456	161641	Gas_CCS	9533.471349806
1456	251506	Gas_CCS	9533.471349806
1456	251286	Gas_CCS	0.0
1456	161497	Gas_CCS	9533.471349806
1456	71065	Gas_CCS	0.0
1456	251290	Gas_CCS	0.0
1456	71069	Gas_CCS	0.0
1456	251294	Gas_CCS	0.0
1456	71073	Gas_CCS	0.0
1456	251298	Gas_CCS	0.0
1456	71077	Gas_CCS	0.0
1456	251302	Gas_CCS	0.0
1456	161649	Gas_CCS	0.0
1456	71081	Gas_CCS	0.0
1456	71085	Gas_CCS	0.0
1456	161501	Gas_CCS	0.0
1456	116913	Gas_CCS	0.0
1456	116917	Gas_CCS	0.0
1456	116921	Gas_CCS	0.0
1456	116925	Gas_CCS	0.0
1456	161653	Gas_CCS	9533.471349806
1456	251510	Gas_CCS	9533.471349806
1456	161505	Gas_CCS	0.0
1456	251282	Gas_CCS	0.0
1456	206162	Gas_CCS	0.0
1456	251514	Gas_CCS	9533.471349806
1456	206166	Gas_CCS	0.0
1456	161657	Gas_CCS	9533.471349806
1456	70873	Gas_CCS	0.0
1456	206170	Gas_CCS	0.0
1456	70877	Gas_CCS	0.0
1456	206174	Gas_CCS	9533.471349806
1456	161509	Gas_CCS	9533.471349806
1456	70881	Gas_CCS	0.0
1456	206178	Gas_CCS	0.0
1456	70885	Gas_CCS	0.0
1456	206182	Gas_CCS	9533.471349806
1456	251518	Gas_CCS	9533.471349806
1456	70889	Gas_CCS	0.0
1456	251498	Gas_CCS	9533.471349806
1456	70893	Gas_CCS	0.0
1456	251502	Gas_CCS	9533.471349806
1456	161661	Gas_CCS	9533.471349806
1456	116977	Gas_CCS	0.0
1456	206450	Gas_CCS	0.0
1456	116981	Gas_CCS	0.0
1456	206454	Gas_CCS	0.0
1456	116905	Gas_CCS	0.0
1456	116985	Gas_CCS	0.0
1456	206458	Gas_CCS	0.0
1456	116989	Gas_CCS	0.0
1456	206462	Gas_CCS	9533.471349806
1457	116993	Gas_CCS	0.0
1457	206466	Gas_CCS	9533.471349806
1457	161517	Gas_CCS	9533.471349806
1457	116997	Gas_CCS	0.0
1457	206470	Gas_CCS	9533.471349806
1457	161645	Gas_CCS	0.0
1457	161513	Gas_CCS	9533.471349806
1457	116909	Gas_CCS	0.0
1457	161641	Gas_CCS	0.0
1457	251506	Gas_CCS	0.0
1457	251286	Gas_CCS	0.0
1457	161497	Gas_CCS	0.0
1457	71065	Gas_CCS	0.0
1457	251290	Gas_CCS	0.0
1457	71069	Gas_CCS	0.0
1457	251294	Gas_CCS	9533.471349806
1457	71073	Gas_CCS	0.0
1457	251298	Gas_CCS	3271.851517209508
1457	71077	Gas_CCS	0.0
1457	251302	Gas_CCS	9533.471349806
1457	161649	Gas_CCS	0.0
1457	71081	Gas_CCS	0.0
1457	71085	Gas_CCS	0.0
1457	161501	Gas_CCS	0.0
1457	116913	Gas_CCS	0.0
1457	116917	Gas_CCS	0.0
1457	116921	Gas_CCS	0.0
1457	116925	Gas_CCS	0.0
1457	161653	Gas_CCS	9533.471349806
1457	251510	Gas_CCS	9533.471349806
1457	161505	Gas_CCS	0.0
1457	251282	Gas_CCS	0.0
1457	206162	Gas_CCS	0.0
1457	251514	Gas_CCS	9533.471349806
1457	206166	Gas_CCS	0.0
1457	161657	Gas_CCS	9533.471349806
1457	70873	Gas_CCS	0.0
1457	206170	Gas_CCS	0.0
1457	70877	Gas_CCS	0.0
1457	206174	Gas_CCS	9533.471349806
1457	161509	Gas_CCS	9533.471349806
1457	70881	Gas_CCS	0.0
1457	206178	Gas_CCS	9533.471349806
1457	70885	Gas_CCS	0.0
1457	206182	Gas_CCS	9533.471349806
1457	251518	Gas_CCS	9533.471349806
1457	70889	Gas_CCS	0.0
1457	251498	Gas_CCS	9533.471349806
1457	70893	Gas_CCS	0.0
1457	251502	Gas_CCS	0.0
1457	161661	Gas_CCS	9533.471349806
1457	116977	Gas_CCS	0.0
1457	206450	Gas_CCS	0.0
1457	116981	Gas_CCS	0.0
1457	206454	Gas_CCS	0.0
1457	116905	Gas_CCS	0.0
1457	116985	Gas_CCS	0.0
1457	206458	Gas_CCS	0.0
1457	116989	Gas_CCS	0.0
1457	206462	Gas_CCS	9533.471349806
1458	116993	Gas_CCS	0.0
1458	206466	Gas_CCS	9533.471349806
1458	161517	Gas_CCS	9533.471349806
1458	116997	Gas_CCS	0.0
1458	206470	Gas_CCS	9533.471349806
1458	161645	Gas_CCS	0.0
1458	161513	Gas_CCS	9533.471349806
1458	116909	Gas_CCS	0.0
1458	161641	Gas_CCS	9533.471349806
1458	251506	Gas_CCS	0.0
1458	251286	Gas_CCS	0.0
1458	161497	Gas_CCS	9533.471349806
1458	71065	Gas_CCS	0.0
1458	251290	Gas_CCS	0.0
1458	71069	Gas_CCS	0.0
1458	251294	Gas_CCS	9533.471349806
1458	71073	Gas_CCS	0.0
1458	251298	Gas_CCS	9533.471349806
1458	71077	Gas_CCS	0.0
1458	251302	Gas_CCS	9533.471349806
1458	161649	Gas_CCS	0.0
1458	71081	Gas_CCS	0.0
1458	71085	Gas_CCS	0.0
1458	161501	Gas_CCS	0.0
1458	116913	Gas_CCS	0.0
1458	116917	Gas_CCS	0.0
1458	116921	Gas_CCS	0.0
1458	116925	Gas_CCS	0.0
1458	161653	Gas_CCS	9533.471349806
1458	251510	Gas_CCS	9533.471349806
1458	161505	Gas_CCS	0.0
1458	251282	Gas_CCS	9533.471349806
1458	206162	Gas_CCS	0.0
1458	251514	Gas_CCS	9533.471349806
1458	206166	Gas_CCS	0.0
1458	161657	Gas_CCS	9533.471349806
1458	70873	Gas_CCS	0.0
1458	206170	Gas_CCS	0.0
1458	70877	Gas_CCS	0.0
1458	206174	Gas_CCS	9533.471349806
1458	161509	Gas_CCS	9533.471349806
1458	70881	Gas_CCS	0.0
1458	206178	Gas_CCS	9533.471349806
1458	70885	Gas_CCS	0.0
1458	206182	Gas_CCS	9533.471349806
1458	251518	Gas_CCS	9533.471349806
1458	70889	Gas_CCS	0.0
1458	251498	Gas_CCS	9533.471349806
1458	70893	Gas_CCS	0.0
1458	251502	Gas_CCS	0.0
1458	161661	Gas_CCS	9533.471349806
1458	116977	Gas_CCS	0.0
1458	206450	Gas_CCS	0.0
1458	116981	Gas_CCS	0.0
1458	206454	Gas_CCS	0.0
1458	116905	Gas_CCS	0.0
1458	116985	Gas_CCS	0.0
1458	206458	Gas_CCS	0.0
1458	116989	Gas_CCS	0.0
1458	206462	Gas_CCS	9533.471349806
1459	116993	Gas_CCS	0.0
1459	206466	Gas_CCS	9533.471349806
1459	161517	Gas_CCS	9533.471349806
1459	116997	Gas_CCS	0.0
1459	206470	Gas_CCS	9533.471349806
1459	161645	Gas_CCS	0.0
1459	161513	Gas_CCS	9533.471349806
1459	116909	Gas_CCS	0.0
1459	161641	Gas_CCS	9533.471349806
1459	251506	Gas_CCS	0.0
1459	251286	Gas_CCS	0.0
1459	161497	Gas_CCS	9533.471349806
1459	71065	Gas_CCS	0.0
1459	251290	Gas_CCS	0.0
1459	71069	Gas_CCS	0.0
1459	251294	Gas_CCS	9533.471349806
1459	71073	Gas_CCS	0.0
1459	251298	Gas_CCS	9533.471349806
1459	71077	Gas_CCS	0.0
1459	251302	Gas_CCS	9533.471349806
1459	161649	Gas_CCS	0.0
1459	71081	Gas_CCS	0.0
1459	71085	Gas_CCS	0.0
1459	161501	Gas_CCS	0.0
1459	116913	Gas_CCS	0.0
1459	116917	Gas_CCS	0.0
1459	116921	Gas_CCS	0.0
1459	116925	Gas_CCS	0.0
1459	161653	Gas_CCS	9533.471349806
