GEN_TP_FUELS_1	GEN_TP_FUELS_2	GEN_TP_FUELS_3	GenFuelUseRate
1205	206454	Gas	6325.072
1205	116905	Gas	0.0
1205	116985	Gas	0.0
1205	206458	Gas	6325.072
1205	116989	Gas	0.0
1205	206462	Gas	6325.072
1206	116993	Gas	0.0
1206	206466	Gas	6325.072
1206	161517	Gas	6325.072
1206	116997	Gas	0.0
1206	206470	Gas	6325.072
1206	161645	Gas	6325.072
1206	161513	Gas	6325.072
1206	116909	Gas	0.0
1206	161641	Gas	6325.072
1206	251506	Gas	6325.072
1206	251286	Gas	6325.072
1206	161497	Gas	6325.072
1206	71065	Gas	0.0
1206	251290	Gas	6325.072
1206	71069	Gas	0.0
1206	251294	Gas	6325.072
1206	71073	Gas	0.0
1206	251298	Gas	6325.072
1206	71077	Gas	0.0
1206	251302	Gas	6325.072
1206	161649	Gas	0.0
1206	71081	Gas	0.0
1206	71085	Gas	0.0
1206	161501	Gas	6325.072
1206	116913	Gas	0.0
1206	116917	Gas	0.0
1206	116921	Gas	0.0
1206	116925	Gas	0.0
1206	161653	Gas	6325.072
1206	251510	Gas	6325.072
1206	161505	Gas	0.0
1206	251282	Gas	6325.072
1206	206162	Gas	6325.072
1206	251514	Gas	6325.072
1206	206166	Gas	6325.072
1206	161657	Gas	6325.072
1206	70873	Gas	0.0
1206	206170	Gas	6325.072
1206	70877	Gas	0.0
1206	206174	Gas	6325.072
1206	161509	Gas	6325.072
1206	70881	Gas	0.0
1206	206178	Gas	6325.072
1206	70885	Gas	0.0
1206	206182	Gas	6325.072
1206	251518	Gas	6325.072
1206	70889	Gas	0.0
1206	251498	Gas	6325.072
1206	70893	Gas	0.0
1206	251502	Gas	6325.072
1206	161661	Gas	6325.072
1206	116977	Gas	0.0
1206	206450	Gas	6325.072
1206	116981	Gas	0.0
1206	206454	Gas	6325.072
1206	116905	Gas	0.0
1206	116985	Gas	0.0
1206	206458	Gas	6325.072
1206	116989	Gas	0.0
1206	206462	Gas	6325.072
1207	116993	Gas	0.0
1207	206466	Gas	6325.072
1207	161517	Gas	6325.072
1207	116997	Gas	0.0
1207	206470	Gas	6325.072
1207	161645	Gas	6325.072
1207	161513	Gas	6325.072
1207	116909	Gas	0.0
1207	161641	Gas	6325.072
1207	251506	Gas	6325.072
1207	251286	Gas	6325.072
1207	161497	Gas	6325.072
1207	71065	Gas	0.0
1207	251290	Gas	6325.072
1207	71069	Gas	0.0
1207	251294	Gas	6325.072
1207	71073	Gas	0.0
1207	251298	Gas	6325.072
1207	71077	Gas	0.0
1207	251302	Gas	6325.072
1207	161649	Gas	6325.072
1207	71081	Gas	0.0
1207	71085	Gas	0.0
1207	161501	Gas	6325.072
1207	116913	Gas	0.0
1207	116917	Gas	0.0
1207	116921	Gas	0.0
1207	116925	Gas	0.0
1207	161653	Gas	6325.072
1207	251510	Gas	6325.072
1207	161505	Gas	6325.072
1207	251282	Gas	6325.072
1207	206162	Gas	6325.072
1207	251514	Gas	6325.072
1207	206166	Gas	6325.072
1207	161657	Gas	6325.072
1207	70873	Gas	0.0
1207	206170	Gas	6325.072
1207	70877	Gas	0.0
1207	206174	Gas	6325.072
1207	161509	Gas	6325.072
1207	70881	Gas	0.0
1207	206178	Gas	6325.072
1207	70885	Gas	0.0
1207	206182	Gas	6325.072
1207	251518	Gas	6325.072
1207	70889	Gas	0.0
1207	251498	Gas	6325.072
1207	70893	Gas	0.0
1207	251502	Gas	6325.072
1207	161661	Gas	6325.072
1207	116977	Gas	0.0
1207	206450	Gas	6325.072
1207	116981	Gas	0.0
1207	206454	Gas	6325.072
1207	116905	Gas	0.0
1207	116985	Gas	0.0
1207	206458	Gas	6325.072
1207	116989	Gas	0.0
1207	206462	Gas	6325.072
1208	116993	Gas	0.0
1208	206466	Gas	6325.072
1208	161517	Gas	6325.072
1208	116997	Gas	0.0
1208	206470	Gas	6325.072
1208	161645	Gas	6325.072
1208	161513	Gas	6325.072
1208	116909	Gas	0.0
1208	161641	Gas	6325.072
1208	251506	Gas	6325.072
1208	251286	Gas	6325.072
1208	161497	Gas	6325.072
1208	71065	Gas	0.0
1208	251290	Gas	6325.072
1208	71069	Gas	0.0
1208	251294	Gas	6325.072
1208	71073	Gas	0.0
1208	251298	Gas	6325.072
1208	71077	Gas	0.0
1208	251302	Gas	6325.072
1208	161649	Gas	6325.072
1208	71081	Gas	0.0
1208	71085	Gas	0.0
1208	161501	Gas	6325.072
1208	116913	Gas	0.0
1208	116917	Gas	0.0
1208	116921	Gas	0.0
1208	116925	Gas	0.0
1208	161653	Gas	6325.072
1208	251510	Gas	6325.072
1208	161505	Gas	6325.072
1208	251282	Gas	6325.072
1208	206162	Gas	6325.072
1208	251514	Gas	6325.072
1208	206166	Gas	6325.072
1208	161657	Gas	6325.072
1208	70873	Gas	0.0
1208	206170	Gas	6325.072
1208	70877	Gas	0.0
1208	206174	Gas	6325.072
1208	161509	Gas	6325.072
1208	70881	Gas	0.0
1208	206178	Gas	6325.072
1208	70885	Gas	0.0
1208	206182	Gas	6325.072
1208	251518	Gas	6325.072
1208	70889	Gas	0.0
1208	251498	Gas	6325.072
1208	70893	Gas	0.0
1208	251502	Gas	6325.072
1208	161661	Gas	6325.072
1208	116977	Gas	0.0
1208	206450	Gas	6325.072
1208	116981	Gas	0.0
1208	206454	Gas	6325.072
1208	116905	Gas	0.0
1208	116985	Gas	0.0
1208	206458	Gas	6325.072
1208	116989	Gas	0.0
1208	206462	Gas	6325.072
1209	116993	Gas	0.0
1209	206466	Gas	6325.072
1209	161517	Gas	6325.072
1209	116997	Gas	0.0
1209	206470	Gas	6325.072
1209	161645	Gas	6325.072
1209	161513	Gas	6325.072
1209	116909	Gas	0.0
1209	161641	Gas	6325.072
1209	251506	Gas	6325.072
1209	251286	Gas	6325.072
1209	161497	Gas	6325.072
1209	71065	Gas	0.0
1209	251290	Gas	6325.072
1209	71069	Gas	0.0
1209	251294	Gas	6325.072
1209	71073	Gas	0.0
1209	251298	Gas	6325.072
1209	71077	Gas	0.0
1209	251302	Gas	6325.072
1209	161649	Gas	6325.072
1209	71081	Gas	0.0
1209	71085	Gas	0.0
1209	161501	Gas	6325.072
1209	116913	Gas	0.0
1209	116917	Gas	0.0
1209	116921	Gas	0.0
1209	116925	Gas	0.0
1209	161653	Gas	6325.072
1209	251510	Gas	6325.072
1209	161505	Gas	6325.072
1209	251282	Gas	6325.072
1209	206162	Gas	6325.072
1209	251514	Gas	6325.072
1209	206166	Gas	6325.072
1209	161657	Gas	6325.072
1209	70873	Gas	0.0
1209	206170	Gas	6325.072
1209	70877	Gas	0.0
1209	206174	Gas	6325.072
1209	161509	Gas	6325.072
1209	70881	Gas	0.0
1209	206178	Gas	6325.072
1209	70885	Gas	0.0
1209	206182	Gas	6325.072
1209	251518	Gas	6325.072
1209	70889	Gas	0.0
1209	251498	Gas	6325.072
1209	70893	Gas	0.0
1209	251502	Gas	6325.072
1209	161661	Gas	6325.072
1209	116977	Gas	0.0
1209	206450	Gas	6325.072
1209	116981	Gas	0.0
1209	206454	Gas	6325.072
1209	116905	Gas	0.0
1209	116985	Gas	0.0
1209	206458	Gas	6325.072
1209	116989	Gas	0.0
1209	206462	Gas	6325.072
1210	116993	Gas	0.0
1210	206466	Gas	6325.072
1210	161517	Gas	6325.072
1210	116997	Gas	0.0
1210	206470	Gas	6325.072
1210	161645	Gas	6325.072
1210	161513	Gas	6325.072
1210	116909	Gas	0.0
1210	161641	Gas	6325.072
1210	251506	Gas	6325.072
1210	251286	Gas	6325.072
1210	161497	Gas	6325.072
1210	71065	Gas	0.0
1210	251290	Gas	6325.072
1210	71069	Gas	0.0
1210	251294	Gas	6325.072
1210	71073	Gas	0.0
1210	251298	Gas	6325.072
1210	71077	Gas	0.0
1210	251302	Gas	6325.072
1210	161649	Gas	6325.072
1210	71081	Gas	0.0
1210	71085	Gas	0.0
1210	161501	Gas	6325.072
1210	116913	Gas	0.0
1210	116917	Gas	0.0
1210	116921	Gas	0.0
1210	116925	Gas	0.0
1210	161653	Gas	6325.072
1210	251510	Gas	6325.072
1210	161505	Gas	6325.072
1210	251282	Gas	6325.072
1210	206162	Gas	6325.072
1210	251514	Gas	6325.072
1210	206166	Gas	6325.072
1210	161657	Gas	6325.072
1210	70873	Gas	0.0
1210	206170	Gas	6325.072
1210	70877	Gas	0.0
1210	206174	Gas	6325.072
1210	161509	Gas	6325.072
1210	70881	Gas	0.0
1210	206178	Gas	6325.072
1210	70885	Gas	0.0
1210	206182	Gas	6325.072
1210	251518	Gas	6325.072
1210	70889	Gas	0.0
1210	251498	Gas	6325.072
1210	70893	Gas	0.0
1210	251502	Gas	6325.072
1210	161661	Gas	6325.072
1210	116977	Gas	0.0
1210	206450	Gas	6325.072
1210	116981	Gas	0.0
1210	206454	Gas	6325.072
1210	116905	Gas	0.0
1210	116985	Gas	0.0
1210	206458	Gas	6325.072
1210	116989	Gas	0.0
1210	206462	Gas	6325.072
1211	116993	Gas	0.0
1211	206466	Gas	6325.072
1211	161517	Gas	6325.072
1211	116997	Gas	0.0
1211	206470	Gas	6325.072
1211	161645	Gas	6325.072
1211	161513	Gas	6325.072
1211	116909	Gas	0.0
1211	161641	Gas	6325.072
1211	251506	Gas	6325.072
1211	251286	Gas	6325.072
1211	161497	Gas	6325.072
1211	71065	Gas	0.0
1211	251290	Gas	6325.072
1211	71069	Gas	0.0
1211	251294	Gas	6325.072
1211	71073	Gas	0.0
1211	251298	Gas	6325.072
1211	71077	Gas	0.0
1211	251302	Gas	6325.072
1211	161649	Gas	6325.072
1211	71081	Gas	0.0
1211	71085	Gas	0.0
1211	161501	Gas	6325.072
1211	116913	Gas	0.0
1211	116917	Gas	0.0
1211	116921	Gas	0.0
1211	116925	Gas	0.0
1211	161653	Gas	6325.072
1211	251510	Gas	6325.072
1211	161505	Gas	6325.072
1211	251282	Gas	6325.072
1211	206162	Gas	6325.072
1211	251514	Gas	6325.072
1211	206166	Gas	6325.072
1211	161657	Gas	6325.072
1211	70873	Gas	0.0
1211	206170	Gas	6325.072
1211	70877	Gas	0.0
1211	206174	Gas	6325.072
1211	161509	Gas	6325.072
1211	70881	Gas	0.0
1211	206178	Gas	6325.072
1211	70885	Gas	0.0
1211	206182	Gas	6325.072
1211	251518	Gas	6325.072
1211	70889	Gas	0.0
1211	251498	Gas	6325.072
1211	70893	Gas	0.0
1211	251502	Gas	6325.072
1211	161661	Gas	6325.072
1211	116977	Gas	0.0
1211	206450	Gas	6325.072
1211	116981	Gas	0.0
1211	206454	Gas	6325.072
1211	116905	Gas	0.0
1211	116985	Gas	0.0
1211	206458	Gas	6325.072
1211	116989	Gas	0.0
1211	206462	Gas	6325.072
1212	116993	Gas	0.0
1212	206466	Gas	6325.072
1212	161517	Gas	6325.072
1212	116997	Gas	0.0
1212	206470	Gas	6325.072
1212	161645	Gas	6325.072
1212	161513	Gas	6325.072
1212	116909	Gas	0.0
1212	161641	Gas	6325.072
1212	251506	Gas	6325.072
1212	251286	Gas	6325.072
1212	161497	Gas	6325.072
1212	71065	Gas	0.0
1212	251290	Gas	6325.072
1212	71069	Gas	0.0
1212	251294	Gas	6325.072
1212	71073	Gas	0.0
1212	251298	Gas	6325.072
1212	71077	Gas	0.0
1212	251302	Gas	6325.072
1212	161649	Gas	0.0
1212	71081	Gas	0.0
1212	71085	Gas	0.0
1212	161501	Gas	6325.072
1212	116913	Gas	0.0
1212	116917	Gas	0.0
1212	116921	Gas	0.0
1212	116925	Gas	0.0
1212	161653	Gas	6325.072
1212	251510	Gas	6325.072
1212	161505	Gas	0.0
1212	251282	Gas	6325.072
1212	206162	Gas	6325.072
1212	251514	Gas	6325.072
1212	206166	Gas	6325.072
1212	161657	Gas	6325.072
1212	70873	Gas	0.0
1212	206170	Gas	6325.072
1212	70877	Gas	0.0
1212	206174	Gas	6325.072
1212	161509	Gas	6325.072
1212	70881	Gas	0.0
1212	206178	Gas	6325.072
1212	70885	Gas	0.0
1212	206182	Gas	6325.072
1212	251518	Gas	6325.072
1212	70889	Gas	0.0
1212	251498	Gas	6325.072
1212	70893	Gas	0.0
1212	251502	Gas	6325.072
1212	161661	Gas	6325.072
1212	116977	Gas	0.0
1212	206450	Gas	6325.072
1212	116981	Gas	0.0
1212	206454	Gas	6325.072
1212	116905	Gas	0.0
1212	116985	Gas	0.0
1212	206458	Gas	6325.072
1212	116989	Gas	0.0
1212	206462	Gas	6325.072
1213	116993	Gas	0.0
1213	206466	Gas	6325.072
1213	161517	Gas	6325.072
1213	116997	Gas	0.0
1213	206470	Gas	6325.072
1213	161645	Gas	6325.072
1213	161513	Gas	6325.072
1213	116909	Gas	0.0
1213	161641	Gas	6325.072
1213	251506	Gas	6325.072
1213	251286	Gas	6325.072
1213	161497	Gas	6325.072
1213	71065	Gas	0.0
1213	251290	Gas	6325.072
1213	71069	Gas	0.0
1213	251294	Gas	6325.072
1213	71073	Gas	0.0
1213	251298	Gas	6325.072
1213	71077	Gas	0.0
1213	251302	Gas	6325.072
1213	161649	Gas	6325.072
1213	71081	Gas	0.0
1213	71085	Gas	0.0
1213	161501	Gas	6325.072
1213	116913	Gas	0.0
1213	116917	Gas	0.0
1213	116921	Gas	0.0
1213	116925	Gas	0.0
1213	161653	Gas	6325.072
1213	251510	Gas	6325.072
1213	161505	Gas	6325.072
1213	251282	Gas	6325.072
1213	206162	Gas	6325.072
1213	251514	Gas	6325.072
1213	206166	Gas	6325.072
1213	161657	Gas	6325.072
1213	70873	Gas	0.0
1213	206170	Gas	6325.072
1213	70877	Gas	0.0
1213	206174	Gas	6325.072
1213	161509	Gas	6325.072
1213	70881	Gas	0.0
1213	206178	Gas	6325.072
1213	70885	Gas	0.0
1213	206182	Gas	6325.072
1213	251518	Gas	6325.072
1213	70889	Gas	0.0
1213	251498	Gas	6325.072
1213	70893	Gas	0.0
1213	251502	Gas	6325.072
1213	161661	Gas	6325.072
1213	116977	Gas	0.0
1213	206450	Gas	6325.072
1213	116981	Gas	0.0
1213	206454	Gas	6325.072
1213	116905	Gas	0.0
1213	116985	Gas	0.0
1213	206458	Gas	6325.072
1213	116989	Gas	0.0
1213	206462	Gas	6325.072
1214	116993	Gas	0.0
1214	206466	Gas	6325.072
1214	161517	Gas	6325.072
1214	116997	Gas	0.0
1214	206470	Gas	6325.072
1214	161645	Gas	6325.072
1214	161513	Gas	6325.072
1214	116909	Gas	0.0
1214	161641	Gas	6325.072
1214	251506	Gas	6325.072
1214	251286	Gas	6325.072
1214	161497	Gas	6325.072
1214	71065	Gas	0.0
1214	251290	Gas	6325.072
1214	71069	Gas	0.0
1214	251294	Gas	6325.072
1214	71073	Gas	0.0
1214	251298	Gas	6325.072
1214	71077	Gas	0.0
1214	251302	Gas	6325.072
1214	161649	Gas	6325.072
1214	71081	Gas	0.0
1214	71085	Gas	0.0
1214	161501	Gas	6325.072
1214	116913	Gas	0.0
1214	116917	Gas	0.0
1214	116921	Gas	0.0
1214	116925	Gas	0.0
1214	161653	Gas	6325.072
1214	251510	Gas	6325.072
1214	161505	Gas	6325.072
1214	251282	Gas	6325.072
1214	206162	Gas	6325.072
1214	251514	Gas	6325.072
1214	206166	Gas	6325.072
1214	161657	Gas	6325.072
1214	70873	Gas	0.0
1214	206170	Gas	6325.072
1214	70877	Gas	0.0
1214	206174	Gas	6325.072
1214	161509	Gas	6325.072
1214	70881	Gas	0.0
1214	206178	Gas	6325.072
1214	70885	Gas	0.0
1214	206182	Gas	6325.072
1214	251518	Gas	6325.072
1214	70889	Gas	0.0
1214	251498	Gas	6325.072
1214	70893	Gas	0.0
1214	251502	Gas	6325.072
1214	161661	Gas	6325.072
1214	116977	Gas	0.0
1214	206450	Gas	6325.072
1214	116981	Gas	0.0
1214	206454	Gas	6325.072
1214	116905	Gas	0.0
1214	116985	Gas	0.0
1214	206458	Gas	6325.072
1214	116989	Gas	0.0
1214	206462	Gas	6325.072
1215	116993	Gas	0.0
1215	206466	Gas	6325.072
1215	161517	Gas	6325.072
1215	116997	Gas	0.0
1215	206470	Gas	6325.072
1215	161645	Gas	6325.072
1215	161513	Gas	6325.072
1215	116909	Gas	0.0
1215	161641	Gas	6325.072
1215	251506	Gas	6325.072
1215	251286	Gas	6325.072
1215	161497	Gas	6325.072
1215	71065	Gas	0.0
1215	251290	Gas	6325.072
1215	71069	Gas	0.0
1215	251294	Gas	6325.072
1215	71073	Gas	0.0
1215	251298	Gas	6325.072
1215	71077	Gas	0.0
1215	251302	Gas	6325.072
1215	161649	Gas	6325.072
1215	71081	Gas	0.0
1215	71085	Gas	0.0
1215	161501	Gas	6325.072
1215	116913	Gas	0.0
1215	116917	Gas	0.0
1215	116921	Gas	0.0
1215	116925	Gas	0.0
1215	161653	Gas	6325.072
1215	251510	Gas	6325.072
1215	161505	Gas	6325.072
1215	251282	Gas	6325.072
1215	206162	Gas	6325.072
1215	251514	Gas	6325.072
1215	206166	Gas	6325.072
1215	161657	Gas	6325.072
1215	70873	Gas	0.0
1215	206170	Gas	6325.072
1215	70877	Gas	0.0
1215	206174	Gas	6325.072
1215	161509	Gas	6325.072
1215	70881	Gas	0.0
1215	206178	Gas	6325.072
1215	70885	Gas	0.0
1215	206182	Gas	6325.072
1215	251518	Gas	6325.072
1215	70889	Gas	0.0
1215	251498	Gas	6325.072
1215	70893	Gas	0.0
1215	251502	Gas	6325.072
1215	161661	Gas	6325.072
1215	116977	Gas	0.0
1215	206450	Gas	6325.072
1215	116981	Gas	0.0
1215	206454	Gas	6325.072
1215	116905	Gas	0.0
1215	116985	Gas	0.0
1215	206458	Gas	6325.072
1215	116989	Gas	0.0
1215	206462	Gas	6325.072
1216	116993	Gas	0.0
1216	206466	Gas	6325.072
1216	161517	Gas	6325.072
1216	116997	Gas	0.0
1216	206470	Gas	6325.072
1216	161645	Gas	6325.072
1216	161513	Gas	6325.072
1216	116909	Gas	0.0
1216	161641	Gas	6325.072
1216	251506	Gas	6325.072
1216	251286	Gas	6325.072
1216	161497	Gas	6325.072
1216	71065	Gas	0.0
1216	251290	Gas	6325.072
1216	71069	Gas	0.0
1216	251294	Gas	6325.072
1216	71073	Gas	0.0
1216	251298	Gas	6325.072
1216	71077	Gas	0.0
1216	251302	Gas	6325.072
1216	161649	Gas	6325.072
1216	71081	Gas	0.0
1216	71085	Gas	0.0
1216	161501	Gas	6325.072
1216	116913	Gas	0.0
1216	116917	Gas	0.0
1216	116921	Gas	0.0
1216	116925	Gas	0.0
1216	161653	Gas	6325.072
1216	251510	Gas	6325.072
1216	161505	Gas	0.0
1216	251282	Gas	6325.072
1216	206162	Gas	6325.072
1216	251514	Gas	6325.072
1216	206166	Gas	6325.072
1216	161657	Gas	6325.072
1216	70873	Gas	0.0
1216	206170	Gas	6325.072
1216	70877	Gas	0.0
1216	206174	Gas	6325.072
1216	161509	Gas	6325.072
1216	70881	Gas	0.0
1216	206178	Gas	6325.072
1216	70885	Gas	0.0
1216	206182	Gas	6325.072
1216	251518	Gas	6325.072
1216	70889	Gas	0.0
1216	251498	Gas	6325.072
