load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	TXPowerNet	zone_demand_mw
Tibet	2028061016	19160.3	0	-18254.9	905.403
Tibet	2028061020	18488.9	0	-17595.8	893.072
Tibet	2033070900	8149.8	0	-7182.25	967.553
Tibet	2033070904	4332.4	0	-3435.44	896.959
Tibet	2033070908	4332.4	0	-3402.22	930.179
Tibet	2033070912	23701	0	-22579.8	1121.2
Tibet	2033070916	21315.6	0	-20248.4	1067.21
Tibet	2033070920	23273.7	0	-22221	1052.68
Tibet	2033072100	8149.8	0	-7182.25	967.553
Tibet	2033072104	4332.4	0	-3435.44	896.959
Tibet	2033072108	4332.4	0	-3402.22	930.179
Tibet	2033072112	12939.2	0	-11818	1121.2
Tibet	2033072116	17577.1	0	-16509.9	1067.21
Tibet	2033072120	19138.3	0	-18085.6	1052.68
Tibet	2038090100	4228.01	0	-3113.02	1114.99
Tibet	2038090104	4282.86	0	-3249.23	1033.63
Tibet	2038090108	8045.41	0	-6973.49	1071.92
Tibet	2038090112	22501.2	0	-21209.1	1292.04
Tibet	2038090116	21211.2	0	-19981.4	1229.83
Tibet	2038090120	17259.8	0	-16046.8	1213.09
Tibet	2038091000	8045.41	0	-6930.42	1114.99
Tibet	2038091004	4228.01	0	-3194.38	1033.63
Tibet	2038091008	4228.01	0	-3156.09	1071.92
Tibet	2038091012	23496.5	0	-22204.4	1292.04
Tibet	2038091016	19813.9	0	-18584.1	1229.83
Tibet	2038091020	14363.1	0	-13150.1	1213.09
West_Inner_Mongolia	2018020100	31486.8	0	-7500	23986.8
West_Inner_Mongolia	2018020104	22694.5	0	-457.771	22236.7
West_Inner_Mongolia	2018020108	30272.6	0	-7212.32	23060.3
West_Inner_Mongolia	2018020112	37749.3	0	-9953.35	27795.9
West_Inner_Mongolia	2018020116	37749.3	0	-11291.7	26457.6
West_Inner_Mongolia	2018020120	37749.3	0	-11652	26097.3
West_Inner_Mongolia	2018020900	31486.8	0	-7500	23986.8
West_Inner_Mongolia	2018020904	22694.5	0	-457.771	22236.7
West_Inner_Mongolia	2018020908	30272.6	0	-7212.32	23060.3
West_Inner_Mongolia	2018020912	37749.3	0	-9953.35	27795.9
West_Inner_Mongolia	2018020916	37749.3	0	-11291.7	26457.6
West_Inner_Mongolia	2018020920	37749.3	0	-11652	26097.3
West_Inner_Mongolia	2023050400	37707.6	0	-10991.2	26716.4
West_Inner_Mongolia	2023050404	32267.1	0	-7500	24767.1
West_Inner_Mongolia	2023050408	33184.4	0	-7500	25684.4
West_Inner_Mongolia	2023050412	38667.3	0	-7708.4	30958.9
West_Inner_Mongolia	2023050416	37708.6	0	-8240.31	29468.3
West_Inner_Mongolia	2023050420	37708.6	0	-8641.63	29067
West_Inner_Mongolia	2023050700	37707.6	0	-10991.2	26716.4
West_Inner_Mongolia	2023050704	32267.1	0	-7500	24767.1
West_Inner_Mongolia	2023050708	33184.4	0	-7500	25684.4
West_Inner_Mongolia	2023050712	38667.3	0	-7708.4	30958.9
West_Inner_Mongolia	2023050716	37708.6	0	-8240.31	29468.3
West_Inner_Mongolia	2023050720	37708.6	0	-8641.63	29067
West_Inner_Mongolia	2028060400	44913.6	0	-7629.07	37284.5
West_Inner_Mongolia	2028060404	41096.2	0	-6532	34564.2
West_Inner_Mongolia	2028060408	49766.1	0	-13921.8	35844.3
West_Inner_Mongolia	2028060412	72851.5	0	-29646.2	43205.2
West_Inner_Mongolia	2028060416	64486.9	0	-23361.9	41125
West_Inner_Mongolia	2028060420	46630.3	0	-6065.33	40564.9
West_Inner_Mongolia	2028061000	44913.6	0	-7629.07	37284.5
West_Inner_Mongolia	2028061004	41096.2	0	-6532	34564.2
West_Inner_Mongolia	2028061008	65302.2	0	-29457.8	35844.3
West_Inner_Mongolia	2028061012	76233.3	0	-33028.1	43205.2
West_Inner_Mongolia	2028061016	67643.1	0	-26518.1	41125
West_Inner_Mongolia	2028061020	47624	0	-7059.03	40564.9
West_Inner_Mongolia	2033070900	42697.7	0	0	42697.7
West_Inner_Mongolia	2033070904	39658.4	0	-75.96	39582.4
West_Inner_Mongolia	2033070908	57139.4	0	-16090.9	41048.4
West_Inner_Mongolia	2033070912	65295.4	0	-15817.4	49478
West_Inner_Mongolia	2033070916	61408.4	0	-14312.6	47095.8
West_Inner_Mongolia	2033070920	44651.3	0	1803.08	46454.4
West_Inner_Mongolia	2033072100	42697.7	0	0	42697.7
West_Inner_Mongolia	2033072104	39658.4	0	-75.96	39582.4
West_Inner_Mongolia	2033072108	63259.8	0	-22211.4	41048.4
West_Inner_Mongolia	2033072112	74453	0	-24974.9	49478
West_Inner_Mongolia	2033072116	66508.3	0	-19412.6	47095.8
West_Inner_Mongolia	2033072120	44733.1	0	1721.3	46454.4
West_Inner_Mongolia	2038090100	41611.1	0	7592.8	49203.9
West_Inner_Mongolia	2038090104	37793.7	0	7820.22	45613.9
West_Inner_Mongolia	2038090108	58389.8	0	-11086.5	47303.3
West_Inner_Mongolia	2038090112	76998.2	0	-19980.9	57017.4
West_Inner_Mongolia	2038090116	67599.5	0	-13327.4	54272.1
West_Inner_Mongolia	2038090120	42588.7	0	10944.3	53533
West_Inner_Mongolia	2038091000	41611.1	0	7592.8	49203.9
West_Inner_Mongolia	2038091004	41611.1	0	4002.82	45613.9
West_Inner_Mongolia	2038091008	45711.7	0	1591.56	47303.3
West_Inner_Mongolia	2038091012	74695.2	0	-17677.9	57017.4
West_Inner_Mongolia	2038091016	48422.1	0	5849.93	54272.1
West_Inner_Mongolia	2038091020	42588.7	0	10944.3	53533
Xinjiang	2018020100	13034	0	1532.18	14566.2
Xinjiang	2018020104	13034	0	469.415	13503.4
Xinjiang	2018020108	13034	0	969.541	14003.5
Xinjiang	2018020112	13034	0	3845.27	16879.3
Xinjiang	2018020116	13034	0	3032.56	16066.5
Xinjiang	2018020120	13034	0	2813.76	15847.7
Xinjiang	2018020900	13034	0	1532.18	14566.2
Xinjiang	2018020904	13034	0	469.415	13503.4
Xinjiang	2018020908	13034	0	969.541	14003.5
Xinjiang	2018020912	13034	0	3845.27	16879.3
Xinjiang	2018020916	13034	0	3032.56	16066.5
Xinjiang	2018020920	13034	0	2813.76	15847.7
Xinjiang	2023050400	13841.7	0	3586.52	17428.2
Xinjiang	2023050404	13841.7	0	2314.93	16156.6
Xinjiang	2023050408	13841.7	0	2913.32	16755
Xinjiang	2023050412	15722.1	0	4473.71	20195.8
Xinjiang	2023050416	13841.7	0	5381.69	19223.4
Xinjiang	2023050420	13841.7	0	5119.9	18961.6
Xinjiang	2023050700	13841.7	0	3586.52	17428.2
Xinjiang	2023050704	13841.7	0	2314.93	16156.6
Xinjiang	2023050708	13841.7	0	2913.32	16755
Xinjiang	2023050712	14821.6	0	5374.22	20195.8
Xinjiang	2023050716	13841.7	0	5381.69	19223.4
Xinjiang	2023050720	13841.7	0	5119.9	18961.6
Xinjiang	2028060400	22837.9	0	4447.08	27285
Xinjiang	2028060404	16277.6	0	9016.67	25294.3
Xinjiang	2028060408	26231.1	0	0	26231.1
Xinjiang	2028060412	37502.6	0	-5884.77	31617.8
Xinjiang	2028060416	33239.3	0	-3143.85	30095.5
Xinjiang	2028060420	29319.4	0	366.209	29685.6
Xinjiang	2028061000	20851.1	0	6433.95	27285
Xinjiang	2028061004	16277.6	0	9016.67	25294.3
Xinjiang	2028061008	25980.7	0	250.39	26231.1
Xinjiang	2028061012	37179.1	0	-5561.26	31617.8
Xinjiang	2028061016	31578.2	0	-1482.7	30095.5
Xinjiang	2028061020	29080.8	0	604.823	29685.6
Xinjiang	2033070900	19808.8	0	12907.9	32716.6
Xinjiang	2033070904	19429.2	0	10900.4	30329.6
Xinjiang	2033070908	26452.2	0	5000.67	31452.9
Xinjiang	2033070912	35362	0	2550.02	37912
Xinjiang	2033070916	28774.2	0	7312.4	36086.6
Xinjiang	2033070920	23813.2	0	11781.9	35595.1
Xinjiang	2033072100	19770.8	0	12945.9	32716.6
Xinjiang	2033072104	19651.9	0	10677.6	30329.6
Xinjiang	2033072108	21970.3	0	9482.57	31452.9
Xinjiang	2033072112	35104.4	0	2807.59	37912
Xinjiang	2033072116	29785.8	0	6300.81	36086.6
Xinjiang	2033072120	27621.2	0	7973.95	35595.1
Xinjiang	2038090100	44934.7	0	-7232.79	37701.9
Xinjiang	2038090104	31848.2	0	3102.88	34951.1
Xinjiang	2038090108	24546.5	0	11699.1	36245.6
Xinjiang	2038090112	31360.7	0	12328.2	43688.9
Xinjiang	2038090116	31102	0	10483.3	41585.4
Xinjiang	2038090120	19844.2	0	21174.9	41019
Xinjiang	2038091000	60268.4	0	-22566.5	37701.9
Xinjiang	2038091004	36752.7	0	-1801.61	34951.1
Xinjiang	2038091008	36245.6	0	0	36245.6
Xinjiang	2038091012	74882.3	0	-31193.4	43688.9
Xinjiang	2038091016	45521.1	0	-3935.73	41585.4
Xinjiang	2038091020	53678.4	0	-12659.4	41019
Yunnan	2018020100	33014.1	0	-14045	18969.1
Yunnan	2018020104	33014.1	0	-15429	17585.1
Yunnan	2018020108	33014.1	0	-14777.7	18236.4
Yunnan	2018020112	43867.2	0	-21885.8	21981.3
Yunnan	2018020116	33014.1	0	-12091.1	20923
Yunnan	2018020120	33014.1	0	-12376	20638
Yunnan	2018020900	33014.1	0	-14045	18969.1
Yunnan	2018020904	33014.1	0	-15429	17585.1
Yunnan	2018020908	33014.1	0	-14777.7	18236.4
Yunnan	2018020912	43867.2	0	-21885.8	21981.3
Yunnan	2018020916	33014.1	0	-12091.1	20923
Yunnan	2018020920	33014.1	0	-12376	20638
Yunnan	2023050400	32368.5	0	-11794.1	20574.4
Yunnan	2023050404	32368.5	0	-13295.3	19073.3
Yunnan	2023050408	32368.5	0	-12588.8	19779.7
Yunnan	2023050412	45492.3	0	-21650.7	23841.6
Yunnan	2023050416	43204.2	0	-20510.6	22693.7
Yunnan	2023050420	43204.2	0	-20819.6	22384.6
Yunnan	2023050700	32368.5	0	-11794.1	20574.4
Yunnan	2023050704	32368.5	0	-13295.3	19073.3
Yunnan	2023050708	32368.5	0	-12588.8	19779.7
Yunnan	2023050712	43204.2	0	-19362.6	23841.6
Yunnan	2023050716	43204.2	0	-20510.6	22693.7
Yunnan	2023050720	43204.2	0	-20819.6	22384.6
Yunnan	2028060400	45755.6	0	-17594.8	28160.8
Yunnan	2028060404	44778	0	-18671.8	26106.2
Yunnan	2028060408	46749.4	0	-19676.3	27073.1
Yunnan	2028060412	54293.8	0	-21661.1	32632.7
Yunnan	2028060416	49765.5	0	-18704	31061.5
Yunnan	2028060420	49936	0	-19297.5	30638.5
Yunnan	2028061000	45755.6	0	-17594.8	28160.8
Yunnan	2028061004	44778	0	-18671.8	26106.2
Yunnan	2028061008	45258.7	0	-18185.7	27073.1
Yunnan	2028061012	54036.6	0	-21403.9	32632.7
Yunnan	2028061016	47770.9	0	-16709.4	31061.5
Yunnan	2028061020	50923.9	0	-20285.4	30638.5
Yunnan	2033070900	44273.1	0	-12273.2	31999.9
Yunnan	2033070904	43638.5	0	-13973.3	29665.1
Yunnan	2033070908	44005.8	0	-13241.9	30763.8
Yunnan	2033070912	49851.8	0	-12770.4	37081.4
Yunnan	2033070916	45047.8	0	-9751.86	35296
Yunnan	2033070920	48276.4	0	-13461.1	34815.3
Yunnan	2033072100	43709.2	0	-11709.4	31999.9
Yunnan	2033072104	43638.5	0	-13973.3	29665.1
Yunnan	2033072108	45949.7	0	-15185.8	30763.8
Yunnan	2033072112	51725.6	0	-14644.2	37081.4
Yunnan	2033072116	46745.3	0	-11449.3	35296
Yunnan	2033072120	48530.5	0	-13715.2	34815.3
Yunnan	2038090100	42756.4	0	-5880.49	36875.9
Yunnan	2038090104	38869.4	0	-4683.97	34185.4
Yunnan	2038090108	45588.8	0	-10137.3	35451.5
Yunnan	2038090112	55231.8	0	-12500	42731.7
Yunnan	2038090116	46760.7	0	-6086.42	40674.3
Yunnan	2038090120	43695.5	0	-3575.17	40120.4
Yunnan	2038091000	42792	0	-5916.04	36875.9
Yunnan	2038091004	40658.3	0	-6472.86	34185.4
Yunnan	2038091008	46549.8	0	-11098.3	35451.5
Yunnan	2038091012	55864.6	0	-13132.9	42731.7
Yunnan	2038091016	48757.7	0	-8083.44	40674.3
Yunnan	2038091020	43758.9	0	-3638.51	40120.4
Zhejiang	2018020100	55326.6	0	-2306.3	53020.3
Zhejiang	2018020104	49784.5	0	-632.608	49151.9
Zhejiang	2018020108	52403.6	0	-1431.22	50972.3
Zhejiang	2018020112	59688.1	0	1751.74	61439.9
Zhejiang	2018020116	55326.6	0	3155.02	58481.7
Zhejiang	2018020120	55326.6	0	2358.58	57685.2
Zhejiang	2018020900	55326.6	0	-2306.3	53020.3
Zhejiang	2018020904	49784.5	0	-632.608	49151.9
Zhejiang	2018020908	52403.6	0	-1431.22	50972.3
Zhejiang	2018020912	59688.1	0	1751.74	61439.9
Zhejiang	2018020916	55326.6	0	3155.02	58481.7
Zhejiang	2018020920	55326.6	0	2358.58	57685.2
Zhejiang	2023050400	61012.4	0	-5470.34	55542.1
Zhejiang	2023050404	53053.3	0	-1563.58	51489.7
Zhejiang	2023050408	57287.3	0	-3890.62	53396.7
Zhejiang	2023050412	66051.2	0	-1689.05	64362.1
Zhejiang	2023050416	64986.8	0	-3723.66	61263.2
Zhejiang	2023050420	64648.3	0	-4219.46	60428.9
Zhejiang	2023050700	61012.4	0	-5470.34	55542.1
Zhejiang	2023050704	53053.3	0	-1563.58	51489.7
Zhejiang	2023050708	57287.3	0	-3890.62	53396.7
Zhejiang	2023050712	65951	0	-1588.89	64362.1
Zhejiang	2023050716	64986.8	0	-3723.66	61263.2
Zhejiang	2023050720	64648.3	0	-4219.46	60428.9
Zhejiang	2028060400	70806.4	0	528.922	71335.3
Zhejiang	2028060404	66977.3	0	-846.672	66130.6
Zhejiang	2028060408	66977.3	0	1602.61	68579.9
Zhejiang	2028060412	71812.3	0	10851	82663.3
Zhejiang	2028060416	70824.8	0	7858.4	78683.2
Zhejiang	2028060420	71778.1	0	5833.52	77611.6
Zhejiang	2028061000	70895.5	0	439.828	71335.3
Zhejiang	2028061004	66977.3	0	-846.672	66130.6
Zhejiang	2028061008	66977.3	0	1602.61	68579.9
Zhejiang	2028061012	71856.6	0	10806.6	82663.3
Zhejiang	2028061016	70841.7	0	7841.43	78683.2
Zhejiang	2028061020	71799.7	0	5811.93	77611.6
Zhejiang	2033070900	110199	0	-31175.7	79023
Zhejiang	2033070904	63148.7	0	10108.6	73257.3
Zhejiang	2033070908	61233.9	0	14736.7	75970.6
Zhejiang	2033070912	118525	0	-26953	91571.7
Zhejiang	2033070916	112029	0	-24866.8	87162.7
Zhejiang	2033070920	106614	0	-20638.2	85975.6
Zhejiang	2033072100	106037	0	-27014.2	79023
Zhejiang	2033072104	64008.5	0	9248.82	73257.3
Zhejiang	2033072108	57293	0	18677.6	75970.6
Zhejiang	2033072112	111465	0	-19893.2	91571.7
Zhejiang	2033072116	100953	0	-13790.4	87162.7
Zhejiang	2033072120	91584.1	0	-5608.43	85975.6
Zhejiang	2038090100	112953	0	-21888.9	91064.3
Zhejiang	2038090104	76360.7	0	8059.43	84420.1
Zhejiang	2038090108	79487.3	0	8059.43	87546.8
Zhejiang	2038090112	163106	0	-57580.4	105525
Zhejiang	2038090116	148386	0	-47941.8	100444
Zhejiang	2038090120	155755	0	-56678.6	99076.4
Zhejiang	2038091000	55071.6	0	35992.7	91064.3
Zhejiang	2038091004	56857.1	0	27563	84420.1
Zhejiang	2038091008	65868	0	21678.7	87546.8
Zhejiang	2038091012	89541.8	0	15983.3	105525
Zhejiang	2038091016	116985	0	-16540.5	100444
Zhejiang	2038091020	125704	0	-26628	99076.4
