GENERATION_PROJECT	PERIOD	gen_tech	gen_load_zone	gen_energy_source	GenCapacity	GenCapitalCosts	GenFixedOMCosts
30545	2026	Hydro_NonPumped	Shaanxi	Water	0	0	0
30545	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30545	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30546	2016	Hydro_NonPumped	Shaanxi	Water	85.8822	7.6338e+06	283411
30546	2021	Hydro_NonPumped	Shaanxi	Water	85.8822	7.6338e+06	283411
30546	2026	Hydro_NonPumped	Shaanxi	Water	0	0	0
30546	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30546	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30547	2016	Hydro_NonPumped	Shaanxi	Water	59.9447	5.32829e+06	197817
30547	2021	Hydro_NonPumped	Shaanxi	Water	59.9447	5.32829e+06	197817
30547	2026	Hydro_NonPumped	Shaanxi	Water	0	0	0
30547	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30547	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30548	2016	Hydro_NonPumped	Shaanxi	Water	65.3243	5.80647e+06	215570
30548	2021	Hydro_NonPumped	Shaanxi	Water	65.3243	5.80647e+06	215570
30548	2026	Hydro_NonPumped	Shaanxi	Water	0	0	0
30548	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30548	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30549	2016	Hydro_NonPumped	Shaanxi	Water	79.7341	7.08731e+06	263122
30549	2021	Hydro_NonPumped	Shaanxi	Water	79.7341	7.08731e+06	263122
30549	2026	Hydro_NonPumped	Shaanxi	Water	79.7341	7.08731e+06	263122
30549	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30549	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30550	2016	Hydro_NonPumped	Shaanxi	Water	102.405	9.10249e+06	337938
30550	2021	Hydro_NonPumped	Shaanxi	Water	102.405	9.10249e+06	337938
30550	2026	Hydro_NonPumped	Shaanxi	Water	102.405	9.10249e+06	337938
30550	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30550	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30551	2016	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30551	2021	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30551	2026	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30551	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30551	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30552	2016	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30552	2021	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30552	2026	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30552	2031	Hydro_NonPumped	Shaanxi	Water	0	0	0
30552	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30553	2016	Hydro_NonPumped	Shaanxi	Water	420	3.73325e+07	1.386e+06
30553	2021	Hydro_NonPumped	Shaanxi	Water	420	3.73325e+07	1.386e+06
30553	2026	Hydro_NonPumped	Shaanxi	Water	420	3.73325e+07	1.386e+06
30553	2031	Hydro_NonPumped	Shaanxi	Water	420	3.73325e+07	1.386e+06
30553	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30554	2016	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30554	2021	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30554	2026	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30554	2031	Hydro_NonPumped	Shaanxi	Water	100	8.88868e+06	330000
30554	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30555	2016	Hydro_NonPumped	Shaanxi	Water	190	1.68885e+07	627000
30555	2021	Hydro_NonPumped	Shaanxi	Water	190	1.68885e+07	627000
30555	2026	Hydro_NonPumped	Shaanxi	Water	190	1.68885e+07	627000
30555	2031	Hydro_NonPumped	Shaanxi	Water	190	1.68885e+07	627000
30555	2036	Hydro_NonPumped	Shaanxi	Water	0	0	0
30556	2016	Hydro_NonPumped	Shaanxi	Water	20	1.77773e+06	65999.9
30556	2021	Hydro_NonPumped	Shaanxi	Water	20	1.77773e+06	65999.9
30556	2026	Hydro_NonPumped	Shaanxi	Water	20	1.77773e+06	65999.9
30556	2031	Hydro_NonPumped	Shaanxi	Water	20	1.77773e+06	65999.9
30556	2036	Hydro_NonPumped	Shaanxi	Water	20	1.77773e+06	65999.9
30557	2016	Hydro_NonPumped	Shaanxi	Water	110	9.77755e+06	363000
30557	2021	Hydro_NonPumped	Shaanxi	Water	110	9.77755e+06	363000
30557	2026	Hydro_NonPumped	Shaanxi	Water	110	9.77755e+06	363000
30557	2031	Hydro_NonPumped	Shaanxi	Water	110	9.77755e+06	363000
30557	2036	Hydro_NonPumped	Shaanxi	Water	110	9.77755e+06	363000
30558	2016	Hydro_NonPumped	Shaanxi	Water	290	2.57772e+07	957000
30558	2021	Hydro_NonPumped	Shaanxi	Water	290	2.57772e+07	957000
30558	2026	Hydro_NonPumped	Shaanxi	Water	290	2.57772e+07	957000
30558	2031	Hydro_NonPumped	Shaanxi	Water	290	2.57772e+07	957000
30558	2036	Hydro_NonPumped	Shaanxi	Water	290	2.57772e+07	957000
30559	2016	Hydro_NonPumped	Shandong	Water	450	3.99991e+07	1.485e+06
30559	2021	Hydro_NonPumped	Shandong	Water	450	3.99991e+07	1.485e+06
30559	2026	Hydro_NonPumped	Shandong	Water	450	3.99991e+07	1.485e+06
30559	2031	Hydro_NonPumped	Shandong	Water	450	3.99991e+07	1.485e+06
30559	2036	Hydro_NonPumped	Shandong	Water	0	0	0
30560	2016	Hydro_NonPumped	Shandong	Water	50	4.44434e+06	165000
30560	2021	Hydro_NonPumped	Shandong	Water	50	4.44434e+06	165000
30560	2026	Hydro_NonPumped	Shandong	Water	50	4.44434e+06	165000
30560	2031	Hydro_NonPumped	Shandong	Water	50	4.44434e+06	165000
30560	2036	Hydro_NonPumped	Shandong	Water	0	0	0
30561	2016	Hydro_NonPumped	Shandong	Water	500	4.44434e+07	1.65e+06
30561	2021	Hydro_NonPumped	Shandong	Water	500	4.44434e+07	1.65e+06
30561	2026	Hydro_NonPumped	Shandong	Water	500	4.44434e+07	1.65e+06
30561	2031	Hydro_NonPumped	Shandong	Water	500	4.44434e+07	1.65e+06
30561	2036	Hydro_NonPumped	Shandong	Water	500	4.44434e+07	1.65e+06
30562	2016	Hydro_NonPumped	Shandong	Water	10.0001	888878	33000.4
30562	2021	Hydro_NonPumped	Shandong	Water	10.0001	888878	33000.4
30562	2026	Hydro_NonPumped	Shandong	Water	10.0001	888878	33000.4
30562	2031	Hydro_NonPumped	Shandong	Water	10.0001	888878	33000.4
30562	2036	Hydro_NonPumped	Shandong	Water	10.0001	888878	33000.4
30563	2016	Hydro_NonPumped	Shanxi	Water	0	0	0
30563	2021	Hydro_NonPumped	Shanxi	Water	0	0	0
30563	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30563	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30563	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30564	2016	Hydro_NonPumped	Shanxi	Water	17.9219	1.59302e+06	59142.3
30564	2021	Hydro_NonPumped	Shanxi	Water	0	0	0
30564	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30564	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30564	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30565	2016	Hydro_NonPumped	Shanxi	Water	16.9751	1.50886e+06	56017.9
30565	2021	Hydro_NonPumped	Shanxi	Water	0	0	0
30565	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30565	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30565	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30566	2016	Hydro_NonPumped	Shanxi	Water	12.7144	1.13014e+06	41957.5
30566	2021	Hydro_NonPumped	Shanxi	Water	0	0	0
30566	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30566	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30566	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30567	2016	Hydro_NonPumped	Shanxi	Water	12.3763	1.10009e+06	40841.7
30567	2021	Hydro_NonPumped	Shanxi	Water	0	0	0
30567	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30567	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30567	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30568	2016	Hydro_NonPumped	Shanxi	Water	18.9364	1.68319e+06	62490
30568	2021	Hydro_NonPumped	Shanxi	Water	18.9364	1.68319e+06	62490
30568	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30568	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30568	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30569	2016	Hydro_NonPumped	Shanxi	Water	26.4433	2.35046e+06	87262.9
30569	2021	Hydro_NonPumped	Shanxi	Water	26.4433	2.35046e+06	87262.9
30569	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30569	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30569	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30570	2016	Hydro_NonPumped	Shanxi	Water	30.2306	2.6871e+06	99760.8
30570	2021	Hydro_NonPumped	Shanxi	Water	30.2306	2.6871e+06	99760.8
30570	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30570	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30570	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30571	2016	Hydro_NonPumped	Shanxi	Water	21.1005	1.87556e+06	69631.7
30571	2021	Hydro_NonPumped	Shanxi	Water	21.1005	1.87556e+06	69631.7
30571	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30571	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30571	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30572	2016	Hydro_NonPumped	Shanxi	Water	22.9942	2.04388e+06	75880.7
30572	2021	Hydro_NonPumped	Shanxi	Water	22.9942	2.04388e+06	75880.7
30572	2026	Hydro_NonPumped	Shanxi	Water	0	0	0
30572	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30572	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30573	2016	Hydro_NonPumped	Shanxi	Water	28.0664	2.49473e+06	92619.1
30573	2021	Hydro_NonPumped	Shanxi	Water	28.0664	2.49473e+06	92619.1
30573	2026	Hydro_NonPumped	Shanxi	Water	28.0664	2.49473e+06	92619.1
30573	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30573	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30574	2016	Hydro_NonPumped	Shanxi	Water	36.0467	3.20408e+06	118954
30574	2021	Hydro_NonPumped	Shanxi	Water	36.0467	3.20408e+06	118954
30574	2026	Hydro_NonPumped	Shanxi	Water	36.0467	3.20408e+06	118954
30574	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30574	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30575	2016	Hydro_NonPumped	Shanxi	Water	270	2.39994e+07	891000
30575	2021	Hydro_NonPumped	Shanxi	Water	270	2.39994e+07	891000
30575	2026	Hydro_NonPumped	Shanxi	Water	270	2.39994e+07	891000
30575	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30575	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30576	2016	Hydro_NonPumped	Shanxi	Water	270	2.39994e+07	891000
30576	2021	Hydro_NonPumped	Shanxi	Water	270	2.39994e+07	891000
30576	2026	Hydro_NonPumped	Shanxi	Water	270	2.39994e+07	891000
30576	2031	Hydro_NonPumped	Shanxi	Water	0	0	0
30576	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30577	2016	Hydro_NonPumped	Shanxi	Water	10.0001	888872	33000.2
30577	2021	Hydro_NonPumped	Shanxi	Water	10.0001	888872	33000.2
30577	2026	Hydro_NonPumped	Shanxi	Water	10.0001	888872	33000.2
30577	2031	Hydro_NonPumped	Shanxi	Water	10.0001	888872	33000.2
30577	2036	Hydro_NonPumped	Shanxi	Water	0	0	0
30578	2016	Hydro_NonPumped	Shanxi	Water	820	7.28872e+07	2.706e+06
30578	2021	Hydro_NonPumped	Shanxi	Water	820	7.28872e+07	2.706e+06
30578	2026	Hydro_NonPumped	Shanxi	Water	820	7.28872e+07	2.706e+06
30578	2031	Hydro_NonPumped	Shanxi	Water	820	7.28872e+07	2.706e+06
30578	2036	Hydro_NonPumped	Shanxi	Water	820	7.28872e+07	2.706e+06
30579	2016	Hydro_NonPumped	Shanxi	Water	210	1.86662e+07	693000
30579	2021	Hydro_NonPumped	Shanxi	Water	210	1.86662e+07	693000
30579	2026	Hydro_NonPumped	Shanxi	Water	210	1.86662e+07	693000
30579	2031	Hydro_NonPumped	Shanxi	Water	210	1.86662e+07	693000
30579	2036	Hydro_NonPumped	Shanxi	Water	210	1.86662e+07	693000
30580	2016	Hydro_NonPumped	Sichuan	Water	0	0	0
30580	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30580	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30580	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30580	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30581	2016	Hydro_NonPumped	Sichuan	Water	0	0	0
30581	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30581	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30581	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30581	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30582	2016	Hydro_NonPumped	Sichuan	Water	0	0	0
30582	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30582	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30582	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30582	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30583	2016	Hydro_NonPumped	Sichuan	Water	0	0	0
30583	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30583	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30583	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30583	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30584	2016	Hydro_NonPumped	Sichuan	Water	0	0	0
30584	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30584	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30584	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30584	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30585	2016	Hydro_NonPumped	Sichuan	Water	0	0	0
30585	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30585	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30585	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30585	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30586	2016	Hydro_NonPumped	Sichuan	Water	314.041	2.79141e+07	1.03633e+06
30586	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30586	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30586	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30586	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30587	2016	Hydro_NonPumped	Sichuan	Water	297.45	2.64394e+07	981586
30587	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30587	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30587	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30587	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30588	2016	Hydro_NonPumped	Sichuan	Water	222.791	1.98032e+07	735211
30588	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30588	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30588	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30588	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30589	2016	Hydro_NonPumped	Sichuan	Water	174.203	1.54844e+07	574871
30589	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30589	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30589	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30589	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30590	2016	Hydro_NonPumped	Sichuan	Water	216.866	1.92766e+07	715659
30590	2021	Hydro_NonPumped	Sichuan	Water	0	0	0
30590	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30590	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30590	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30591	2016	Hydro_NonPumped	Sichuan	Water	331.817	2.94941e+07	1.095e+06
30591	2021	Hydro_NonPumped	Sichuan	Water	331.817	2.94941e+07	1.095e+06
30591	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30591	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30591	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30592	2016	Hydro_NonPumped	Sichuan	Water	463.358	4.11864e+07	1.52908e+06
30592	2021	Hydro_NonPumped	Sichuan	Water	463.358	4.11864e+07	1.52908e+06
30592	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30592	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30592	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30593	2016	Hydro_NonPumped	Sichuan	Water	529.722	4.70853e+07	1.74808e+06
30593	2021	Hydro_NonPumped	Sichuan	Water	529.722	4.70853e+07	1.74808e+06
30593	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30593	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30593	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30594	2016	Hydro_NonPumped	Sichuan	Water	369.739	3.28649e+07	1.22014e+06
30594	2021	Hydro_NonPumped	Sichuan	Water	369.739	3.28649e+07	1.22014e+06
30594	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30594	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30594	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30595	2016	Hydro_NonPumped	Sichuan	Water	402.92	3.58143e+07	1.32964e+06
30595	2021	Hydro_NonPumped	Sichuan	Water	402.92	3.58143e+07	1.32964e+06
30595	2026	Hydro_NonPumped	Sichuan	Water	0	0	0
30595	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30595	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30596	2016	Hydro_NonPumped	Sichuan	Water	491.799	4.37145e+07	1.62294e+06
30596	2021	Hydro_NonPumped	Sichuan	Water	491.799	4.37145e+07	1.62294e+06
30596	2026	Hydro_NonPumped	Sichuan	Water	491.799	4.37145e+07	1.62294e+06
30596	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30596	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30597	2016	Hydro_NonPumped	Sichuan	Water	631.637	5.61442e+07	2.0844e+06
30597	2021	Hydro_NonPumped	Sichuan	Water	631.637	5.61442e+07	2.0844e+06
30597	2026	Hydro_NonPumped	Sichuan	Water	631.637	5.61442e+07	2.0844e+06
30597	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30597	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30598	2016	Hydro_NonPumped	Sichuan	Water	1650	1.46663e+08	5.445e+06
30598	2021	Hydro_NonPumped	Sichuan	Water	1650	1.46663e+08	5.445e+06
30598	2026	Hydro_NonPumped	Sichuan	Water	1650	1.46663e+08	5.445e+06
30598	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30598	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30599	2016	Hydro_NonPumped	Sichuan	Water	1650	1.46663e+08	5.445e+06
30599	2021	Hydro_NonPumped	Sichuan	Water	1650	1.46663e+08	5.445e+06
30599	2026	Hydro_NonPumped	Sichuan	Water	1650	1.46663e+08	5.445e+06
30599	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30599	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30600	2016	Hydro_NonPumped	Sichuan	Water	344.218	3.05965e+07	1.13592e+06
30600	2021	Hydro_NonPumped	Sichuan	Water	344.218	3.05965e+07	1.13592e+06
30600	2026	Hydro_NonPumped	Sichuan	Water	344.218	3.05965e+07	1.13592e+06
30600	2031	Hydro_NonPumped	Sichuan	Water	0	0	0
30600	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30601	2016	Hydro_NonPumped	Sichuan	Water	536.101	4.76523e+07	1.76913e+06
30601	2021	Hydro_NonPumped	Sichuan	Water	536.101	4.76523e+07	1.76913e+06
30601	2026	Hydro_NonPumped	Sichuan	Water	536.101	4.76523e+07	1.76913e+06
30601	2031	Hydro_NonPumped	Sichuan	Water	536.101	4.76523e+07	1.76913e+06
30601	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30602	2016	Hydro_NonPumped	Sichuan	Water	449.68	3.99706e+07	1.48395e+06
30602	2021	Hydro_NonPumped	Sichuan	Water	449.68	3.99706e+07	1.48395e+06
30602	2026	Hydro_NonPumped	Sichuan	Water	449.68	3.99706e+07	1.48395e+06
30602	2031	Hydro_NonPumped	Sichuan	Water	449.68	3.99706e+07	1.48395e+06
30602	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30603	2016	Hydro_NonPumped	Sichuan	Water	1040	9.24423e+07	3.432e+06
30603	2021	Hydro_NonPumped	Sichuan	Water	1040	9.24423e+07	3.432e+06
30603	2026	Hydro_NonPumped	Sichuan	Water	1040	9.24423e+07	3.432e+06
30603	2031	Hydro_NonPumped	Sichuan	Water	1040	9.24423e+07	3.432e+06
30603	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30604	2016	Hydro_NonPumped	Sichuan	Water	4040	3.59103e+08	1.3332e+07
30604	2021	Hydro_NonPumped	Sichuan	Water	4040	3.59103e+08	1.3332e+07
30604	2026	Hydro_NonPumped	Sichuan	Water	4040	3.59103e+08	1.3332e+07
30604	2031	Hydro_NonPumped	Sichuan	Water	4040	3.59103e+08	1.3332e+07
30604	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30605	2016	Hydro_NonPumped	Sichuan	Water	309.999	2.75549e+07	1.023e+06
30605	2021	Hydro_NonPumped	Sichuan	Water	309.999	2.75549e+07	1.023e+06
30605	2026	Hydro_NonPumped	Sichuan	Water	309.999	2.75549e+07	1.023e+06
30605	2031	Hydro_NonPumped	Sichuan	Water	309.999	2.75549e+07	1.023e+06
30605	2036	Hydro_NonPumped	Sichuan	Water	0	0	0
30606	2016	Hydro_NonPumped	Sichuan	Water	2130	1.89329e+08	7.029e+06
30606	2021	Hydro_NonPumped	Sichuan	Water	2130	1.89329e+08	7.029e+06
30606	2026	Hydro_NonPumped	Sichuan	Water	2130	1.89329e+08	7.029e+06
30606	2031	Hydro_NonPumped	Sichuan	Water	2130	1.89329e+08	7.029e+06
30606	2036	Hydro_NonPumped	Sichuan	Water	2130	1.89329e+08	7.029e+06
30607	2016	Hydro_NonPumped	Sichuan	Water	2380	2.11551e+08	7.854e+06
30607	2021	Hydro_NonPumped	Sichuan	Water	2380	2.11551e+08	7.854e+06
30607	2026	Hydro_NonPumped	Sichuan	Water	2380	2.11551e+08	7.854e+06
30607	2031	Hydro_NonPumped	Sichuan	Water	2380	2.11551e+08	7.854e+06
30607	2036	Hydro_NonPumped	Sichuan	Water	2380	2.11551e+08	7.854e+06
30608	2016	Hydro_NonPumped	Sichuan	Water	3570	3.17326e+08	1.1781e+07
30608	2021	Hydro_NonPumped	Sichuan	Water	3570	3.17326e+08	1.1781e+07
30608	2026	Hydro_NonPumped	Sichuan	Water	3570	3.17326e+08	1.1781e+07
30608	2031	Hydro_NonPumped	Sichuan	Water	3570	3.17326e+08	1.1781e+07
30608	2036	Hydro_NonPumped	Sichuan	Water	3570	3.17326e+08	1.1781e+07
30609	2016	Hydro_NonPumped	Sichuan	Water	4890	4.34657e+08	1.6137e+07
30609	2021	Hydro_NonPumped	Sichuan	Water	4890	4.34657e+08	1.6137e+07
30609	2026	Hydro_NonPumped	Sichuan	Water	4890	4.34657e+08	1.6137e+07
30609	2031	Hydro_NonPumped	Sichuan	Water	4890	4.34657e+08	1.6137e+07
30609	2036	Hydro_NonPumped	Sichuan	Water	4890	4.34657e+08	1.6137e+07
30610	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	127.059	1.12939e+07	419294
30610	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	127.059	1.12939e+07	419294
30610	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	127.059	1.12939e+07	419294
30610	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30610	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30611	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	127.059	1.12939e+07	419294
30611	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	127.059	1.12939e+07	419294
30611	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	127.059	1.12939e+07	419294
30611	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30611	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30612	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	32.8842	2.92297e+06	108518
30612	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	32.8842	2.92297e+06	108518
30612	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	32.8842	2.92297e+06	108518
30612	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30612	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30613	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	51.2154	4.55237e+06	169011
30613	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	51.2154	4.55237e+06	169011
30613	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	51.2154	4.55237e+06	169011
30613	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	51.2154	4.55237e+06	169011
30613	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30614	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	42.9593	3.81852e+06	141766
30614	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	42.9593	3.81852e+06	141766
30614	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	42.9593	3.81852e+06	141766
30614	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	42.9593	3.81852e+06	141766
30614	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30615	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	176.471	1.56859e+07	582353
30615	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	176.471	1.56859e+07	582353
30615	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	176.471	1.56859e+07	582353
30615	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	176.471	1.56859e+07	582353
30615	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	0	0	0
30616	2016	Hydro_NonPumped	West_Inner_Mongolia	Water	14.1177	1.25487e+06	46588.3
30616	2021	Hydro_NonPumped	West_Inner_Mongolia	Water	14.1177	1.25487e+06	46588.3
30616	2026	Hydro_NonPumped	West_Inner_Mongolia	Water	14.1177	1.25487e+06	46588.3
30616	2031	Hydro_NonPumped	West_Inner_Mongolia	Water	14.1177	1.25487e+06	46588.3
30616	2036	Hydro_NonPumped	West_Inner_Mongolia	Water	14.1177	1.25487e+06	46588.3
30617	2016	Hydro_NonPumped	Xinjiang	Water	0	0	0
30617	2021	Hydro_NonPumped	Xinjiang	Water	0	0	0
30617	2026	Hydro_NonPumped	Xinjiang	Water	0	0	0
30617	2031	Hydro_NonPumped	Xinjiang	Water	0	0	0
