TRANS_TIMEPOINTS_1	TRANS_TIMEPOINTS_2	TRANS_TIMEPOINTS_3	DispatchTx
East_Inner_Mongolia	West_Inner_Mongolia	161513	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161517	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161641	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161645	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161649	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161653	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161657	0.0
East_Inner_Mongolia	West_Inner_Mongolia	161661	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206162	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206166	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206170	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206174	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206178	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206182	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206450	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206454	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206458	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206462	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206466	0.0
East_Inner_Mongolia	West_Inner_Mongolia	206470	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251282	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251286	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251290	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251294	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251298	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251302	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251498	7500.0
East_Inner_Mongolia	West_Inner_Mongolia	251502	2289.034738915964
East_Inner_Mongolia	West_Inner_Mongolia	251506	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251510	0.0
East_Inner_Mongolia	West_Inner_Mongolia	251514	4783.906385150096
East_Inner_Mongolia	West_Inner_Mongolia	251518	2571.417732665943
Jiangsu	Shanghai	70873	23.523469702317925
Jiangsu	Shanghai	70877	0.0
Jiangsu	Shanghai	70881	0.0
Jiangsu	Shanghai	70885	0.0
Jiangsu	Shanghai	70889	0.0
Jiangsu	Shanghai	70893	0.0
Jiangsu	Shanghai	71065	23.523469702321563
Jiangsu	Shanghai	71069	0.0
Jiangsu	Shanghai	71073	0.0
Jiangsu	Shanghai	71077	0.0
Jiangsu	Shanghai	71081	0.0
Jiangsu	Shanghai	71085	0.0
Jiangsu	Shanghai	116905	0.0
Jiangsu	Shanghai	116909	0.0
Jiangsu	Shanghai	116913	0.0
Jiangsu	Shanghai	116917	0.0
Jiangsu	Shanghai	116921	0.0
Jiangsu	Shanghai	116925	0.0
Jiangsu	Shanghai	116977	0.0
Jiangsu	Shanghai	116981	0.0
Jiangsu	Shanghai	116985	0.0
Jiangsu	Shanghai	116989	0.0
Jiangsu	Shanghai	116993	0.0
Jiangsu	Shanghai	116997	0.0
Jiangsu	Shanghai	161497	0.0
Jiangsu	Shanghai	161501	0.0
Jiangsu	Shanghai	161505	1078.0787823261717
Jiangsu	Shanghai	161509	0.0
Jiangsu	Shanghai	161513	0.0
Jiangsu	Shanghai	161517	0.0
Jiangsu	Shanghai	161641	0.0
Jiangsu	Shanghai	161645	0.0
Jiangsu	Shanghai	161649	138.65882232204422
Jiangsu	Shanghai	161653	0.0
Jiangsu	Shanghai	161657	0.0
Jiangsu	Shanghai	161661	0.0
Jiangsu	Shanghai	206162	0.0
Jiangsu	Shanghai	206166	3591.8401581368153
Jiangsu	Shanghai	206170	8635.362519308452
Jiangsu	Shanghai	206174	0.0
Jiangsu	Shanghai	206178	0.0
Jiangsu	Shanghai	206182	0.0
Jiangsu	Shanghai	206450	0.0
Jiangsu	Shanghai	206454	3591.8401581368103
Jiangsu	Shanghai	206458	12500.0
Jiangsu	Shanghai	206462	0.0
Jiangsu	Shanghai	206466	0.0
Jiangsu	Shanghai	206470	0.0
Jiangsu	Shanghai	251282	0.0
Jiangsu	Shanghai	251286	8769.038097082454
Jiangsu	Shanghai	251290	11653.388709708617
Jiangsu	Shanghai	251294	0.0
Jiangsu	Shanghai	251298	0.0
Jiangsu	Shanghai	251302	0.0
Jiangsu	Shanghai	251498	12500.0
Jiangsu	Shanghai	251502	12500.0
Jiangsu	Shanghai	251506	12500.0
Jiangsu	Shanghai	251510	12500.0
Jiangsu	Shanghai	251514	4370.259530965469
Jiangsu	Shanghai	251518	625.7483470416528
Henan	Anhui	70873	0.0
Henan	Anhui	70877	0.0
Henan	Anhui	70881	0.0
Henan	Anhui	70885	0.0
Henan	Anhui	70889	0.0
Henan	Anhui	70893	0.0
Henan	Anhui	71065	0.0
Henan	Anhui	71069	0.0
Henan	Anhui	71073	0.0
Henan	Anhui	71077	0.0
Henan	Anhui	71081	0.0
Henan	Anhui	71085	0.0
Henan	Anhui	116905	0.0
Henan	Anhui	116909	0.0
Henan	Anhui	116913	0.0
Henan	Anhui	116917	0.0
Henan	Anhui	116921	0.0
Henan	Anhui	116925	0.0
Henan	Anhui	116977	0.0
Henan	Anhui	116981	0.0
Henan	Anhui	116985	0.0
Henan	Anhui	116989	0.0
Henan	Anhui	116993	0.0
Henan	Anhui	116997	0.0
Henan	Anhui	161497	0.0
Henan	Anhui	161501	0.0
Henan	Anhui	161505	0.0
Henan	Anhui	161509	0.0
Henan	Anhui	161513	0.0
Henan	Anhui	161517	0.0
Henan	Anhui	161641	0.0
Henan	Anhui	161645	0.0
Henan	Anhui	161649	0.0
Henan	Anhui	161653	0.0
Henan	Anhui	161657	0.0
Henan	Anhui	161661	0.0
Henan	Anhui	206162	0.0
Henan	Anhui	206166	0.0
Henan	Anhui	206170	3751.394942689903
Henan	Anhui	206174	0.0
Henan	Anhui	206178	0.0
Henan	Anhui	206182	0.0
Henan	Anhui	206450	0.0
Henan	Anhui	206454	0.0
Henan	Anhui	206458	4413.920273200727
Henan	Anhui	206462	0.0
Henan	Anhui	206466	0.0
Henan	Anhui	206470	0.0
Henan	Anhui	251282	0.0
Henan	Anhui	251286	0.0
Henan	Anhui	251290	0.0
Henan	Anhui	251294	0.0
Henan	Anhui	251298	0.0
Henan	Anhui	251302	0.0
Henan	Anhui	251498	0.0
Henan	Anhui	251502	0.0
Henan	Anhui	251506	0.0
Henan	Anhui	251510	5773.35085970426
Henan	Anhui	251514	0.0
Henan	Anhui	251518	0.0
Hunan	Shanxi	70873	0.0
Hunan	Shanxi	70877	0.0
Hunan	Shanxi	70881	0.0
Hunan	Shanxi	70885	0.0
Hunan	Shanxi	70889	0.0
Hunan	Shanxi	70893	0.0
Hunan	Shanxi	71065	0.0
Hunan	Shanxi	71069	0.0
Hunan	Shanxi	71073	0.0
Hunan	Shanxi	71077	0.0
Hunan	Shanxi	71081	0.0
Hunan	Shanxi	71085	0.0
Hunan	Shanxi	116905	0.0
Hunan	Shanxi	116909	0.0
Hunan	Shanxi	116913	0.0
Hunan	Shanxi	116917	0.0
Hunan	Shanxi	116921	0.0
Hunan	Shanxi	116925	0.0
Hunan	Shanxi	116977	0.0
Hunan	Shanxi	116981	0.0
Hunan	Shanxi	116985	0.0
Hunan	Shanxi	116989	0.0
Hunan	Shanxi	116993	0.0
Hunan	Shanxi	116997	0.0
Hunan	Shanxi	161497	0.0
Hunan	Shanxi	161501	0.0
Hunan	Shanxi	161505	0.0
Hunan	Shanxi	161509	0.0
Hunan	Shanxi	161513	0.0
Hunan	Shanxi	161517	0.0
Hunan	Shanxi	161641	0.0
Hunan	Shanxi	161645	0.0
Hunan	Shanxi	161649	0.0
Hunan	Shanxi	161653	0.0
Hunan	Shanxi	161657	0.0
Hunan	Shanxi	161661	0.0
Hunan	Shanxi	206162	0.0
Hunan	Shanxi	206166	0.0
Hunan	Shanxi	206170	0.0
Hunan	Shanxi	206174	0.0
Hunan	Shanxi	206178	0.0
Hunan	Shanxi	206182	0.0
Hunan	Shanxi	206450	0.0
Hunan	Shanxi	206454	0.0
Hunan	Shanxi	206458	0.0
Hunan	Shanxi	206462	0.0
Hunan	Shanxi	206466	0.0
Hunan	Shanxi	206470	0.0
Hunan	Shanxi	251282	0.0
Hunan	Shanxi	251286	0.0
Hunan	Shanxi	251290	0.0
Hunan	Shanxi	251294	0.0
Hunan	Shanxi	251298	0.0
Hunan	Shanxi	251302	286.13908604447533
Hunan	Shanxi	251498	0.0
Hunan	Shanxi	251502	0.0
Hunan	Shanxi	251506	0.0
Hunan	Shanxi	251510	0.0
Hunan	Shanxi	251514	0.0
Hunan	Shanxi	251518	0.0
Shanghai	Zhejiang	70873	0.0
Shanghai	Zhejiang	70877	0.0
Shanghai	Zhejiang	70881	0.0
Shanghai	Zhejiang	70885	0.0
Shanghai	Zhejiang	70889	0.0
Shanghai	Zhejiang	70893	0.0
Shanghai	Zhejiang	71065	0.0
Shanghai	Zhejiang	71069	0.0
Shanghai	Zhejiang	71073	0.0
Shanghai	Zhejiang	71077	0.0
Shanghai	Zhejiang	71081	0.0
Shanghai	Zhejiang	71085	0.0
Shanghai	Zhejiang	116905	0.0
Shanghai	Zhejiang	116909	0.0
Shanghai	Zhejiang	116913	0.0
Shanghai	Zhejiang	116917	0.0
Shanghai	Zhejiang	116921	0.0
Shanghai	Zhejiang	116925	0.0
Shanghai	Zhejiang	116977	0.0
Shanghai	Zhejiang	116981	0.0
Shanghai	Zhejiang	116985	0.0
Shanghai	Zhejiang	116989	0.0
Shanghai	Zhejiang	116993	0.0
Shanghai	Zhejiang	116997	0.0
Shanghai	Zhejiang	161497	0.0
Shanghai	Zhejiang	161501	0.0
Shanghai	Zhejiang	161505	0.0
Shanghai	Zhejiang	161509	0.0
Shanghai	Zhejiang	161513	0.0
Shanghai	Zhejiang	161517	0.0
Shanghai	Zhejiang	161641	0.0
Shanghai	Zhejiang	161645	0.0
Shanghai	Zhejiang	161649	0.0
Shanghai	Zhejiang	161653	0.0
Shanghai	Zhejiang	161657	0.0
Shanghai	Zhejiang	161661	0.0
Shanghai	Zhejiang	206162	0.0
Shanghai	Zhejiang	206166	0.0
Shanghai	Zhejiang	206170	0.0
Shanghai	Zhejiang	206174	0.0
Shanghai	Zhejiang	206178	0.0
Shanghai	Zhejiang	206182	0.0
Shanghai	Zhejiang	206450	0.0
Shanghai	Zhejiang	206454	0.0
Shanghai	Zhejiang	206458	1410.7057724404526
Shanghai	Zhejiang	206462	0.0
Shanghai	Zhejiang	206466	0.0
Shanghai	Zhejiang	206470	0.0
Shanghai	Zhejiang	251282	0.0
Shanghai	Zhejiang	251286	0.0
Shanghai	Zhejiang	251290	0.0
Shanghai	Zhejiang	251294	0.0
Shanghai	Zhejiang	251298	0.0
Shanghai	Zhejiang	251302	0.0
Shanghai	Zhejiang	251498	0.0
Shanghai	Zhejiang	251502	0.0
Shanghai	Zhejiang	251506	0.0
Shanghai	Zhejiang	251510	0.0
Shanghai	Zhejiang	251514	0.0
Shanghai	Zhejiang	251518	0.0
Hebei	East_Inner_Mongolia	70873	0.0
Hebei	East_Inner_Mongolia	70877	0.0
Hebei	East_Inner_Mongolia	70881	0.0
Hebei	East_Inner_Mongolia	70885	0.0
Hebei	East_Inner_Mongolia	70889	0.0
Hebei	East_Inner_Mongolia	70893	0.0
Hebei	East_Inner_Mongolia	71065	0.0
Hebei	East_Inner_Mongolia	71069	0.0
Hebei	East_Inner_Mongolia	71073	0.0
Hebei	East_Inner_Mongolia	71077	0.0
Hebei	East_Inner_Mongolia	71081	0.0
Hebei	East_Inner_Mongolia	71085	0.0
Hebei	East_Inner_Mongolia	116905	0.0
Hebei	East_Inner_Mongolia	116909	0.0
Hebei	East_Inner_Mongolia	116913	0.0
Hebei	East_Inner_Mongolia	116917	0.0
Hebei	East_Inner_Mongolia	116921	0.0
Hebei	East_Inner_Mongolia	116925	0.0
Hebei	East_Inner_Mongolia	116977	0.0
Hebei	East_Inner_Mongolia	116981	0.0
Hebei	East_Inner_Mongolia	116985	0.0
Hebei	East_Inner_Mongolia	116989	0.0
Hebei	East_Inner_Mongolia	116993	0.0
Hebei	East_Inner_Mongolia	116997	0.0
Hebei	East_Inner_Mongolia	161497	0.0
Hebei	East_Inner_Mongolia	161501	0.0
Hebei	East_Inner_Mongolia	161505	0.0
Hebei	East_Inner_Mongolia	161509	0.0
Hebei	East_Inner_Mongolia	161513	0.0
Hebei	East_Inner_Mongolia	161517	0.0
Hebei	East_Inner_Mongolia	161641	0.0
Hebei	East_Inner_Mongolia	161645	0.0
Hebei	East_Inner_Mongolia	161649	0.0
Hebei	East_Inner_Mongolia	161653	0.0
Hebei	East_Inner_Mongolia	161657	0.0
Hebei	East_Inner_Mongolia	161661	0.0
Hebei	East_Inner_Mongolia	206162	0.0
Hebei	East_Inner_Mongolia	206166	0.0
Hebei	East_Inner_Mongolia	206170	0.0
Hebei	East_Inner_Mongolia	206174	0.0
Hebei	East_Inner_Mongolia	206178	0.0
Hebei	East_Inner_Mongolia	206182	0.0
Hebei	East_Inner_Mongolia	206450	0.0
Hebei	East_Inner_Mongolia	206454	0.0
Hebei	East_Inner_Mongolia	206458	0.0
Hebei	East_Inner_Mongolia	206462	0.0
Hebei	East_Inner_Mongolia	206466	0.0
Hebei	East_Inner_Mongolia	206470	0.0
Hebei	East_Inner_Mongolia	251282	0.0
Hebei	East_Inner_Mongolia	251286	0.0
Hebei	East_Inner_Mongolia	251290	0.0
Hebei	East_Inner_Mongolia	251294	0.0
Hebei	East_Inner_Mongolia	251298	0.0
Hebei	East_Inner_Mongolia	251302	0.0
Hebei	East_Inner_Mongolia	251498	0.0
Hebei	East_Inner_Mongolia	251502	0.0
Hebei	East_Inner_Mongolia	251506	0.0
Hebei	East_Inner_Mongolia	251510	0.0
Hebei	East_Inner_Mongolia	251514	0.0
Hebei	East_Inner_Mongolia	251518	0.0
Fujian	Zhejiang	70873	0.0
Fujian	Zhejiang	70877	0.0
Fujian	Zhejiang	70881	0.0
Fujian	Zhejiang	70885	5589.37158914785
Fujian	Zhejiang	70889	2946.0212023286076
Fujian	Zhejiang	70893	3331.8518035285942
Fujian	Zhejiang	71065	0.0
Fujian	Zhejiang	71069	0.0
Fujian	Zhejiang	71073	0.0
Fujian	Zhejiang	71077	5589.37158914785
Fujian	Zhejiang	71081	2946.021202328606
Fujian	Zhejiang	71085	3331.8518035285997
Fujian	Zhejiang	116905	0.0
Fujian	Zhejiang	116909	0.0
Fujian	Zhejiang	116913	0.0
Fujian	Zhejiang	116917	6145.157079831025
Fujian	Zhejiang	116921	6669.80867706602
Fujian	Zhejiang	116925	3065.5266274016994
Fujian	Zhejiang	116977	0.0
Fujian	Zhejiang	116981	0.0
Fujian	Zhejiang	116985	0.0
Fujian	Zhejiang	116989	6204.526761083027
Fujian	Zhejiang	116993	6669.808677066021
Fujian	Zhejiang	116997	3065.526627401706
Fujian	Zhejiang	161497	2618.222480955024
Fujian	Zhejiang	161501	5266.575143703019
Fujian	Zhejiang	161505	3997.6690800030224
Fujian	Zhejiang	161509	1769.2346962730187
Fujian	Zhejiang	161513	2900.561122513018
Fujian	Zhejiang	161517	4373.438613433023
Fujian	Zhejiang	161641	2737.9462553708245
Fujian	Zhejiang	161645	5266.575143703018
Fujian	Zhejiang	161649	3997.669080003026
Fujian	Zhejiang	161653	1537.4004592330236
Fujian	Zhejiang	161657	2724.487213495021
Fujian	Zhejiang	161661	4226.918153721526
Fujian	Zhejiang	206162	0.0
Fujian	Zhejiang	206166	0.0
Fujian	Zhejiang	206170	0.0
Fujian	Zhejiang	206174	0.0
Fujian	Zhejiang	206178	0.0
Fujian	Zhejiang	206182	0.0
Fujian	Zhejiang	206450	0.0
Fujian	Zhejiang	206454	0.0
Fujian	Zhejiang	206458	0.0
Fujian	Zhejiang	206462	0.0
Fujian	Zhejiang	206466	0.0
Fujian	Zhejiang	206470	0.0
Fujian	Zhejiang	251282	0.0
Fujian	Zhejiang	251286	0.0
Fujian	Zhejiang	251290	0.0
Fujian	Zhejiang	251294	0.0
Fujian	Zhejiang	251298	0.0
Fujian	Zhejiang	251302	0.0
Fujian	Zhejiang	251498	4454.311399982551
Fujian	Zhejiang	251502	7147.010418431208
Fujian	Zhejiang	251506	2425.261082690339
Fujian	Zhejiang	251510	0.0
Fujian	Zhejiang	251514	0.0
Fujian	Zhejiang	251518	0.0
Shaanxi	Jiangsu	70873	0.0
Shaanxi	Jiangsu	70877	0.0
Shaanxi	Jiangsu	70881	0.0
Shaanxi	Jiangsu	70885	0.0
Shaanxi	Jiangsu	70889	0.0
Shaanxi	Jiangsu	70893	0.0
Shaanxi	Jiangsu	71065	0.0
Shaanxi	Jiangsu	71069	0.0
Shaanxi	Jiangsu	71073	0.0
Shaanxi	Jiangsu	71077	0.0
Shaanxi	Jiangsu	71081	0.0
Shaanxi	Jiangsu	71085	0.0
Shaanxi	Jiangsu	116905	0.0
Shaanxi	Jiangsu	116909	0.0
Shaanxi	Jiangsu	116913	0.0
Shaanxi	Jiangsu	116917	0.0
Shaanxi	Jiangsu	116921	0.0
Shaanxi	Jiangsu	116925	0.0
Shaanxi	Jiangsu	116977	0.0
Shaanxi	Jiangsu	116981	0.0
Shaanxi	Jiangsu	116985	0.0
Shaanxi	Jiangsu	116989	0.0
Shaanxi	Jiangsu	116993	0.0
Shaanxi	Jiangsu	116997	0.0
Shaanxi	Jiangsu	161497	0.0
Shaanxi	Jiangsu	161501	0.0
Shaanxi	Jiangsu	161505	0.0
Shaanxi	Jiangsu	161509	4000.0
Shaanxi	Jiangsu	161513	4000.0
Shaanxi	Jiangsu	161517	1367.9604020942165
Shaanxi	Jiangsu	161641	0.0
Shaanxi	Jiangsu	161645	0.0
Shaanxi	Jiangsu	161649	0.0
Shaanxi	Jiangsu	161653	4000.0
Shaanxi	Jiangsu	161657	4000.0
Shaanxi	Jiangsu	161661	0.0
Shaanxi	Jiangsu	206162	0.0
Shaanxi	Jiangsu	206166	0.0
Shaanxi	Jiangsu	206170	0.0
Shaanxi	Jiangsu	206174	0.0
Shaanxi	Jiangsu	206178	0.0
Shaanxi	Jiangsu	206182	0.0
Shaanxi	Jiangsu	206450	0.0
Shaanxi	Jiangsu	206454	0.0
Shaanxi	Jiangsu	206458	0.0
Shaanxi	Jiangsu	206462	0.0
Shaanxi	Jiangsu	206466	0.0
Shaanxi	Jiangsu	206470	0.0
Shaanxi	Jiangsu	251282	0.0
Shaanxi	Jiangsu	251286	0.0
Shaanxi	Jiangsu	251290	0.0
Shaanxi	Jiangsu	251294	0.0
Shaanxi	Jiangsu	251298	0.0
Shaanxi	Jiangsu	251302	0.0
Shaanxi	Jiangsu	251498	0.0
Shaanxi	Jiangsu	251502	0.0
Shaanxi	Jiangsu	251506	0.0
Shaanxi	Jiangsu	251510	0.0
Shaanxi	Jiangsu	251514	0.0
Shaanxi	Jiangsu	251518	0.0
Guangxi	Hunan	70873	0.0
Guangxi	Hunan	70877	0.0
Guangxi	Hunan	70881	0.0
Guangxi	Hunan	70885	0.0
Guangxi	Hunan	70889	0.0
Guangxi	Hunan	70893	0.0
Guangxi	Hunan	71065	0.0
Guangxi	Hunan	71069	0.0
Guangxi	Hunan	71073	0.0
Guangxi	Hunan	71077	0.0
Guangxi	Hunan	71081	0.0
Guangxi	Hunan	71085	0.0
Guangxi	Hunan	116905	0.0
Guangxi	Hunan	116909	0.0
Guangxi	Hunan	116913	0.0
Guangxi	Hunan	116917	0.0
Guangxi	Hunan	116921	0.0
Guangxi	Hunan	116925	0.0
Guangxi	Hunan	116977	0.0
Guangxi	Hunan	116981	0.0
Guangxi	Hunan	116985	0.0
Guangxi	Hunan	116989	0.0
Guangxi	Hunan	116993	0.0
Guangxi	Hunan	116997	0.0
Guangxi	Hunan	161497	0.0
Guangxi	Hunan	161501	0.0
Guangxi	Hunan	161505	0.0
Guangxi	Hunan	161509	0.0
Guangxi	Hunan	161513	0.0
Guangxi	Hunan	161517	0.0
Guangxi	Hunan	161641	0.0
Guangxi	Hunan	161645	0.0
Guangxi	Hunan	161649	0.0
Guangxi	Hunan	161653	0.0
Guangxi	Hunan	161657	0.0
Guangxi	Hunan	161661	0.0
Guangxi	Hunan	206162	0.0
Guangxi	Hunan	206166	0.0
Guangxi	Hunan	206170	0.0
Guangxi	Hunan	206174	0.0
Guangxi	Hunan	206178	0.0
Guangxi	Hunan	206182	0.0
Guangxi	Hunan	206450	0.0
Guangxi	Hunan	206454	0.0
Guangxi	Hunan	206458	0.0
Guangxi	Hunan	206462	0.0
Guangxi	Hunan	206466	0.0
Guangxi	Hunan	206470	0.0
Guangxi	Hunan	251282	0.0
Guangxi	Hunan	251286	0.0
Guangxi	Hunan	251290	0.0
Guangxi	Hunan	251294	0.0
Guangxi	Hunan	251298	0.0
Guangxi	Hunan	251302	0.0
Guangxi	Hunan	251498	0.0
Guangxi	Hunan	251502	0.0
Guangxi	Hunan	251506	0.0
Guangxi	Hunan	251510	0.0
Guangxi	Hunan	251514	0.0
Guangxi	Hunan	251518	0.0
Jiangsu	Shandong	70873	0.0
Jiangsu	Shandong	70877	0.0
Jiangsu	Shandong	70881	0.0
Jiangsu	Shandong	70885	0.0
Jiangsu	Shandong	70889	0.0
Jiangsu	Shandong	70893	0.0
Jiangsu	Shandong	71065	0.0
Jiangsu	Shandong	71069	0.0
Jiangsu	Shandong	71073	0.0
Jiangsu	Shandong	71077	0.0
Jiangsu	Shandong	71081	0.0
Jiangsu	Shandong	71085	0.0
Jiangsu	Shandong	116905	0.0
Jiangsu	Shandong	116909	0.0
Jiangsu	Shandong	116913	0.0
Jiangsu	Shandong	116917	0.0
Jiangsu	Shandong	116921	0.0
Jiangsu	Shandong	116925	0.0
Jiangsu	Shandong	116977	0.0
Jiangsu	Shandong	116981	0.0
Jiangsu	Shandong	116985	0.0
Jiangsu	Shandong	116989	0.0
Jiangsu	Shandong	116993	0.0
Jiangsu	Shandong	116997	0.0
Jiangsu	Shandong	161497	0.0
Jiangsu	Shandong	161501	0.0
Jiangsu	Shandong	161505	0.0
Jiangsu	Shandong	161509	0.0
Jiangsu	Shandong	161513	0.0
Jiangsu	Shandong	161517	0.0
Jiangsu	Shandong	161641	0.0
Jiangsu	Shandong	161645	0.0
Jiangsu	Shandong	161649	0.0
Jiangsu	Shandong	161653	0.0
Jiangsu	Shandong	161657	0.0
Jiangsu	Shandong	161661	0.0
Jiangsu	Shandong	206162	4080.21518383388
Jiangsu	Shandong	206166	0.0
Jiangsu	Shandong	206170	0.0
Jiangsu	Shandong	206174	0.0
Jiangsu	Shandong	206178	0.0
Jiangsu	Shandong	206182	2403.536978262646
Jiangsu	Shandong	206450	4626.256454685696
Jiangsu	Shandong	206454	0.0
Jiangsu	Shandong	206458	0.0
Jiangsu	Shandong	206462	0.0
Jiangsu	Shandong	206466	0.0
Jiangsu	Shandong	206470	0.0
Jiangsu	Shandong	251282	7500.0
Jiangsu	Shandong	251286	1882.1254678301711
Jiangsu	Shandong	251290	0.0
Jiangsu	Shandong	251294	7500.0
Jiangsu	Shandong	251298	7500.0
Jiangsu	Shandong	251302	7500.0
Jiangsu	Shandong	251498	0.0
Jiangsu	Shandong	251502	0.0
Jiangsu	Shandong	251506	0.0
Jiangsu	Shandong	251510	0.0
Jiangsu	Shandong	251514	7500.0
Jiangsu	Shandong	251518	7500.0
Heilongjiang	East_Inner_Mongolia	70873	0.0
Heilongjiang	East_Inner_Mongolia	70877	0.0
Heilongjiang	East_Inner_Mongolia	70881	0.0
Heilongjiang	East_Inner_Mongolia	70885	0.0
Heilongjiang	East_Inner_Mongolia	70889	0.0
Heilongjiang	East_Inner_Mongolia	70893	0.0
Heilongjiang	East_Inner_Mongolia	71065	0.0
Heilongjiang	East_Inner_Mongolia	71069	0.0
Heilongjiang	East_Inner_Mongolia	71073	0.0
Heilongjiang	East_Inner_Mongolia	71077	0.0
Heilongjiang	East_Inner_Mongolia	71081	0.0
Heilongjiang	East_Inner_Mongolia	71085	0.0
Heilongjiang	East_Inner_Mongolia	116905	0.0
Heilongjiang	East_Inner_Mongolia	116909	0.0
Heilongjiang	East_Inner_Mongolia	116913	0.0
Heilongjiang	East_Inner_Mongolia	116917	0.0
Heilongjiang	East_Inner_Mongolia	116921	0.0
Heilongjiang	East_Inner_Mongolia	116925	0.0
Heilongjiang	East_Inner_Mongolia	116977	0.0
Heilongjiang	East_Inner_Mongolia	116981	0.0
Heilongjiang	East_Inner_Mongolia	116985	0.0
Heilongjiang	East_Inner_Mongolia	116989	0.0
Heilongjiang	East_Inner_Mongolia	116993	0.0
Heilongjiang	East_Inner_Mongolia	116997	0.0
Heilongjiang	East_Inner_Mongolia	161497	0.0
Heilongjiang	East_Inner_Mongolia	161501	0.0
Heilongjiang	East_Inner_Mongolia	161505	0.0
Heilongjiang	East_Inner_Mongolia	161509	0.0
Heilongjiang	East_Inner_Mongolia	161513	0.0
Heilongjiang	East_Inner_Mongolia	161517	0.0
Heilongjiang	East_Inner_Mongolia	161641	0.0
Heilongjiang	East_Inner_Mongolia	161645	0.0
Heilongjiang	East_Inner_Mongolia	161649	0.0
Heilongjiang	East_Inner_Mongolia	161653	0.0
Heilongjiang	East_Inner_Mongolia	161657	0.0
Heilongjiang	East_Inner_Mongolia	161661	912.9514204578827
Heilongjiang	East_Inner_Mongolia	206162	0.0
Heilongjiang	East_Inner_Mongolia	206166	0.0
Heilongjiang	East_Inner_Mongolia	206170	0.0
Heilongjiang	East_Inner_Mongolia	206174	0.0
Heilongjiang	East_Inner_Mongolia	206178	0.0
Heilongjiang	East_Inner_Mongolia	206182	0.0
Heilongjiang	East_Inner_Mongolia	206450	0.0
Heilongjiang	East_Inner_Mongolia	206454	0.0
Heilongjiang	East_Inner_Mongolia	206458	0.0
Heilongjiang	East_Inner_Mongolia	206462	0.0
Heilongjiang	East_Inner_Mongolia	206466	0.0
Heilongjiang	East_Inner_Mongolia	206470	0.0
Heilongjiang	East_Inner_Mongolia	251282	0.0
Heilongjiang	East_Inner_Mongolia	251286	0.0
Heilongjiang	East_Inner_Mongolia	251290	0.0
Heilongjiang	East_Inner_Mongolia	251294	0.0
Heilongjiang	East_Inner_Mongolia	251298	0.0
Heilongjiang	East_Inner_Mongolia	251302	0.0
Heilongjiang	East_Inner_Mongolia	251498	7500.0
Heilongjiang	East_Inner_Mongolia	251502	0.0
Heilongjiang	East_Inner_Mongolia	251506	0.0
Heilongjiang	East_Inner_Mongolia	251510	7500.0
Heilongjiang	East_Inner_Mongolia	251514	7500.0
Heilongjiang	East_Inner_Mongolia	251518	1261.3027689764149
Chongqing	Hunan	70873	0.0
Chongqing	Hunan	70877	0.0
Chongqing	Hunan	70881	0.0
Chongqing	Hunan	70885	0.0
Chongqing	Hunan	70889	0.0
Chongqing	Hunan	70893	0.0
Chongqing	Hunan	71065	0.0
Chongqing	Hunan	71069	0.0
Chongqing	Hunan	71073	0.0
Chongqing	Hunan	71077	0.0
Chongqing	Hunan	71081	0.0
Chongqing	Hunan	71085	0.0
Chongqing	Hunan	116905	0.0
Chongqing	Hunan	116909	0.0
Chongqing	Hunan	116913	0.0
Chongqing	Hunan	116917	0.0
Chongqing	Hunan	116921	0.0
Chongqing	Hunan	116925	0.0
Chongqing	Hunan	116977	0.0
Chongqing	Hunan	116981	0.0
Chongqing	Hunan	116985	0.0
Chongqing	Hunan	116989	0.0
Chongqing	Hunan	116993	0.0
Chongqing	Hunan	116997	0.0
Chongqing	Hunan	161497	0.0
Chongqing	Hunan	161501	0.0
Chongqing	Hunan	161505	0.0
Chongqing	Hunan	161509	7500.0
Chongqing	Hunan	161513	7500.0
Chongqing	Hunan	161517	7500.0
Chongqing	Hunan	161641	0.0
Chongqing	Hunan	161645	0.0
